Ensembl	Uniprot	Reliability_IF	Subcellular location
ENSG00000174371	Q9UQ84	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000164002	Q9H790	Supported	Nucleoplasm,Cytosol
ENSG00000090989	Q9NV70	Approved	Plasma membrane,Microtubules,Cytosol
ENSG00000112685	Q96KP1	Approved	Vesicles
ENSG00000180104	O60645	Approved	Nucleoplasm,Mitochondria
ENSG00000179044	Q86VI1	Approved	Vesicles,Plasma membrane
ENSG00000283632		Approved	Nucleoplasm,Golgi apparatus,Vesicles,Cytosol
ENSG00000131558	Q96A65	Approved	Nucleoplasm,Nucleoli,Nucleoli rim,Cytosol
ENSG00000138190	Q8TAG9	Supported	Nucleoplasm,Vesicles
ENSG00000144036	Q9Y2D4	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000182473	Q9UPT5	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000116903	Q8IYI6	Approved	Cytosol
ENSG00000157036	Q9Y2C4	Supported	Mitochondria
ENSG00000171311	Q9Y3B2	Approved	Nucleoplasm,Nuclear bodies
ENSG00000171824	Q01780	Supported	Nucleoplasm,Nucleoli,Nucleoli rim,Cytosol
ENSG00000130713	Q13868	Supported	Nucleoplasm,Nucleoli
ENSG00000107371	Q9NQT5	Supported	Nucleoplasm
ENSG00000178896	Q9NPD3	Supported	Nucleoplasm,Vesicles,Cytosol
ENSG00000077348	Q9NQT4	Enhanced	Nucleoplasm,Nucleoli
ENSG00000075914	Q15024	Supported	Nuclear speckles
ENSG00000120699	Q96B26	Supported	Nucleoli fibrillar center,Mitotic chromosome,Vesicles
ENSG00000123737	Q06265	Enhanced	Nucleoplasm,Nucleoli
ENSG00000151348	Q93063	Supported	Golgi apparatus
ENSG00000158008	Q92935	Approved	Vesicles,Centrosome
ENSG00000162694	Q9UBQ6	Approved	Nucleoplasm,Cytosol
ENSG00000104313	Q99502	Supported	Nucleoplasm,Nuclear bodies
ENSG00000064655	O00167	Supported	Cytosol
ENSG00000158161	Q99504	Supported	Nucleoplasm
ENSG00000112319	O95677	Approved	Nucleoplasm
ENSG00000108799	Q92800	Supported	Nucleoplasm
ENSG00000106462	Q15910	Supported	Nucleoplasm
ENSG00000187690	Q86X51	Enhanced	Nucleoplasm
ENSG00000092820	P15311	Enhanced	Plasma membrane
ENSG00000088926	P03951	Approved	Vesicles
ENSG00000158769	Q9Y624	Supported	Cell Junctions,Microtubules
ENSG00000164251	P55085	Approved	Plasma membrane
ENSG00000127533	Q96RI0	Supported	Plasma membrane
ENSG00000117525	P13726	Approved	Vesicles
ENSG00000198734	P12259	Approved	Golgi apparatus
ENSG00000057593	P08709	Approved	Mitochondria
ENSG00000103089	Q7L5A8	Uncertain	Nuclear membrane
ENSG00000117480	O00519	Approved	Cytosol
ENSG00000185504	Q0VG06	Supported	Nucleoplasm,Cytosol
ENSG00000162585	Q6NZ36	Supported	Nucleoplasm,Nuclear bodies,Cell Junctions
ENSG00000131944	Q9BTP7	Supported	Nucleoplasm,Vesicles
ENSG00000163586	P07148	Approved	Nucleoplasm,Cytosol
ENSG00000145384	P12104	Approved	Plasma membrane,Actin filaments,Cytosol
ENSG00000121769	P05413	Uncertain	Golgi apparatus,Plasma membrane,Focal adhesion sites
ENSG00000164687	Q01469	Supported	Plasma membrane,Cytosol
ENSG00000164434	O15540	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000168040	Q13158	Supported	Nucleoplasm,Cytosol
ENSG00000221968	Q9Y5Q0	Approved	Nucleoli fibrillar center
ENSG00000185104	Q9UNN5	Supported	Nucleoplasm
ENSG00000113194	Q96CS3	Enhanced	Endoplasmic reticulum,Lipid droplets
ENSG00000103876	P16930	Approved	Nucleoplasm,Cytosol
ENSG00000180185	Q6P587	Enhanced	Nucleoplasm,Mitochondria
ENSG00000158234	Q9NVQ4	Approved	Plasma membrane,Cytosol
ENSG00000135472	Q9BWQ8	Uncertain	Intermediate filaments
ENSG00000167106	Q5T9C2	Approved	Cytosol
ENSG00000162636	Q5T8I3	Approved	Nucleoli,Cytosol
ENSG00000133193	Q969W3	Approved	Nucleoplasm,Cytosol
ENSG00000168309	O95990	Supported	Nuclear speckles
ENSG00000065809	Q9H098	Supported	Nucleoplasm,Golgi apparatus
ENSG00000125898	Q9BQ89	Uncertain	Nucleoplasm,Vesicles,Cytosol
ENSG00000169122	Q8TC76	Supported	Mitochondria,Cytosol
ENSG00000166801	Q96PZ2	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000189057	Q6SJ93	Approved	Nucleoplasm,Cytosol
ENSG00000197712	Q8IWE2	Enhanced	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000055147	Q9NRY5	Approved	Vesicles
ENSG00000121104	Q9C073	Approved	Nucleoplasm
ENSG00000138439	Q6P1L5	Approved	Nucleoplasm,Centrosome
ENSG00000100376	Q9NWS6	Approved	Intermediate filaments,Cytosol
ENSG00000048828	Q9NZB2	Enhanced	Cytosol
ENSG00000112584	Q96EK7	Approved	Nucleoplasm,Cytosol
ENSG00000184083	Q9NX05	Approved	Nuclear speckles
ENSG00000187866	Q96E09	Approved	Nucleoplasm,Nuclear bodies
ENSG00000156504	Q7Z309	Approved	Nucleoplasm
ENSG00000156500	Q6P4D5	Uncertain	Nucleoplasm
ENSG00000150510	Q86V42	Approved	Nucleoplasm,Cytosol
ENSG00000124019	Q9H5Z6	Approved	Nucleoplasm,Mitochondria
ENSG00000122591	Q9BYI3	Supported	Plasma membrane,Cytosol
ENSG00000155744	Q8IXS8	Supported	Nucleoplasm,Cell Junctions
ENSG00000175182	Q6UXB0	Approved	Nucleoli rim,Mitotic chromosome
ENSG00000159784	Q86XD5	Enhanced	Nucleoplasm,Cytosol
ENSG00000185519	Q96AQ9	Approved	Nucleoli,Intermediate filaments,Cytosol
ENSG00000179083	Q8N9E0	Uncertain	Nucleoplasm,Nucleoli
ENSG00000234545	Q5BKY9	Enhanced	Nucleoplasm,Nucleoli
ENSG00000082269	Q9P2D6	Approved	Nucleoplasm,Cytosol
ENSG00000147724	Q49AJ0	Approved	Nucleoplasm,Nuclear membrane
ENSG00000035141	Q96C01	Approved	Mitochondria
ENSG00000138640	O94988	Approved	Nucleoli,Cell Junctions,Cytosol
ENSG00000031003	Q9NYF5	Approved	Nucleoplasm
ENSG00000148541	Q8NE31	Approved	Nucleoplasm,Cytosol
ENSG00000109794	A5PLN7	Approved	Golgi apparatus
ENSG00000138286	Q96BN6	Approved	Nucleoplasm
ENSG00000152380	Q6UXP7	Approved	Cytosol
ENSG00000164142	Q05DH4	Approved	Cytosol
ENSG00000051009	Q8N612	Approved	Mitochondria
ENSG00000151553	Q5W0V3	Approved	Nuclear speckles,Cytosol
ENSG00000158863	Q86V87	Approved	Nucleoplasm,Cytosol
ENSG00000156050	Q96MY7	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cytosol
ENSG00000114023	Q96A26	Supported	Mitochondria
ENSG00000196990	P0C2L3	Approved	Nuclear bodies,Plasma membrane,Cytosol
ENSG00000173557	A6NJV1	Approved	Nuclear membrane,Vesicles
ENSG00000154319	Q96KS9	Approved	Mitochondria
ENSG00000183615	Q9BTA0	Approved	Actin filaments
ENSG00000054965	Q92567	Approved	Nucleoplasm
ENSG00000198780	Q9Y6X4	Supported	Nuclear membrane,Cytosol
ENSG00000148468	Q5VUB5	Approved	Nucleoplasm,Plasma membrane
ENSG00000144369	Q6P995	Approved	Nucleoplasm,Mitochondria
ENSG00000113391	Q8WUF8	Supported	Nucleoplasm,Cytosol
ENSG00000174132	Q8TBP5	Approved	Golgi apparatus,Cytosol
ENSG00000185442	Q3ZCQ3	Approved	Intermediate filaments
ENSG00000228300	Q9BVV8	Approved	Nuclear speckles,Golgi apparatus
ENSG00000151327	Q8N128	Approved	Nucleoplasm,Vesicles
ENSG00000168754	Q8IXR5	Uncertain	Nuclear speckles,Golgi apparatus
ENSG00000189320	Q6UWF9	Approved	Nucleoplasm
ENSG00000182103	A6NEQ2	Approved	Nuclear membrane,Mitochondria
ENSG00000111879	Q8NB25	Supported	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000222011	Q8N0U4	Approved	Cytosol
ENSG00000185958	A6NE01	Approved	Nucleoplasm,Vesicles,Plasma membrane
ENSG00000214447	A6NFU0	Approved	Cytosol
ENSG00000104059	O60320	Approved	Nucleoplasm
ENSG00000160767	P81408	Supported	Nucleoplasm
ENSG00000125386	P78312	Approved	Plasma membrane,Cytosol
ENSG00000146067	Q96PV7	Enhanced	Nucleoplasm,Nucleoli
ENSG00000123575	Q6PEV8	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000165669	Q9H8W3	Approved	Nucleoplasm,Nucleoli
ENSG00000205108	Q6ZU69	Uncertain	Nucleoli fibrillar center,Plasma membrane
ENSG00000160256	Q9NSI2	Supported	Nucleoplasm,Nucleoli
ENSG00000124103	Q5JX71	Uncertain	Plasma membrane,Cell Junctions
ENSG00000116199	O75063	Supported	Nucleoplasm,Golgi apparatus
ENSG00000177706	Q8IXL6	Approved	Nucleoplasm,Golgi apparatus
ENSG00000177150	Q96ND0	Approved	Nucleoplasm,Golgi apparatus,Mitochondria
ENSG00000124098	Q96KR6	Approved	Plasma membrane,Cytosol
ENSG00000047346	Q32MH5	Approved	Nucleoplasm
ENSG00000005238	Q7L5A3	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000204856	Q8WUB2	Approved	Actin filaments
ENSG00000196227	Q9NTX9	Enhanced	Nucleoplasm
ENSG00000164970	Q8IW50	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000178761	Q5XKK7	Approved	Nucleoplasm,Golgi apparatus
ENSG00000178397	Q7Z4H9	Approved	Vesicles
ENSG00000188732	A4D161	Approved	Cytosol
ENSG00000139438	Q5U5X8	Approved	Golgi apparatus,Cell Junctions,Midbody ring
ENSG00000173065	Q8WU58	Enhanced	Nucleoplasm
ENSG00000184949	F5H4B4	Uncertain	Nucleoplasm
ENSG00000166262	Q96M60	Approved	Nuclear speckles
ENSG00000186453	Q86W67	Approved	Nucleoplasm
ENSG00000219626	P0C875	Approved	Golgi apparatus
ENSG00000203778	Q4G0N7	Approved	Nucleoplasm,Nucleoli,Golgi apparatus
ENSG00000167930	Q9H0X4	Uncertain	Nucleoplasm,Mitochondria
ENSG00000084444	A2RU67	Approved	Endoplasmic reticulum
ENSG00000216921	A0A1B0GVR7	Approved	Nucleoplasm
ENSG00000174749	Q8N8J7	Enhanced	Golgi apparatus
ENSG00000171224	Q96D05	Approved	Nucleoplasm,Centrosome,Cytosol
ENSG00000105058	Q9Y421	Supported	Nucleoplasm,Nucleoli
ENSG00000071889	P98173	Approved	Nucleoplasm,Nucleoli rim,Mitotic chromosome
ENSG00000183844	P58499	Approved	Vesicles
ENSG00000196937	Q92520	Enhanced	Golgi apparatus
ENSG00000185112	Q8N2R8	Approved	Vesicles
ENSG00000183114	Q6ZT52	Approved	Cytosol
ENSG00000189157	Q6ZV65	Approved	Plasma membrane,Cytosol
ENSG00000272414		Uncertain	Plasma membrane,Cytosol
ENSG00000071859	Q14320	Enhanced	Nucleoplasm
ENSG00000145945	Q9Y247	Enhanced	Nucleoplasm,Cytokinetic bridge,Midbody
ENSG00000174137	Q6NSI3	Approved	Nucleoplasm
ENSG00000189319	Q14153	Approved	Cytosol
ENSG00000162771	Q8IYT1	Approved	Nuclear speckles
ENSG00000142530	Q6IPT2	Approved	Nucleoli fibrillar center
ENSG00000135248	Q96KD3	Uncertain	Cytosol
ENSG00000205085	Q6NXP2	Approved	Nucleoplasm
ENSG00000196550	Q5TYM5	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000188610	Q86X60	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000263513	H0Y354	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000215784	Q6L9T8	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000009780	Q8TAV0	Approved	Nucleoplasm,Cytosol
ENSG00000077458	Q5HYJ3	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000126882	Q5JUQ0	Uncertain	Nucleoplasm,Vesicles
ENSG00000188859	Q5VT40	Approved	Golgi apparatus,Vesicles
ENSG00000157470	Q8TBF8	Approved	Nucleoplasm,Cytosol
ENSG00000147689	Q86UY5	Approved	Nucleoplasm,Cytosol
ENSG00000101447	Q9H4H8	Supported	Microtubules,Cytokinetic bridge,Mitotic spindle,Cytosol
ENSG00000105523	Q2M2I3	Approved	Vesicles,Cytosol
ENSG00000133477	Q8NEG4	Approved	Nucleoplasm,Mitochondria
ENSG00000188522	A6ND36	Approved	Cytosol
ENSG00000180921	Q6ZRV2	Approved	Cytosol
ENSG00000186523	Q8N7N1	Uncertain	Vesicles
ENSG00000145002	P0C5J1	Uncertain	Vesicles
ENSG00000182118	Q96GI7	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000137414	Q9UBU6	Approved	Golgi apparatus
ENSG00000171847	Q86YD7	Approved	Nucleoplasm,Nucleoli
ENSG00000285950	A6NDY2	Approved	Nucleoplasm,Nucleoli
ENSG00000285814	P0C7W9	Approved	Nucleoplasm,Nucleoli
ENSG00000285620	A6NEW6	Approved	Nucleoplasm,Nucleoli
ENSG00000285720	A6NEW6	Approved	Nucleoplasm,Nucleoli
ENSG00000285913	A6NE21	Approved	Nucleoplasm,Nucleoli
ENSG00000285657	A6NE21	Approved	Nucleoplasm,Nucleoli
ENSG00000285687	A8MWA6	Approved	Nucleoplasm,Nucleoli
ENSG00000285765	A8MXZ1	Approved	Nucleoplasm,Nucleoli
ENSG00000229924	D6RGX4	Approved	Nucleoplasm,Nucleoli
ENSG00000285975	A6NKC0	Uncertain	Nucleoplasm,Nucleoli
ENSG00000285937	A6NJQ4	Uncertain	Nucleoplasm,Nucleoli
ENSG00000285607	A6NNJ1	Uncertain	Nucleoplasm,Nucleoli
ENSG00000176853	Q658Y4	Approved	Nucleoplasm,Microtubules
ENSG00000119812	Q8NCA5	Approved	Vesicles
ENSG00000171262	Q52LJ0	Supported	Nucleoplasm,Vesicles
ENSG00000130244	Q17RN3	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000177138	Q8IZU0	Uncertain	Nucleoplasm
ENSG00000198690	Q9Y2M0	Supported	Nucleoplasm,Cytokinetic bridge,Cytosol
ENSG00000187741	O15360	Supported	Nucleoplasm
ENSG00000158169	Q00597	Supported	Nucleoplasm
ENSG00000144554	Q9BXW9	Supported	Nucleoplasm,Nucleoli,Nuclear bodies,Cytosol
ENSG00000163705	Q96PS1	Approved	Vesicles
ENSG00000112039	Q9HB96	Supported	Nucleoplasm
ENSG00000183161	Q9NPI8	Supported	Nucleoplasm
ENSG00000221829	O15287	Approved	Nucleoli,Plasma membrane,Cytosol
ENSG00000140525	Q9NVI1	Enhanced	Nucleoplasm
ENSG00000115392	Q9NW38	Approved	Nuclear bodies,Vesicles
ENSG00000187790	Q8IYD8	Supported	Nucleoplasm
ENSG00000203780	Q8TC84	Supported	Nucleoplasm
ENSG00000197601	Q8WVX9	Supported	Peroxisomes
ENSG00000064763	Q96K12	Approved	Nucleoli,Golgi apparatus
ENSG00000152767	Q9Y4F1	Approved	Cytosol
ENSG00000006607	O94887	Approved	Cytosol
ENSG00000179115	Q9Y285	Approved	Cytosol
ENSG00000116120	Q9NSD9	Supported	Nucleoplasm,Cytosol
ENSG00000026103	P25445	Supported	Nuclear bodies,Plasma membrane,Cytosol
ENSG00000169710	P49327	Enhanced	Plasma membrane,Cytosol
ENSG00000164896	Q14296	Supported	Nuclear speckles,Mitochondria
ENSG00000118246	Q9NYY8	Supported	Mitochondria
ENSG00000124279	Q14CZ7	Supported	Nucleoplasm,Mitochondria
ENSG00000165323	Q8TDW7	Approved	Cell Junctions
ENSG00000196159	Q6V0I7	Approved	Cytosol
ENSG00000149806	P35544, P62861	Enhanced	Nucleoli,Endoplasmic reticulum,Cytosol
ENSG00000146267	Q5TGI0	Approved	Nucleoplasm
ENSG00000188878	Q8TES7	Supported	Centrosome
ENSG00000105202	P22087	Supported	Nucleoli fibrillar center
ENSG00000162458	Q8WUP2	Enhanced	Nucleoli fibrillar center,Cell Junctions,Focal adhesion sites
ENSG00000188573	A6NHQ2	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000077942	P23142	Approved	Endoplasmic reticulum
ENSG00000163520	P98095	Supported	Plasma membrane
ENSG00000140092	Q9UBX5	Uncertain	Plasma membrane
ENSG00000144152	Q53RD9	Approved	Plasma membrane,Cell Junctions
ENSG00000166147	P35555	Approved	Cytosol
ENSG00000138829	P35556	Approved	Nucleoplasm,Cytosol
ENSG00000165140	P09467	Approved	Mitochondria
ENSG00000130957	O00757	Approved	Plasma membrane,Cytosol
ENSG00000156860	Q9HAH7	Approved	Nucleoplasm
ENSG00000112787	Q9HCM7	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000127452	Q9NXK8	Approved	Mitochondria
ENSG00000171823	Q8N1E6	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000145743	Q9UF56	Supported	Nucleoplasm
ENSG00000155034	Q96ME1	Approved	Nucleoplasm,Cytosol
ENSG00000099364	Q6PCT2	Approved	Nucleoplasm
ENSG00000153558	Q9UKC9	Approved	Nucleoplasm,Nucleoli,Plasma membrane
ENSG00000108306	Q96IG2	Supported	Microtubules
ENSG00000197361	Q6P050	Uncertain	Nucleoli,Cytosol
ENSG00000005812	Q9UKT7	Enhanced	Nuclear bodies
ENSG00000112234	Q9UKA2	Supported	Nuclear speckles
ENSG00000182325	Q8N531	Approved	Nucleoplasm,Vesicles
ENSG00000135722	Q96CD0	Approved	Golgi apparatus
ENSG00000147912	Q9UK96	Approved	Nucleoplasm,Cytosol
ENSG00000138081	Q86XK2	Supported	Nucleoplasm,Nucleoli
ENSG00000214050	Q8IX29	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cytosol
ENSG00000116661	Q9UK22	Approved	Nucleoplasm,Cytosol
ENSG00000135108	O94952	Approved	Mitochondria
ENSG00000161243	Q8NI29	Approved	Nucleoplasm
ENSG00000143756	Q9NVF7	Supported	Nucleoplasm,Focal adhesion sites
ENSG00000110429	Q9UK99	Approved	Nucleoplasm,Cytosol
ENSG00000118496	Q8TB52	Approved	Microtubules
ENSG00000103264	Q5XUX0	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000156804	Q969P5	Enhanced	Nucleoplasm,Cytosol
ENSG00000165355	Q7Z6M2	Approved	Nucleoplasm
ENSG00000178974	Q9NWN3	Approved	Nuclear speckles
ENSG00000153832	Q8NEA4	Approved	Nucleoplasm,Nucleoli
ENSG00000145868	Q6PIJ6	Supported	Nucleoplasm,Plasma membrane,Cytokinetic bridge,Cytosol
ENSG00000151876	Q9UKT5	Approved	Nucleoplasm
ENSG00000163013	Q8TF61	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000037637	Q6P3S6	Approved	Nucleoplasm
ENSG00000132879	Q9H4M3	Approved	Nucleoplasm
ENSG00000174013	P0C2W1	Approved	Cytosol
ENSG00000177051	Q6PJ61	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000204923	Q5FWF7	Approved	Nuclear bodies
ENSG00000112029	Q9UKT4	Supported	Nucleoplasm
ENSG00000100225	Q9Y3I1	Supported	Nucleoplasm,Cytosol
ENSG00000164117	Q9NRD0	Approved	Nucleoplasm,Cytosol
ENSG00000112146	Q9UK97	Approved	Centrosome
ENSG00000171931	Q5XX13	Approved	Nucleoplasm
ENSG00000072803	Q9UKB1	Approved	Nucleoplasm,Vesicles,Plasma membrane
ENSG00000164049	Q6X9E4	Approved	Vesicles,Cytosol
ENSG00000119402	Q9UKT8	Approved	Nucleoplasm
ENSG00000107829	P57775	Approved	Golgi apparatus
ENSG00000159069	Q969U6	Approved	Mitochondria
ENSG00000109670	Q969H0	Supported	Nucleoplasm,Vesicles
ENSG00000174989	Q8N3Y1	Supported	Cytosol
ENSG00000132004	Q5XUX1	Approved	Cytosol
ENSG00000186431	P24071	Supported	Plasma membrane
ENSG00000119616	Q9Y324	Approved	Nucleoplasm
ENSG00000275395		Approved	Golgi apparatus,Plasma membrane,Cytokinetic bridge
ENSG00000150337	P12314	Uncertain	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000198019	Q92637	Uncertain	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000143226	P12318	Supported	Golgi apparatus,Plasma membrane
ENSG00000130475	O14526	Enhanced	Nucleoplasm,Cytosol
ENSG00000157107	Q0JRZ9	Approved	Vesicles,Centrosome,Cytosol
ENSG00000197948	Q86WN1	Approved	Nucleoplasm,Cytosol
ENSG00000137478	O94868	Approved	Nuclear speckles,Plasma membrane,Actin filaments,Focal adhesion sites
ENSG00000162894	O60667	Approved	Nucleoplasm,Focal adhesion sites,Cytosol
ENSG00000162746	Q6BAA4	Supported	Cytosol
ENSG00000157353	Q8N0W3	Approved	Vesicles
ENSG00000079459	P37268	Supported	Endoplasmic reticulum
ENSG00000160752	P14324	Approved	Nucleoplasm,Cytosol
ENSG00000137714	P10109	Enhanced	Mitochondria
ENSG00000255561	Q9BRP7	Uncertain	Nucleoplasm,Cytosol
ENSG00000161513	P22570	Enhanced	Mitochondria
ENSG00000141965	Q9BSK4	Supported	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000169018	Q9UK73	Supported	Nucleoplasm,Cytosol
ENSG00000145780	Q96JP0	Enhanced	Nucleoplasm
ENSG00000168496	P39748	Enhanced	Nucleoplasm,Nucleoli
ENSG00000151422	P16591	Supported	Cytosol
ENSG00000073712	Q96AC1	Supported	Nucleoplasm,Focal adhesion sites,Cytosol
ENSG00000149781	Q86UX7	Approved	Vesicles
ENSG00000182511	P07332	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000090512	Q9UGM5	Approved	Vesicles
ENSG00000163497	Q99581	Supported	Nuclear speckles
ENSG00000149557	Q99689	Approved	Microtubules,Cytosol
ENSG00000171055	Q9UHY8	Approved	Nucleoli,Nucleoli rim,Golgi apparatus,Cytosol
ENSG00000128610	A0PJY2	Supported	Nucleoplasm,Cytosol
ENSG00000126266	O14842	Supported	Plasma membrane
ENSG00000186188	Q5NUL3	Uncertain	Plasma membrane
ENSG00000171560	P02671	Enhanced	Endoplasmic reticulum
ENSG00000171564	P02675	Enhanced	Endoplasmic reticulum
ENSG00000102302	P98174	Approved	Plasma membrane,Cytosol
ENSG00000127084	Q5JSP0	Approved	Nucleoplasm,Cytosol
ENSG00000139132	Q96M96	Approved	Actin filaments
ENSG00000154783	Q6ZNL6	Supported	Plasma membrane
ENSG00000180263	Q6ZV73	Approved	Vesicles
ENSG00000113578	P05230	Supported	Nucleoplasm
ENSG00000161958	Q92914	Approved	Centrosome
ENSG00000114279	P61328	Approved	Nucleoplasm,Cytosol
ENSG00000129682	Q92913	Supported	Cytosol
ENSG00000102466	Q92915	Approved	Nucleoli fibrillar center
ENSG00000138685	P09038	Supported	Nucleoplasm,Nuclear bodies
ENSG00000138675	P12034	Supported	Nucleoplasm,Nucleoli fibrillar center,Cytosol
ENSG00000140285	P21781	Approved	Nucleoplasm,Nucleoli
ENSG00000111790	Q9NVK5	Approved	Mitochondria
ENSG00000066468	P21802	Supported	Nucleoplasm,Vesicles,Cell Junctions
ENSG00000068078	P22607	Supported	Endoplasmic reticulum
ENSG00000127418	Q8N441	Supported	Vesicles
ENSG00000171557	P02679	Approved	Endoplasmic reticulum
ENSG00000172456	Q96C11	Approved	Nucleoplasm,Nuclear bodies
ENSG00000000938	P09769	Approved	Plasma membrane,Aggresome
ENSG00000091483	P07954	Enhanced	Mitochondria
ENSG00000189283	P49789	Approved	Nucleoli fibrillar center,Plasma membrane
ENSG00000022267	Q13642	Supported	Plasma membrane,Cytosol
ENSG00000115641	Q14192	Enhanced	Actin filaments,Focal adhesion sites
ENSG00000183386	Q13643	Approved	Nucleoplasm
ENSG00000135723	Q9Y613	Supported	Cytosol
ENSG00000130720	Q8N539	Approved	Cell Junctions
ENSG00000172500	O43427	Supported	Nuclear speckles
ENSG00000198855	Q9BVA6	Approved	Nucleoplasm
ENSG00000112367	Q92562	Supported	Vesicles,Lipid droplets
ENSG00000182263	Q5HY92	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cell Junctions,Cytosol
ENSG00000118407	Q7Z7B0	Approved	Plasma membrane,Actin filaments
ENSG00000168386	Q4L180	Approved	Plasma membrane
ENSG00000145216	Q6UN15	Enhanced	Nucleoplasm
ENSG00000214253	Q9Y3D6	Supported	Mitochondria
ENSG00000179943	Q96SL8	Approved	Nucleoplasm
ENSG00000179431	Q86VR8	Approved	Vesicles
ENSG00000141756	Q96AY3	Approved	Mitochondria
ENSG00000134285	Q9NYL4	Approved	Centrosome
ENSG00000106080	Q9NWM8	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000119321	Q5T1M5	Approved	Nucleoli,Cytosol
ENSG00000119782	P68106	Approved	Vesicles
ENSG00000173486	P26885	Approved	Plasma membrane
ENSG00000100442	Q00688	Supported	Cytosol
ENSG00000004478	Q02790	Enhanced	Nucleoplasm,Cytosol
ENSG00000096060	Q13451	Enhanced	Nucleoplasm
ENSG00000077800	O75344	Approved	Cytosol
ENSG00000079150	Q9Y680	Approved	Endoplasmic reticulum
ENSG00000105701	Q14318	Supported	Endoplasmic reticulum,Mitochondria,Cytosol
ENSG00000122642	O95302	Approved	Golgi apparatus,Vesicles,Mitochondria
ENSG00000204315	Q9UIM3	Approved	Nucleoplasm,Mitotic spindle
ENSG00000181027	Q9H9S5	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000155749	Q96Q35	Approved	Plasma membrane,Cytosol
ENSG00000160688	Q8NFF5	Supported	Plasma membrane,Cytosol
ENSG00000154803	Q8NFG4	Supported	Plasma membrane,Cytosol
ENSG00000143631	P20930	Enhanced	Cytoplasmic bodies
ENSG00000151702	Q01543	Supported	Nucleoplasm,Nuclear bodies
ENSG00000177731	Q13045	Enhanced	Nucleoplasm,Centriolar satellite,Cytosol
ENSG00000196924	P21333	Enhanced	Plasma membrane,Actin filaments,Cytosol
ENSG00000136068	O75369	Supported	Golgi apparatus,Plasma membrane,Actin filaments,Cytosol
ENSG00000128591	Q14315	Supported	Plasma membrane,Cytosol
ENSG00000137312	O75955	Approved	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000132589	Q14254	Supported	Vesicles,Plasma membrane
ENSG00000125848	Q9NZU0	Supported	Plasma membrane,Cell Junctions,Cytosol
ENSG00000102755	P17948	Supported	Plasma membrane,Actin filaments
ENSG00000122025	P36888	Approved	Endoplasmic reticulum
ENSG00000037280	P35916	Supported	Nuclear speckles,Plasma membrane,Cell Junctions
ENSG00000162769	Q9Y5Y0	Approved	Cell Junctions
ENSG00000059122	Q4VC44	Enhanced	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000162076	Q96CP2	Approved	Nucleoplasm
ENSG00000164898	Q96HJ9	Approved	Mitochondria
ENSG00000269955		Approved	Nucleoplasm
ENSG00000248905	Q68DA7	Supported	Nucleoplasm,Cytosol
ENSG00000155816	Q9NZ56	Approved	Plasma membrane,Actin filaments
ENSG00000184922	O95466	Approved	Cytosol
ENSG00000157827	Q96PY5	Approved	Golgi apparatus,Plasma membrane,Cytosol
ENSG00000161791	Q8IVF7	Supported	Golgi apparatus,Vesicles,Plasma membrane,Cytosol
