# Date: 2019-03-08
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	notes
DM_retn[n]	retinoate[n] => retinoate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_sTn_antigen_g_	sialyl-Tn antigen[g] => sialyl-Tn antigen[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_sph1p[n]	sphinganine-1-phosphate[n] => sphinganine-1-phosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_sphs1p[n]	sphingosine-1-phosphate[n] => sphingosine-1-phosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_sprm_c_	spermine[c] => spermine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_srtn[c]	serotonin[c] => serotonin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_taur[c]	taurine[c] => taurine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_tca3s[c]	Taurocholic acid 3-sulfate[c] => Taurocholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_tcdca3s[c]	Taurochenodeoxycholic acid 3-sulfate[c] => Taurochenodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_tdca3s[c]	Taurodeoxycholic acid 3-sulfate[c] => Taurodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_thf[n]	THF[n] => THF[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_thm[m]	thiamin[m] => thiamin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_thyochol[c]	Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[c] => Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ts3[c]	tachysterol 3[c] => tachysterol 3[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_tudca3s[c]	Tauroursodeoxycholic acid 3-sulfate[c] => Tauroursodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_tym[c]	tyramine[c] => tyramine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_uchol[c]	Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[c] => Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_udca3s[c]	Ursodeoxycholic acid 3-sulfate[c] => Ursodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_yvite_c_	gamma-tocopherol[c] => gamma-tocopherol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_11_cis_retfa[c]	fatty acid-retinol pool[c] => fatty acid-retinol pool[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_25hvitd2[c]	25-hydroxyvitamin D2[c] => 25-hydroxyvitamin D2[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_34dhpac[c]	3,4-dihydroxyphenylacetaldehyde[c] => 3,4-dihydroxyphenylacetaldehyde[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_4abut[l]	4-aminobutyrate[l] => 4-aminobutyrate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_5hpet[c]	5(S)-HPETE[c] => 5(S)-HPETE[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_7klitchol[c]	7-Ketolithocholate[c] => 7-Ketolithocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_9_cis_retfa[c]	Fatty Acid 9-Cis-Retinol[c] => Fatty Acid 9-Cis-Retinol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_C02528[c]	Chenodeoxycholate[c] => Chenodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_CE1273[c]	5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[c] => 5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02191[c]	lithocholate[c] => lithocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02192[c]	taurolithocholate[c] => taurolithocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02193[c]	glycolithocholate[c] => glycolithocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02194[c]	ursodeoxycholate[c] => ursodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02195[c]	tauroursodeoxycholate[c] => tauroursodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02196[c]	glycoursodeoxycholate[c] => glycoursodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02197[c]	sulfoglycolithocholate[c] => sulfoglycolithocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02198[c]	sulfotaurolithocholate[c] => sulfotaurolithocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_HC02220[c]	sulfochenodeoxycholate[c] => sulfochenodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_Ser_Gly_Ala_X_Gly[r]	[protein]-L-serine[r] => [protein]-L-serine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_Tyr_ggn[c]	Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)[c] => Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_ala_L[c]	alanine[c] => alanine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_arg_L[c]	arginine[c] => arginine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_asn_L[c]	asparagine[c] => asparagine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_asp_L[c]	aspartate[c] => aspartate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_avite1[c]	alpha-tocopherol[c] => alpha-tocopherol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_band[c]	Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)[c] => Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_btn[c]	biotin[c] => biotin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_c101coa[c]	Decenoyl Coenzyme A[c] => Decenoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_c226coa[c]	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] => (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_c81coa[c]	Octenoyl Coenzyme A[c] => Octenoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_chol[c]	choline[c] => choline[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_cholate[c]	cholate[c] => cholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_citr[c]	citrulline[c] => citrulline[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_coa[c]	CoA[c] => CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_crvnc[c]	DHA[c] => DHA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_cys_L[c]	cysteine[c] => cysteine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_dchac[c]	3alpha,12alpha-dihydroxy-5beta-cholanate[c] => 3alpha,12alpha-dihydroxy-5beta-cholanate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_dd2coa[c]	(2E)-dodecenoyl-CoA[c] => (2E)-dodecenoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_decdicoa[c]	Decadienoyl Coenzyme A[c] => Decadienoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_dgchol[c]	glycochenodeoxycholate[c] => glycochenodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_dhcholestanate[c]	3alpha,7alpha-dihydroxy-5beta-cholestanate[c] => 3alpha,7alpha-dihydroxy-5beta-cholestanate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_doco13ecoa[c]	13-Docosenoyl Coenzyme A[c] => 13-Docosenoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_fad[c]	FAD[c] => FAD[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_fe3[c]	Fe3+[c] => Fe3+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_gchola[c]	glycocholate[c] => glycocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_glgchlo[c]	Beta Glucan-Glycocholate Complex[c] => Beta Glucan-Glycocholate Complex[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_gln_L[c]	glutamine[c] => glutamine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_glu_L[c]	glutamate[c] => glutamate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_gly[c]	glycine[c] => glycine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_glygn2[c]	glycogenin G4G7[c] => glycogenin G4G7[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_hdca[c]	palmitate[c] => palmitate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_his_L[c]	histidine[c] => histidine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_ile_L[c]	isoleucine[c] => isoleucine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_leu_L[c]	leucine[c] => leucine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_lnlc[c]	linoleate[c] => linoleate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_lnlccoa[c]	linoleoyl-CoA[c] => linoleoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_lnlncacoa[c]	linolenoyl-CoA[c] => linolenoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_lnlncgcoa[c]	gamma-linolenoyl-CoA[c] => gamma-linolenoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_lys_L[c]	lysine[c] => lysine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_met_L[c]	methionine[c] => methionine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_nad[c]	NAD+[c] => NAD+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_nadp[c]	NADP+[c] => NADP+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_octdececoa[c]	Octadecenoyl Coenzyme A[c] => Octadecenoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_odecoa[c]	oleoyl-CoA[c] => oleoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_phe_L[c]	phenylalanine[c] => phenylalanine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_phyQ[c]	phylloquinone[c] => phylloquinone[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_pmtcoa[c]	palmitoyl-CoA[c] => palmitoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_pre_prot[r]	glycophosphatidylinositol-(GPI)-anchored-protein-precursor[r] => glycophosphatidylinositol-(GPI)-anchored-protein-precursor[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_pro_L[c]	proline[c] => proline[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_pydam[c]	pyridoxamine[c] => pyridoxamine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_pydx[c]	pyridoxal[c] => pyridoxal[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_pydxn[c]	pyridoxine[c] => pyridoxine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_retfa[c]	Fatty Acid Retinol[c] => Fatty Acid Retinol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_retinol[c]	retinol[c] => retinol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_ser_L[c]	serine[c] => serine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_stcoa[c]	stearoyl-CoA[c] => stearoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tag_hs[c]	TAG-VLDL pool[c] => TAG-VLDL pool[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tchola[c]	taurocholate[c] => taurocholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tdchola[c]	taurochenodeoxycholate[c] => taurochenodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tdechola[c]	taurodeoxycholate[c] => taurodeoxycholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tetdec2coa[c]	Tetradecadienoyl Coenzyme A[c] => Tetradecadienoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tetdece1coa[c]	Tetradecenoyl Coenzyme A[c] => Tetradecenoyl Coenzyme A[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_thcholstoic[c]	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_thf[c]	THF[c] => THF[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_thmpp[c]	thiamin-PP[c] => thiamin-PP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_thmtp[c]	thiamin-PPP[c] => thiamin-PPP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_thr_L[c]	threonine[c] => threonine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tmndnc[c]	EPA[c] => EPA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tmndnccoa[c]	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] => (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_trp_L[c]	tryptophan[c] => tryptophan[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_tyr_L[c]	tyrosine[c] => tyrosine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_val_L[c]	valine[c] => valine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_vitd3[c]	vitamin D3[c] => vitamin D3[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_xol7ah3[c]	5beta-cholestane-3alpha,7alpha,26-triol[c] => 5beta-cholestane-3alpha,7alpha,26-triol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_xol7aone[c]	7alpha-hydroxycholest-4-en-3-one[c] => 7alpha-hydroxycholest-4-en-3-one[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
sink_xoldiolone[c]	7alpha,12alpha-dihydroxycholest-4-en-3-one[c] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
