# Date: 2019-03-08
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	notes
DM_Ser_Gly_Ala_X_Gly_ly_	[protein]-L-serine[l] => [protein]-L-serine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_Ser_Thr_ly_	Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[l] => Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_T_antigen_g_	T-antigen[g] => T-antigen[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ach[c]	acetylcholine[c] => acetylcholine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_adprbp[c]	ADP-ribose-2-phosphate[c] => ADP-ribose-2-phosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_adrnl[c]	adrenaline[c] => adrenaline[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_akg[c]	AKG[c] => AKG[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_anth	anthranilate[c] => anthranilate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ascb_L[c]	ascorbate[c] => ascorbate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_avite2_c_	alpha-tocotrienol[c] => alpha-tocotrienol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_bandmt[c]	Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)[c] => Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_btn[m]	biotin[m] => biotin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_btn[n]	biotin[n] => biotin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_bvite_c_	Beta-Tocopherol[c] => Beta-Tocopherol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ca24g[c]	Cholic acid-24glucuronide, CA-24G[c] => Cholic acid-24glucuronide, CA-24G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ca3s[c]	Cholic acid 3-sulfate[c] => Cholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_cbl1[m]	cob(I)alamin[m] => cob(I)alamin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_cbl2[m]	cob(II)alamin[m] => cob(II)alamin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_cdca24g[c]	Chenodeoxycholic acid-24glucuronide, CDCA-24G[c] => Chenodeoxycholic acid-24glucuronide, CDCA-24G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_cdca3g[c]	Chenodeoxycholic acid-3glucuronide, CDCA-3G[c] => Chenodeoxycholic acid-3glucuronide, CDCA-3G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_chylo_hs[e]	Chylomicron Lipoprotein[s] => Chylomicron Lipoprotein[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_coprost[c]	Coprostanol[c] => Coprostanol[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_core5_g_	core 5[g] => core 5[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_core7_g_	core 7[g] => core 7[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_core8_g_	core 8[g] => core 8[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_datp_m_	dATP[m] => dATP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_datp_n_	dATP[n] => dATP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dca24g[c]	Deoxycholic acid-24glucuronide, CDA-24G[c] => Deoxycholic acid-24glucuronide, CDA-24G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dca3g[c]	Deoxycholic acid-3glucuronide, CDA-3G[c] => Deoxycholic acid-3glucuronide, CDA-3G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dca3s[c]	Deoxycholic acid 3-sulfate[c] => Deoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dctp_m_	dCTP[m] => dCTP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dctp_n_	dCTP[n] => dCTP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dem2emgacpail_prot_hs_r_	dem2emgacpail_prot heparan sulfate[r] => dem2emgacpail_prot heparan sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dgpi_prot_hs_r_	dgpi_prot heparan sulfate[r] => dgpi_prot heparan sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dgtp_m_	dGTP[m] => dGTP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dgtp_n_	dGTP[n] => dGTP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dna5mtc[c]	DNA-5-methylcytosine[c] => DNA-5-methylcytosine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dopa[c]	dopamine[c] => dopamine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dsT_antigen_g_	disialyl-T antigen[g] => disialyl-T antigen[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dttp_m_	dTTP[m] => dTTP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_dttp_n_	dTTP[n] => dTTP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ethamp_r_	ethanolamine-phosphate[r] => ethanolamine-phosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_fol	folate[c] => folate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_for[c]	formate[c] => formate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_galam[c]	D-Galactosamine[c] => D-Galactosamine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gca3s[c]	Glycocholic acid 3-sulfate[c] => Glycocholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gcdca3s[c]	Glycochenodeoxycholic acid 3-sulfate[c] => Glycochenodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gd3_hs[g]	GD3[g] => GD3[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gd3_hs[l]	GD3[l] => GD3[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gd3_hs[m]	GD3[m] => GD3[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gda1_hs[n]	Gda1 Hs[n] => Gda1 Hs[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gdca3s[c]	Glycodeoxycholic acid 3-sulfate[c] => Glycodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gm1_hs[n]	Ganglioside Gm1[n] => Ganglioside Gm1[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gncore2_g_	glcnac-alpha-1,4-core 2[g] => glcnac-alpha-1,4-core 2[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gpi_sig_er_	gpi_sig[r] => gpi_sig[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_gudca3s[c]	Glycoursodeoxycholic acid 3-sulfate[c] => Glycoursodeoxycholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hca24g[c]	Hyocholic acid-24glucuronide, HCA-24G[c] => Hyocholic acid-24glucuronide, HCA-24G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hca6g[c]	Hyocholic acid-6glucuronide, HCA-6G[c] => Hyocholic acid-6glucuronide, HCA-6G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hdca24g[c]	Hyodeoxycholic acid-24glucuronide, HDCA-24G[c] => Hyodeoxycholic acid-24glucuronide, HDCA-24G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hdca6g[c]	Hyodeoxycholic acid-6glucuronide, HDCA-6G[c] => Hyodeoxycholic acid-6glucuronide, HDCA-6G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hhxdcal[c]	2-Hydroxyhexadecanal[c] => 2-Hydroxyhexadecanal[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hista[c]	histamine[c] => histamine[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hretn_n_	4-hydroxyretinoic acid[n] => 4-hydroxyretinoic acid[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_hyochol[c]	Hyocholic acid; gamma-Muricholate[c] => Hyocholic acid; gamma-Muricholate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_icdchol[c]	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c] => Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ind56qn[c]	Indole-5,6-Quinone[c] => Indole-5,6-Quinone[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_isochol[c]	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[c] => Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_itp[n]	ITP[n] => ITP[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_k[g]	K+[g] => K+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_kdn_c_	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[c] => 3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_kynate[c]	4-hydroxy-2-quinolinecarboxylic acid[c] => 4-hydroxy-2-quinolinecarboxylic acid[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_lca24g[c]	Lithocholic acid-24glucuronide, CDCA-24G[c] => Lithocholic acid-24glucuronide, CDCA-24G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_lca3g[c]	Lithocholic acid-3glucuronide, CDCA-3G[c] => Lithocholic acid-3glucuronide, CDCA-3G[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_lca3s[c]	Lithocholic acid 3-sulfate[c] => Lithocholic acid 3-sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_m_em_3gacpail_prot_hs_r_	m3gacpail_prot heparan sulfate[r] => m3gacpail_prot heparan sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_melanin_c_	Melanin[c] => Melanin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mem2emgacpail_prot_hs_r_	mem2emgacpail_prot heparan sulfate[r] => mem2emgacpail_prot heparan sulfate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mi1345p[c]	1D-myo-inositol-1,3,4,5-tetrakisphosphate[c] => 1D-myo-inositol-1,3,4,5-tetrakisphosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mi134p[c]	1D-myo-inositol-1,3,4-trisphosphate[c] => 1D-myo-inositol-1,3,4-trisphosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mi145p[c]	D-myo-inositol-1,4,5-trisphosphate[c] => D-myo-inositol-1,4,5-trisphosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mi14p[c]	1D-myo-inositol-1,4-bisphosphate[c] => 1D-myo-inositol-1,4-bisphosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mqn10[c]	Menaquinone-10[c] => Menaquinone-10[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mqn11[c]	Menaquinone-11[c] => Menaquinone-11[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mqn7[c]	Menaquinone-7[c] => Menaquinone-7[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mqn8[c]	Menaquinone-8[c] => Menaquinone-8[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_mqn9[c]	Menaquinone-9[c] => Menaquinone-9[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_myelin_hs[c]	Myelin Sheath[c] => Myelin Sheath[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_n5m2masn_g_	n5m2masn[g] => n5m2masn[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_na1[c]	Na+[c] => Na+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_na1[g]	Na+[g] => Na+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_na1[r]	Na+[r] => Na+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_na1[x]	Na+[p] => Na+[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_ncam	nicotinamide[c] => nicotinamide[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_neuromelanin[c]	Neuromelanin[c] => Neuromelanin[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_no2[c]	nitrite[c] => nitrite[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_nrpphr[c]	noradrenaline[c] => noradrenaline[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_oretn_n_	4-oxo-13-cis-retinoate[n] => 4-oxo-13-cis-retinoate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pail35p_hs[n]	phosphatidylinositol-3,5-bisphosphate[n] => phosphatidylinositol-3,5-bisphosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pchol_hs[c]	PC-LD pool[c] => PC-LD pool[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pcreat[c]	creatine-phosphate[c] => creatine-phosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pe_hs[c]	PE-LD pool[c] => PE-LD pool[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pe_hs[r]	PE-LD pool[r] => PE-LD pool[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_phsph1p[c]	Phytosphingosine-1-Phosphate[c] => Phytosphingosine-1-Phosphate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pmtcoa[r]	palmitoyl-CoA[r] => palmitoyl-CoA[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
DM_pnto_R	pantothenate[c] => pantothenate[x]	(DELETED)	0.000000	0.000000	0.000000	0.000000	Sink/Demand reaction removed because it is artificial and unnecessary.
