reaction_id	reaction_equation	dead_end_test	duplicate_test_exact	duplicate_test_directions	duplicate_test_coefficients	duplicate_test_redox
MAR09482	MAM02040c + MAM02318c --> MAM02316c + MAM02360c	MAM02316c;MAM02318c	ok	ok	ok	N/A
MAR09484	MAM02040c + MAM02671c --> MAM02016c + MAM02034c + 2 MAM02039c	MAM02671c	ok	ok	ok	N/A
MAR09485	MAM01437c + MAM02040c --> MAM01436c + MAM02527c	MAM01436c;MAM01437c	ok	ok	ok	N/A
MAR09487	MAM00136c + MAM02552c <=> MAM00137c + MAM02039c + MAM02583c	MAM00136c;MAM00137c	ok	ok	ok	N/A
MAR09490	MAM02040c + MAM03104c --> MAM02039c + MAM02988c + MAM03105c	MAM02988c;MAM03104c;MAM03105c	ok	ok	ok	N/A
MAR09491	MAM00204c + MAM01371c + MAM03105c --> MAM00214c + MAM01334c + MAM02759c	MAM00214c;MAM03105c	ok	ok	ok	N/A
MAR09492	MAM02709c <=> MAM02710c	MAM02709c;MAM02710c	ok	ok	ok	N/A
MAR09495	MAM01597c + MAM02039c + MAM02128c <=> MAM01261c + MAM02127c	MAM02127c;MAM02128c	ok	ok	ok	N/A
MAR09496	MAM00201c + MAM01310c --> MAM00207c + MAM02579c	MAM00201c;MAM00207c;MAM01310c	ok	ok	ok	N/A
MAR09497	MAM01360c + MAM02040c --> MAM01285c + MAM01334c + 2 MAM02039c	MAM01360c	ok	ok	ok	N/A
MAR09498	MAM00200c + MAM01719c --> MAM00216c + MAM01720c	MAM00200c;MAM00216c;MAM01719c;MAM01720c	ok	ok	ok	N/A
MAR09499	MAM02040c + MAM02918c --> MAM00200c + MAM02039c + MAM02674c	MAM00200c;MAM02918c	ok	ok	ok	N/A
MAR09500	MAM00203c + MAM02039c + MAM02871c <=> MAM00202c + MAM02877c	MAM00202c;MAM00203c	ok	ok	ok	N/A
MAR09502	MAM02040c + MAM02669c --> MAM01985c + MAM02039c + MAM02668c	MAM01985c;MAM02668c;MAM02669c	ok	ok	ok	N/A
MAR09503	MAM01371c + MAM02840c --> MAM01285c + MAM02743c	MAM02743c;MAM02840c	ok	ok	ok	N/A
MAR09504	MAM01166c + MAM02039c + MAM02871c <=> MAM02877c + MAM02989c	MAM01166c;MAM02989c	ok	ok	ok	N/A
MAR09505	MAM01285c + MAM01317c + MAM02039c + MAM02751c <=> MAM01371c + MAM01676c + MAM03101c	MAM01317c;MAM01676c	ok	ok	ok	N/A
MAR09506	MAM00915c + MAM02040c --> MAM02751c + MAM02755c	MAM00915c;MAM02755c	ok	ok	ok	N/A
MAR09507	MAM01129c + MAM02040c --> MAM02751c + MAM02755c	MAM01129c;MAM02755c	ok	ok	ok	N/A
MAR09508	MAM00096c + MAM02034c --> MAM01864c + MAM02759c	MAM00096c;MAM01864c	ok	ok	ok	N/A
MAR09509	MAM01864c + MAM02877c <=> MAM02438c + MAM02871c	MAM01864c;MAM02438c	ok	ok	ok	N/A
MAR09510	MAM02039c + MAM02437c + MAM02871c <=> MAM02438c + MAM02877c	MAM02437c;MAM02438c	ok	ok	ok	N/A
MAR09511	MAM02039c + MAM02436c + MAM02871c <=> MAM02435c + MAM02877c	MAM02435c;MAM02436c	ok	ok	ok	N/A
MAR09512	MAM01597c + MAM02627c <=> MAM02005c + MAM02495c	MAM02005c;MAM02627c	ok	ok	ok	N/A
MAR09513	MAM02040c + MAM02577c --> MAM01588c + MAM01707c	MAM01707c;MAM02577c	ok	ok	ok	N/A
MAR09514	MAM02555c + MAM02630c + MAM03053c --> MAM02040c + MAM02554c + MAM03054c	MAM03053c;MAM03054c	ok	ok	ok	N/A
MAR09515	MAM02040c + MAM02545c --> MAM01252c + MAM02543c	MAM02545c	ok	ok	ok	N/A
MAR09518	MAM02037c + MAM03086c <=> MAM02820c + MAM03084c	MAM02820c;MAM03084c;MAM03086c	ok	ok	ok	N/A
MAR09519	MAM02039c + MAM02871c + MAM03061c <=> MAM02877c + MAM03084c	MAM03061c;MAM03084c	ok	ok	ok	N/A
MAR09520	MAM02871c + MAM03062c <=> MAM02877c + MAM03084c	MAM03062c;MAM03084c	ok	ok	ok	N/A
MAR09521	MAM02039c + MAM02871c + MAM03059c <=> MAM02877c + MAM03058c	MAM03058c;MAM03059c	ok	ok	ok	N/A
MAR09522	MAM02040c + MAM02626c --> MAM02625c + MAM03083c	MAM02625c;MAM02626c;MAM03083c	ok	ok	ok	N/A
MAR09523	MAM01706c + MAM03083c --> MAM02759c + MAM03060c	MAM03060c;MAM03083c	ok	ok	ok	N/A
MAR09524	MAM03085c <=> MAM03087c	MAM03085c;MAM03087c	ok	ok	ok	N/A
MAR09525	MAM01367c + MAM02877c <=> MAM02039c + MAM02474c + MAM02871c	MAM01367c;MAM02474c	ok	ok	ok	N/A
MAR09527	MAM01251c + MAM01597c <=> MAM01261c + MAM01341c	MAM01251c;MAM01341c	ok	ok	ok	N/A
MAR09528	MAM00187c + MAM01371c + MAM02039c --> MAM01285c + MAM02737c	MAM00187c;MAM02737c	ok	ok	ok	N/A
MAR09529	MAM02040c + MAM02542c --> MAM01307c + MAM02541c	MAM02541c;MAM02542c	ok	ok	ok	N/A
MAR09530	MAM02040c + MAM02513c --> MAM01370c + MAM02039c + MAM02521c	MAM02513c;MAM02521c	ok	ok	ok	N/A
MAR09531	MAM01018c + MAM02040c --> MAM02521c + MAM02702c	MAM01018c;MAM02521c;MAM02702c	ok	ok	ok	N/A
MAR09532	MAM01306c + MAM02630c + MAM02702c --> MAM01596c + MAM02701c + MAM02943c	MAM02701c;MAM02702c	ok	ok	ok	N/A
MAR09534	MAM00155c + MAM02040c --> MAM02039c + MAM02169c + MAM02578c	MAM00155c	ok	ok	ok	N/A
MAR09535	MAM00823c + MAM01285c <=> MAM00822c + MAM01371c + MAM02039c	MAM00822c;MAM00823c	ok	ok	ok	N/A
MAR09536	MAM02040c + MAM02911c --> MAM01983c + MAM02039c + MAM02173c	MAM02911c	ok	ok	ok	N/A
MAR09537	MAM02040c + MAM02911c --> MAM02039c + MAM02171c + MAM02914c	MAM02911c	ok	ok	ok	N/A
MAR09538	MAM02039c + MAM02553c + MAM03145c <=> MAM02552c + MAM02829c	MAM02829c;MAM03145c	ok	ok	ok	N/A
MAR09539	MAM02040c + MAM02664c + MAM03145c --> MAM01713c + MAM03144c	MAM01713c;MAM02664c;MAM03144c;MAM03145c	ok	ok	ok	N/A
MAR09540	MAM01713c + MAM02889c --> MAM01307c + MAM02039c + MAM02664c + MAM02886c	MAM01713c;MAM02664c	ok	ok	ok	N/A
MAR09541	MAM02039c + MAM02339c + MAM03064c <=> MAM00196c + MAM02340c	MAM02339c	ok	ok	ok	N/A
MAR09542	MAM01655c + MAM02040c + MAM02706c <=> MAM01368c + MAM02630c + MAM02707c	MAM02706c;MAM02707c	ok	ok	ok	N/A
MAR09543	MAM02375c --> MAM01128c + MAM02578c	MAM01128c;MAM02375c	ok	ok	ok	N/A
MAR09544	MAM02040c + MAM02666c + MAM02704c <=> MAM02703c + MAM02990c	MAM02703c;MAM02704c	ok	ok	ok	N/A
MAR09545	MAM02040c + MAM02630c + MAM02708c --> MAM02041c + MAM02579c + MAM02705c	MAM02705c;MAM02708c	ok	ok	ok	N/A
MAR09546	MAM01371c + MAM02848c --> MAM01334c + MAM02759c + MAM02849c	MAM02848c;MAM02849c	ok	ok	ok	N/A
MAR09547	MAM02427c + MAM03111c <=> MAM02428c + MAM03114c	MAM02427c;MAM02428c	ok	ok	ok	N/A
MAR09548	MAM02002c + MAM02040c <=> MAM02003c + MAM02527c	MAM02002c;MAM02003c	ok	ok	ok	N/A
MAR09549	MAM02039c + MAM02700c + MAM02871c <=> MAM02699c + MAM02877c	MAM02699c;MAM02700c	ok	ok	ok	N/A
MAR09550	2 MAM00188c + MAM02555c + 2 MAM02877c <=> 2 MAM00189c + MAM02039c + MAM02554c + 2 MAM02871c	MAM00188c;MAM00189c	ok	ok	ok	N/A
MAR09551	MAM01838c + MAM02040c --> MAM01833c + MAM02039c + MAM02472c	MAM01838c;MAM02472c	ok	ok	ok	N/A
MAR09552	MAM01710c + MAM02040c --> MAM02039c + MAM02493c + MAM02751c	MAM01710c;MAM02493c	ok	ok	ok	N/A
MAR09553	MAM01306c + MAM02630c + MAM02768c --> MAM01596c + MAM02767c + MAM02943c	MAM02767c;MAM02768c	ok	ok	ok	N/A
MAR09554	MAM00683c + 2 MAM02040c --> MAM00774c + 2 MAM02039c + 2 MAM10005c	MAM00683c;MAM00774c	ok	ok	ok	N/A
MAR09555	MAM01581c + MAM02040c --> MAM01578c + MAM01965c + MAM02039c	MAM01578c;MAM01581c	ok	ok	ok	N/A
MAR09557	MAM02039m + MAM02537m + MAM02555m --> MAM02535m + MAM02554m + MAM02751m	MAM02535m;MAM02537m	ok	ok	ok	N/A
MAR09558	MAM00675c + MAM02040c --> MAM01998c + MAM02751c	MAM00675c	ok	ok	ok	N/A
MAR09559	MAM01623c + MAM02039c + MAM02628c --> MAM01594c + MAM02759c	MAM01594c;MAM02628c	ok	ok	ok	N/A
MAR09560	MAM00632c + MAM01623c + MAM02039c --> MAM01591c + MAM02759c	MAM00632c;MAM01591c	ok	ok	ok	N/A
MAR09562	MAM02602c + MAM02630c --> MAM00537c + MAM02039c + MAM02041c + MAM02578c	MAM00537c;MAM02602c	ok	ok	ok	N/A
MAR09563	MAM02040c + MAM02552c + MAM02713c --> 2 MAM02039c + MAM02553c + MAM02711c	MAM02711c;MAM02713c	ok	ok	ok	N/A
MAR09564	MAM02040m + MAM02552m + MAM02713m --> 2 MAM02039m + MAM02553m + MAM02711m	MAM02711m;MAM02713m	ok	ok	ok	N/A
MAR09565	MAM02040m + MAM03031m --> MAM00773m	MAM00773m;MAM03031m	ok	ok	ok	N/A
MAR09566	MAM02040x + MAM03031x --> MAM00773x	MAM00773x;MAM03031x	ok	ok	ok	N/A
MAR09567	MAM01579m + MAM02040m --> MAM00773m	MAM00773m;MAM01579m	ok	ok	ok	N/A
MAR09568	MAM01579x + MAM02040x --> MAM00773x	MAM00773x;MAM01579x	ok	ok	ok	N/A
MAR09570	MAM02040c + MAM02670c --> MAM01334c + MAM01371c + 2 MAM02039c	MAM02670c	ok	ok	ok	N/A
MAR09573	MAM00994c + MAM03109c --> MAM02039c + MAM02825c + MAM03106c	MAM00994c;MAM02825c	ok	ok	ok	N/A
MAR09574	MAM00994r + MAM03109r --> MAM02039r + MAM02825r + MAM03106r	MAM00994r;MAM02825r	ok	ok	ok	N/A
MAR09575	MAM01114c + MAM02890c --> MAM02891c + MAM02979c	MAM01114c;MAM02890c;MAM02979c	ok	ok	ok	N/A
MAR09580	MAM01413c + 4 MAM02382e --> MAM01413e + 4 MAM02382c	MAM02382c;MAM02382e	ok	ok	ok	N/A
MAR09585	MAM02039c + MAM02821e --> MAM02039e + MAM02821c	MAM02821c;MAM02821e	ok	ok	ok	N/A
MAR09586	MAM02482e --> MAM02482c	MAM02482c;MAM02482e	ok	ok	ok	N/A
MAR09587	MAM01624e --> MAM01624c	MAM01624c;MAM01624e	ok	ok	ok	N/A
MAR09588	MAM01306c + MAM01571e --> MAM01306e + MAM01571c	MAM01571c;MAM01571e	ok	ok	ok	N/A
MAR09806	2 MAM02026c + MAM03169c --> MAM02027c + MAM03170c	MAM03169c;MAM03170c	ok	ok	ok	N/A
MAR00545	0.0001 MAM00004c + 0.0001 MAM00006c + 0.0001 MAM00007c + 0.0001 MAM00009c + 0.0001 MAM00012c + 0.0001 MAM00016c + 0.0001 MAM00018c + 0.0001 MAM00020c + 0.0001 MAM00023c + 0.0001 MAM00025c + 0.0008 MAM00093c + 0.0268 MAM00095c + 0.0001 MAM00101c + 0.0068 MAM00103c + 0.0001 MAM00106c + 0.0024 MAM00108c + 0.0001 MAM00110c + 0.0001 MAM00113c + 0.0001 MAM00116c + 0.0001 MAM00118c + 0.0008 MAM00119c + 0.0053 MAM00121c + 0.0001 MAM00123c + 0.0001 MAM00125c + 0.0001 MAM00127c + 0.0001 MAM00129c + 0.0001 MAM00131c + 0.0001 MAM00134c + 0.0001 MAM00262c + 0.0001 MAM00264c + 0.0001 MAM00317c + 0.0001 MAM00343c + 0.0001 MAM01141c + 0.0288 MAM01191c + 0.0001 MAM01236c + 0.0001 MAM01237c + 0.0544 MAM01364c + 0.0241 MAM01586c + 0.0091 MAM01697c + 0.0001 MAM01725c + 0.0001 MAM01773c + 0.0048 MAM01934c + 0.0001 MAM02052c + 0.0001 MAM02101c + 0.0001 MAM02110c + 0.0001 MAM02112c + 0.0001 MAM02345c + 0.0031 MAM02390c + 0.16 MAM02391c + 0.0174 MAM02495c + 0.0001 MAM02612c + 0.2632 MAM02647c + 0.0001 MAM02677c + 0.27 MAM02678c + 0.0001 MAM02689c + 0.118 MAM02941c + 0.0001 MAM02971c + 0.0001 MAM03047c + 0.0001 MAM03050c --> MAM01270c	MAM01270c	ok	ok	ok	N/A
MAR00546	0.0001 MAM00004c + 0.0001 MAM00006c + 0.0001 MAM00007c + 0.0001 MAM00009c + 0.0001 MAM00012c + 0.0001 MAM00016c + 0.0001 MAM00018c + 0.0001 MAM00020c + 0.0001 MAM00023c + 0.0001 MAM00025c + 0.0016 MAM00093c + 0.0081 MAM00095c + 0.0001 MAM00101c + 0.0003 MAM00103c + 0.0001 MAM00106c + 0.0025 MAM00108c + 0.0001 MAM00110c + 0.0001 MAM00113c + 0.0001 MAM00116c + 0.0001 MAM00118c + 0.0032 MAM00119c + 0.0018 MAM00121c + 0.0001 MAM00123c + 0.0001 MAM00125c + 0.0001 MAM00127c + 0.0001 MAM00129c + 0.0001 MAM00131c + 0.0001 MAM00134c + 0.0001 MAM00262c + 0.0001 MAM00264c + 0.0001 MAM00317c + 0.0001 MAM00343c + 0.0001 MAM01141c + 0.0229 MAM01191c + 0.0001 MAM01236c + 0.0001 MAM01237c + 0.0521 MAM01364c + 0.0217 MAM01586c + 0.0023 MAM01697c + 0.0001 MAM01725c + 0.0001 MAM01773c + 0.003 MAM01934c + 0.0001 MAM02052c + 0.0001 MAM02101c + 0.0001 MAM02110c + 0.0001 MAM02112c + 0.0001 MAM02345c + 0.0119 MAM02390c + 0.281 MAM02391c + 0.0024 MAM02495c + 0.0001 MAM02612c + 0.4226 MAM02647c + 0.0001 MAM02677c + 0.12 MAM02678c + 0.0001 MAM02689c + 0.0384 MAM02941c + 0.0001 MAM02971c + 0.0001 MAM03047c + 0.0001 MAM03050c --> MAM01276c	MAM01276c	ok	ok	ok	N/A
MAR00547	0.0001 MAM00004c + 0.0001 MAM00006c + 0.0001 MAM00007c + 0.0001 MAM00009c + 0.0001 MAM00012c + 0.0001 MAM00016c + 0.0001 MAM00018c + 0.0001 MAM00020c + 0.0001 MAM00023c + 0.0001 MAM00025c + 0.0011 MAM00093c + 0.0221 MAM00095c + 0.0001 MAM00101c + 0.0035 MAM00103c + 0.0001 MAM00106c + 0.0026 MAM00108c + 0.0001 MAM00110c + 0.0001 MAM00113c + 0.0001 MAM00116c + 0.0001 MAM00118c + 0.0022 MAM00119c + 0.0038 MAM00121c + 0.0001 MAM00123c + 0.0001 MAM00125c + 0.0001 MAM00127c + 0.0001 MAM00129c + 0.0001 MAM00131c + 0.0001 MAM00134c + 0.0001 MAM00262c + 0.0001 MAM00264c + 0.0001 MAM00317c + 0.0001 MAM00343c + 0.0001 MAM01141c + 0.014 MAM01191c + 0.0001 MAM01236c + 0.0001 MAM01237c + 0.0264 MAM01364c + 0.0194 MAM01586c + 0.0141 MAM01697c + 0.0001 MAM01725c + 0.0001 MAM01773c + 0.0081 MAM01934c + 0.0001 MAM02052c + 0.0001 MAM02101c + 0.0001 MAM02110c + 0.0001 MAM02112c + 0.0001 MAM02345c + 0.0023 MAM02390c + 0.278 MAM02391c + 0.003 MAM02495c + 0.0001 MAM02612c + 0.4519 MAM02647c + 0.0001 MAM02677c + 0.0849 MAM02678c + 0.0001 MAM02689c + 0.0584 MAM02941c + 0.0001 MAM02971c + 0.0001 MAM03047c + 0.0001 MAM03050c --> MAM01277c	MAM01277c	ok	ok	ok	N/A
MAR00548	0.0005 MAM00004c + 0.0005 MAM00006c + 0.0005 MAM00007c + 0.0005 MAM00009c + 0.0005 MAM00012c + 0.0005 MAM00016c + 0.0005 MAM00018c + 0.0005 MAM00020c + 0.0005 MAM00023c + 0.0005 MAM00025c + 0.0039 MAM00093c + 0.0252 MAM00095c + 0.0005 MAM00101c + 0.0109 MAM00103c + 0.0005 MAM00106c + 0.0026 MAM00108c + 0.0005 MAM00110c + 0.0005 MAM00113c + 0.0005 MAM00116c + 0.0005 MAM00118c + 0.0011 MAM00119c + 0.0056 MAM00121c + 0.0005 MAM00123c + 0.0178 MAM00125c + 0.0005 MAM00127c + 0.0005 MAM00129c + 0.0005 MAM00131c + 0.0005 MAM00134c + 0.0005 MAM00262c + 0.0005 MAM00264c + 0.0005 MAM00317c + 0.0005 MAM00343c + 0.0005 MAM01141c + 0.0105 MAM01191c + 0.0005 MAM01236c + 0.0005 MAM01237c + 0.0709 MAM01364c + 0.0271 MAM01586c + 0.0228 MAM01697c + 0.0005 MAM01725c + 0.0005 MAM01773c + 0.0036 MAM01934c + 0.0005 MAM02052c + 0.0005 MAM02101c + 0.0005 MAM02110c + 0.0005 MAM02112c + 0.0005 MAM02345c + 0.0047 MAM02390c + 0.2479 MAM02391c + 0.0054 MAM02495c + 0.0005 MAM02612c + 0.1143 MAM02647c + 0.0005 MAM02677c + 0.2781 MAM02678c + 0.0005 MAM02689c + 0.1271 MAM02941c + 0.0005 MAM02971c + 0.0005 MAM03047c + 0.0005 MAM03050c --> MAM01271c	MAM01271c	ok	ok	ok	N/A
MAR00549	0.0005 MAM00004c + 0.0005 MAM00006c + 0.0005 MAM00007c + 0.0005 MAM00009c + 0.0005 MAM00012c + 0.0005 MAM00016c + 0.0005 MAM00018c + 0.0005 MAM00020c + 0.0005 MAM00023c + 0.0005 MAM00025c + 0.0052 MAM00093c + 0.0459 MAM00095c + 0.0005 MAM00101c + 0.0221 MAM00103c + 0.0005 MAM00106c + 0.0025 MAM00108c + 0.0005 MAM00110c + 0.0005 MAM00113c + 0.0005 MAM00116c + 0.0005 MAM00118c + 0.0007 MAM00119c + 0.0067 MAM00121c + 0.0005 MAM00123c + 0.0163 MAM00125c + 0.0005 MAM00127c + 0.0005 MAM00129c + 0.0005 MAM00131c + 0.0005 MAM00134c + 0.0005 MAM00262c + 0.0005 MAM00264c + 0.0005 MAM00317c + 0.0005 MAM00343c + 0.0005 MAM01141c + 0.0327 MAM01191c + 0.0005 MAM01236c + 0.0005 MAM01237c + 0.2125 MAM01364c + 0.0285 MAM01586c + 0.0411 MAM01697c + 0.0005 MAM01725c + 0.0005 MAM01773c + 0.0011 MAM01934c + 0.0005 MAM02052c + 0.0005 MAM02101c + 0.0005 MAM02110c + 0.0005 MAM02112c + 0.0005 MAM02345c + 0.0166 MAM02390c + 0.1312 MAM02391c + 0.0319 MAM02495c + 0.0005 MAM02612c + 0.0619 MAM02647c + 0.0005 MAM02677c + 0.1243 MAM02678c + 0.0005 MAM02689c + 0.1983 MAM02941c + 0.0005 MAM02971c + 0.0005 MAM03047c + 0.0005 MAM03050c --> MAM01272c	MAM01272c	ok	ok	ok	N/A
MAR00550	0.0005 MAM00004c + 0.0005 MAM00006c + 0.0005 MAM00007c + 0.0005 MAM00009c + 0.0005 MAM00012c + 0.0005 MAM00016c + 0.0005 MAM00018c + 0.0005 MAM00020c + 0.0005 MAM00023c + 0.0005 MAM00025c + 0.0055 MAM00093c + 0.0931 MAM00095c + 0.0005 MAM00101c + 0.0286 MAM00103c + 0.0005 MAM00106c + 0.0025 MAM00108c + 0.0005 MAM00110c + 0.0005 MAM00113c + 0.0005 MAM00116c + 0.0005 MAM00118c + 0.0043 MAM00119c + 0.0329 MAM00121c + 0.0005 MAM00123c + 0.0174 MAM00125c + 0.0005 MAM00127c + 0.0005 MAM00129c + 0.0005 MAM00131c + 0.0005 MAM00134c + 0.0005 MAM00262c + 0.0005 MAM00264c + 0.0005 MAM00317c + 0.0005 MAM00343c + 0.0005 MAM01141c + 0.0058 MAM01191c + 0.0005 MAM01236c + 0.0005 MAM01237c + 0.2005 MAM01364c + 0.0131 MAM01586c + 0.0089 MAM01697c + 0.0005 MAM01725c + 0.0005 MAM01773c + 0.0011 MAM01934c + 0.0005 MAM02052c + 0.0005 MAM02101c + 0.0005 MAM02110c + 0.0005 MAM02112c + 0.0005 MAM02345c + 0.0035 MAM02390c + 0.0177 MAM02391c + 0.0055 MAM02495c + 0.0005 MAM02612c + 0.0323 MAM02647c + 0.0005 MAM02677c + 0.0337 MAM02678c + 0.0005 MAM02689c + 0.4731 MAM02941c + 0.0005 MAM02971c + 0.0005 MAM03047c + 0.0005 MAM03050c --> MAM01274c	MAM01274c	ok	ok	ok	N/A
MAR00551	0.0005 MAM00004c + 0.0005 MAM00006c + 0.0005 MAM00007c + 0.0005 MAM00009c + 0.0005 MAM00012c + 0.0005 MAM00016c + 0.0005 MAM00018c + 0.0005 MAM00020c + 0.0005 MAM00023c + 0.0005 MAM00025c + 0.0124 MAM00093c + 0.0269 MAM00095c + 0.0005 MAM00101c + 0.0043 MAM00103c + 0.0005 MAM00106c + 0.0027 MAM00108c + 0.0005 MAM00110c + 0.0005 MAM00113c + 0.0005 MAM00116c + 0.0005 MAM00118c + 0.0031 MAM00119c + 0.0101 MAM00121c + 0.0005 MAM00123c + 0.0179 MAM00125c + 0.0005 MAM00127c + 0.0005 MAM00129c + 0.0005 MAM00131c + 0.0005 MAM00134c + 0.0005 MAM00262c + 0.0005 MAM00264c + 0.0005 MAM00317c + 0.0005 MAM00343c + 0.0005 MAM01141c + 0.0053 MAM01191c + 0.0005 MAM01236c + 0.0005 MAM01237c + 0.2118 MAM01364c + 0.0266 MAM01586c + 0.0228 MAM01697c + 0.0005 MAM01725c + 0.0005 MAM01773c + 0.0012 MAM01934c + 0.0005 MAM02052c + 0.0005 MAM02101c + 0.0005 MAM02110c + 0.0005 MAM02112c + 0.0005 MAM02345c + 0.0019 MAM02390c + 0.0678 MAM02391c + 0.0056 MAM02495c + 0.0005 MAM02612c + 0.136 MAM02647c + 0.0005 MAM02677c + 0.0678 MAM02678c + 0.0005 MAM02689c + 0.3553 MAM02941c + 0.0005 MAM02971c + 0.0005 MAM03047c + 0.0005 MAM03050c --> MAM01273c	MAM01273c	ok	ok	ok	N/A
MAR00552	0.002 MAM00004c + 0.002 MAM00006c + 0.002 MAM00007c + 0.002 MAM00009c + 0.002 MAM00012c + 0.002 MAM00016c + 0.002 MAM00018c + 0.002 MAM00020c + 0.002 MAM00023c + 0.002 MAM00025c + 0.002 MAM00093c + 0.003 MAM00095c + 0.002 MAM00101c + 0.0068 MAM00103c + 0.002 MAM00106c + 0.002 MAM00108c + 0.002 MAM00110c + 0.002 MAM00113c + 0.002 MAM00116c + 0.002 MAM00118c + 0.002 MAM00119c + 0.002 MAM00121c + 0.002 MAM00123c + 0.002 MAM00125c + 0.002 MAM00127c + 0.002 MAM00129c + 0.002 MAM00131c + 0.002 MAM00134c + 0.002 MAM00262c + 0.002 MAM00264c + 0.002 MAM00317c + 0.002 MAM00343c + 0.002 MAM01141c + 0.0358 MAM01191c + 0.002 MAM01236c + 0.002 MAM01237c + 0.0136 MAM01364c + 0.0453 MAM01586c + 0.002 MAM01697c + 0.002 MAM01725c + 0.002 MAM01773c + 0.002 MAM01934c + 0.002 MAM02052c + 0.002 MAM02101c + 0.002 MAM02110c + 0.002 MAM02112c + 0.002 MAM02345c + 0.0075 MAM02390c + 0.025 MAM02391c + 0.011 MAM02495c + 0.002 MAM02612c + 0.061 MAM02647c + 0.002 MAM02677c + 0.557 MAM02678c + 0.002 MAM02689c + 0.138 MAM02941c + 0.002 MAM02971c + 0.002 MAM03047c + 0.002 MAM03050c --> MAM01275c	MAM01275c	ok	ok	ok	N/A
MAR00555	0.0001 MAM00436c + 0.0001 MAM00437c + 0.0001 MAM00438c + 0.0001 MAM00439c + 0.0001 MAM00440c + 0.0001 MAM00441c + 0.0001 MAM00442c + 0.0001 MAM00443c + 0.0001 MAM00444c + 0.0001 MAM00445c + 0.0001 MAM00446c + 0.0001 MAM00447c + 0.0001 MAM00448c + 0.0001 MAM00449c + 0.0005 MAM00450c + 0.0001 MAM00451c + 0.0013 MAM00452c + 0.0001 MAM00453c + 0.0001 MAM00454c + 0.0001 MAM00455c + 0.0001 MAM00456c + 0.0028 MAM00457c + 0.0001 MAM00458c + 0.0017 MAM00459c + 0.0001 MAM00460c + 0.0286 MAM00461c + 0.0001 MAM00462c + 0.0001 MAM00463c + 0.0001 MAM00464c + 0.0001 MAM00465c + 0.0001 MAM00466c + 0.0001 MAM00467c + 0.0001 MAM00468c + 0.0001 MAM00469c + 0.0001 MAM00470c + 0.0001 MAM00471c + 0.0024 MAM00472c + 0.0208 MAM00474c + 0.0013 MAM00476c + 0.0001 MAM00477c + 0.0001 MAM00478c + 0.0048 MAM00479c + 0.0001 MAM00480c + 0.0001 MAM00481c + 0.0001 MAM00482c + 0.0001 MAM00483c + 0.0001 MAM00484c + 0.0741 MAM00491c + 0.0037 MAM00492c + 0.0096 MAM00493c + 0.0001 MAM00494c + 0.122 MAM00495c + 0.64 MAM00496c + 0.0001 MAM00497c + 0.0001 MAM00498c + 0.082 MAM00499c + 0.0001 MAM00500c + 0.0001 MAM00501c + 0.0001 MAM00502c --> MAM00490c	MAM00490c	ok	ok	ok	N/A
MAR00556	0.0005 MAM00436c + 0.0005 MAM00437c + 0.0005 MAM00438c + 0.0005 MAM00439c + 0.0005 MAM00440c + 0.0005 MAM00441c + 0.0005 MAM00442c + 0.0005 MAM00443c + 0.0005 MAM00444c + 0.0005 MAM00445c + 0.0005 MAM00446c + 0.0005 MAM00447c + 0.0005 MAM00448c + 0.0005 MAM00449c + 0.0252 MAM00450c + 0.0039 MAM00451c + 0.0109 MAM00452c + 0.0005 MAM00453c + 0.0005 MAM00454c + 0.0005 MAM00455c + 0.0005 MAM00456c + 0.0026 MAM00457c + 0.0005 MAM00458c + 0.0056 MAM00459c + 0.0011 MAM00460c + 0.0105 MAM00461c + 0.0005 MAM00462c + 0.0005 MAM00463c + 0.0178 MAM00464c + 0.0005 MAM00465c + 0.0005 MAM00466c + 0.0005 MAM00467c + 0.0005 MAM00468c + 0.0005 MAM00469c + 0.0005 MAM00470c + 0.0005 MAM00471c + 0.0709 MAM00472c + 0.0271 MAM00474c + 0.0228 MAM00476c + 0.0005 MAM00477c + 0.0005 MAM00478c + 0.0036 MAM00479c + 0.0005 MAM00480c + 0.0005 MAM00481c + 0.0005 MAM00482c + 0.0005 MAM00483c + 0.0005 MAM00484c + 0.2479 MAM00491c + 0.0047 MAM00492c + 0.0054 MAM00493c + 0.0005 MAM00494c + 0.1143 MAM00495c + 0.2781 MAM00496c + 0.0005 MAM00497c + 0.0005 MAM00498c + 0.1271 MAM00499c + 0.0005 MAM00500c + 0.0005 MAM00501c + 0.0005 MAM00502c --> MAM00485c	MAM00485c	ok	ok	ok	N/A
