reaction_id	reaction_equation	dead_end_test	duplicate_test_exact	duplicate_test_directions	duplicate_test_coefficients	duplicate_test_redox
MAR02024	MAM01069r + MAM02553r <=> MAM01336r + MAM02039r + MAM02552r	MAM01336r	ok	ok	ok	N/A
MAR02050	MAM01790l + MAM02039l + MAM02555l + MAM02630l --> MAM01000l + MAM02040l + MAM02554l	MAM01000l;MAM01790l;MAM02554l;MAM02555l;MAM02630l	ok	ok	ok	N/A
MAR02056	MAM01790l + MAM02039l + MAM02555l + MAM02630l --> MAM00650l + MAM02040l + MAM02554l	MAM00650l;MAM01790l;MAM02554l;MAM02555l;MAM02630l	ok	ok	ok	N/A
MAR02062	MAM00650l + MAM02039l + MAM02041l <=> MAM01792l + 2 MAM02040l	MAM00650l;MAM01792l	ok	ok	ok	N/A
MAR02077	MAM01000l + MAM02039l + MAM02041l <=> MAM01794l + 2 MAM02040l	MAM01000l;MAM01794l	ok	ok	ok	N/A
MAR03537	MAM10004l --> 0.0001 MAM01452l + 0.0001 MAM01453l + 0.0001 MAM01454l + 0.0001 MAM01455l + 0.0001 MAM01456l + 0.0001 MAM01457l + 0.0001 MAM01458l + 0.0001 MAM01459l + 0.0001 MAM01460l + 0.0001 MAM01461l + 0.0001 MAM01462l + 0.0001 MAM01463l + 0.0001 MAM01464l + 0.0001 MAM01465l + 0.0041 MAM01466l + 0.0001 MAM01467l + 0.0071 MAM01468l + 0.0001 MAM01469l + 0.0001 MAM01470l + 0.0001 MAM01471l + 0.0001 MAM01472l + 0.0001 MAM01473l + 0.0001 MAM01474l + 0.0001 MAM01475l + 0.0001 MAM01476l + 0.0406 MAM01477l + 0.0001 MAM01478l + 0.0001 MAM01479l + 0.0001 MAM01480l + 0.0001 MAM01481l + 0.0001 MAM01482l + 0.0001 MAM01483l + 0.0001 MAM01484l + 0.0001 MAM01485l + 0.0001 MAM01486l + 0.0001 MAM01487l + 0.0518 MAM01488l + 0.0001 MAM01489l + 0.005 MAM01490l + 0.0001 MAM01491l + 0.0001 MAM01492l + 0.0001 MAM01493l + 0.0001 MAM01494l + 0.0001 MAM01495l + 0.0001 MAM01496l + 0.0001 MAM01497l + 0.0001 MAM01498l + 0.5254 MAM01499l + 0.0061 MAM01500l + 0.0081 MAM01501l + 0.0001 MAM01502l + 0.1958 MAM01503l + 0.138 MAM01504l + 0.0001 MAM01505l + 0.0001 MAM01506l + 0.0132 MAM01507l + 0.0001 MAM01508l + 0.0001 MAM01509l + 0.0001 MAM01510l	MAM10004l	ok	ok	ok	N/A
MAR03622	MAM10004r <=> 0.0001 MAM01452r + 0.0001 MAM01453r + 0.0001 MAM01454r + 0.0001 MAM01455r + 0.0001 MAM01456r + 0.0001 MAM01457r + 0.0001 MAM01458r + 0.0001 MAM01459r + 0.0001 MAM01460r + 0.0001 MAM01461r + 0.0001 MAM01462r + 0.0001 MAM01463r + 0.0001 MAM01464r + 0.0001 MAM01465r + 0.0041 MAM01466r + 0.0001 MAM01467r + 0.0071 MAM01468r + 0.0001 MAM01469r + 0.0001 MAM01470r + 0.0001 MAM01471r + 0.0001 MAM01472r + 0.0001 MAM01473r + 0.0001 MAM01474r + 0.0001 MAM01475r + 0.0001 MAM01476r + 0.0406 MAM01477r + 0.0001 MAM01478r + 0.0001 MAM01479r + 0.0001 MAM01480r + 0.0001 MAM01481r + 0.0001 MAM01482r + 0.0001 MAM01483r + 0.0001 MAM01484r + 0.0001 MAM01485r + 0.0001 MAM01486r + 0.0001 MAM01487r + 0.0518 MAM01488r + 0.0001 MAM01489r + 0.005 MAM01490r + 0.0001 MAM01491r + 0.0001 MAM01492r + 0.0001 MAM01493r + 0.0001 MAM01494r + 0.0001 MAM01495r + 0.0001 MAM01496r + 0.0001 MAM01497r + 0.0001 MAM01498r + 0.5254 MAM01499r + 0.0061 MAM01500r + 0.0081 MAM01501r + 0.0001 MAM01502r + 0.1958 MAM01503r + 0.138 MAM01504r + 0.0001 MAM01505r + 0.0001 MAM01506r + 0.0132 MAM01507r + 0.0001 MAM01508r + 0.0001 MAM01509r + 0.0001 MAM01510r	MAM10004r	ok	ok	ok	N/A
MAR03702	MAM01478r + MAM02040r --> MAM00115r + MAM01450r + MAM02039r	MAM00115r	ok	ok	ok	N/A
MAR03730	MAM01452r + MAM02040r --> MAM00260r + MAM01450r + MAM02039r	MAM00260r	ok	ok	ok	N/A
MAR03731	MAM01459r + MAM02040r --> MAM00315r + MAM01450r + MAM02039r	MAM00315r	ok	ok	ok	N/A
MAR03742	MAM01453r + MAM02040r --> MAM00265r + MAM01450r + MAM02039r	MAM00265r	ok	ok	ok	N/A
MAR00715	MAM01699c + MAM02039c + MAM02555c + MAM02630c --> MAM02040c + MAM02554c + MAM02748c	MAM02748c	ok	ok	ok	N/A
MAR00716	MAM02040c + MAM02748c --> MAM02749c + MAM10005c	MAM02748c;MAM02749c	ok	ok	ok	N/A
MAR00733	MAM01430g + MAM01597g + MAM02039g --> MAM02929g + MAM10007g	MAM02929g;MAM10007g	ok	ok	ok	N/A
MAR08237	MAM02928r --> MAM01798r + MAM02113r	MAM02113r	ok	ok	ok	N/A
MAR00463	MAM02040r + MAM02684r --> MAM00656r + MAM02039r + MAM10005r	MAM10005r	ok	ok	ok	N/A
MAR00484	MAM01429c + MAM02040c <=> MAM01590c + 2 MAM02039c + MAM02914c	MAM01429c	ok	ok	ok	N/A
MAR00659	MAM03884e <=> 	MAM03884e	ok	ok	ok	N/A
MAR00840	MAM01592c + MAM01941c --> MAM01590c + MAM02029c + MAM02039c	MAM02029c	ok	ok	ok	N/A
MAR00856	MAM02033c + MAM03110c --> MAM02032c + MAM02039c + MAM03106c	MAM02032c	ok	ok	ok	N/A
MAR00857	MAM02032c + MAM03107c --> MAM02031c + MAM02039c + MAM03106c	MAM02031c;MAM02032c	ok	ok	ok	N/A
MAR00858	MAM01592c + MAM02031c --> MAM01590c + MAM02025c + MAM02039c	MAM02025c;MAM02031c	ok	ok	ok	N/A
MAR00928	MAM02328c + MAM02682c <=> MAM02334c + MAM02681c	MAM02334c	ok	ok	ok	N/A
MAR00813	MAM01912c + MAM01950c --> MAM01948c + MAM01958c + MAM02039c	MAM01958c	ok	ok	ok	N/A
MAR00861	MAM01592c + MAM02347c --> MAM00808c + MAM01590c	MAM00808c	ok	ok	ok	N/A
MAR00862	MAM00808c + MAM01950c --> MAM01849c + MAM01948c + MAM02039c	MAM00808c;MAM01849c	ok	ok	ok	N/A
MAR00863	MAM01950c + MAM02347c --> MAM01860c + MAM01948c + MAM02039c	MAM01860c	ok	ok	ok	N/A
MAR00871	MAM01950c + MAM02195c --> MAM01948c + MAM02039c + MAM02194c	MAM02194c	ok	ok	ok	N/A
MAR00879	MAM02683c + MAM03107c --> MAM02039c + MAM02592c + MAM03106c	MAM02592c	ok	ok	ok	N/A
MAR00880	MAM01950c + MAM02592c --> MAM01948c + MAM02039c + MAM03094c	MAM02592c;MAM03094c	ok	ok	ok	N/A
MAR00881	MAM02196c + MAM03107c --> MAM02039c + MAM03094c + MAM03106c	MAM03094c	ok	ok	ok	N/A
MAR00882	MAM01950c + MAM02196c --> MAM01948c + MAM02039c + MAM02162c	MAM02162c	ok	ok	ok	N/A
MAR00888	MAM01950c + MAM02683c --> MAM01948c + MAM02039c + MAM02163c	MAM02163c	ok	ok	ok	N/A
MAR00896	MAM01950c + MAM02594c --> MAM01948c + MAM02039c + MAM03133c	MAM03133c	ok	ok	ok	N/A
MAR00897	MAM01950c + MAM03133c --> MAM01948c + MAM02039c + MAM03132c	MAM03132c;MAM03133c	ok	ok	ok	N/A
MAR00834	MAM02040l + MAM03160l --> MAM01679l + MAM02039l + MAM02543l	MAM03160l	ok	ok	ok	N/A
MAR00915	MAM02682c + MAM02810c <=> MAM02039c + MAM02681c + MAM02809c	MAM02809c	ok	ok	ok	N/A
MAR07188	MAM01143r + MAM02040r --> MAM01142r + 2 MAM02039r + MAM02730r	MAM01142r	ok	ok	ok	N/A
MAR08378	MAM01733c + MAM02039c + MAM02645c <=> MAM00205c + MAM01734c	MAM02645c	ok	ok	ok	N/A
MAR01352	MAM00534c + MAM02040c <=> MAM00635c + MAM02751c	MAM00534c	ok	ok	ok	N/A
MAR01356	MAM01214c + MAM01368c + MAM02630c --> MAM01063c + MAM02489c	MAM01063c;MAM01214c	ok	ok	ok	N/A
MAR01357	MAM01063c + 2 MAM01368c --> MAM01062c + 2 MAM01655c + MAM02040c	MAM01062c;MAM01063c	ok	ok	ok	N/A
MAR01359	MAM01246c + MAM01368c + MAM02630c --> MAM01223c + MAM02489c	MAM01223c;MAM01246c	ok	ok	ok	N/A
MAR01360	MAM01223c + 2 MAM01368c --> MAM01061c + 2 MAM01655c + MAM02040c	MAM01061c;MAM01223c	ok	ok	ok	N/A
MAR01362	MAM00302c + MAM01368c + MAM02630c --> MAM01222c + MAM02489c	MAM00302c;MAM01222c	ok	ok	ok	N/A
MAR01363	MAM01221c + MAM02040c <=> MAM01222c + 4 MAM02039c	MAM01221c;MAM01222c	ok	ok	ok	N/A
MAR00703	2 MAM02039x + 2 MAM02555x + MAM02678x --> MAM01597x + MAM02114x + 2 MAM02554x	MAM02114x	ok	ok	ok	N/A
MAR00705	MAM01690x + MAM02678x --> MAM00550x + MAM01597x	MAM00550x	ok	ok	ok	N/A
MAR00706	MAM00550x + MAM02114x --> MAM02017x + MAM02039x + MAM02674x	MAM00550x;MAM02017x;MAM02114x	ok	ok	ok	N/A
MAR00708	MAM02017c + MAM02039c + MAM02555c --> MAM00532c + MAM02554c	MAM00532c;MAM02017c	ok	ok	ok	N/A
MAR07604	MAM00512c + MAM01428c <=> MAM01590c + MAM02039c + MAM02629c	MAM00512c	ok	ok	ok	N/A
MAR07605	MAM02040c + MAM02629c --> MAM00627c + MAM01797c + MAM02039c	MAM00627c	ok	ok	ok	N/A
MAR07606	MAM00223c + MAM02040c --> MAM00224c + MAM01798c + MAM02039c	MAM00224c	ok	ok	ok	N/A
MAR07607	MAM00223c + MAM02039c + MAM02040c --> MAM00222c + MAM01797c	MAM00222c	ok	ok	ok	N/A
MAR08648	MAM01767r + MAM02040r --> MAM01766r + MAM02039r + MAM02470r	MAM01766r;MAM02470r	ok	ok	ok	N/A
MAR01617	MAM03884e <=> MAM03884c	MAM03884c;MAM03884e	ok	ok	ok	N/A
MAR01702	MAM00614r + 2 MAM01371r + 2 MAM02040r --> MAM00614x + 2 MAM01285r + 2 MAM02039r + 2 MAM02751r	ok	ok	ok	MAR02283	N/A
MAR01716	MAM01434x + MAM02040x --> MAM01435x + MAM01597x + MAM02039x	MAM01435x	ok	ok	ok	N/A
MAR01778	MAM01179r + MAM02039r + MAM02553r <=> MAM01447r + MAM02552r	MAM01179r	ok	ok	ok	N/A
MAR01790	MAM00623m + MAM02554m <=> MAM00763m + MAM02039m + MAM02555m	MAM00763m	ok	ok	ok	N/A
MAR01792	MAM00763m + MAM02040m + MAM02554m <=> MAM00764m + 2 MAM02039m + MAM02555m	MAM00763m;MAM00764m	ok	ok	ok	N/A
MAR01794	MAM00764m + MAM02039m + MAM02555m + MAM02630m --> MAM00761m + MAM02040m + MAM02554m	MAM00761m;MAM00764m	ok	ok	ok	N/A
MAR01796	MAM00761m + MAM02554m --> MAM01180m + MAM02039m + MAM02555m	MAM00761m;MAM01180m	ok	ok	ok	N/A
MAR01798	MAM00623m + MAM02039m + MAM02555m + MAM02630m --> MAM01448m + MAM02040m + MAM02554m	MAM01448m	ok	ok	ok	N/A
MAR01800	MAM01448m + MAM02039m + 2 MAM02555m + 2 MAM02630m --> MAM00761m + 3 MAM02040m + 2 MAM02554m	MAM00761m;MAM01448m	ok	ok	ok	N/A
MAR01815	MAM01089r + MAM02039r + MAM02555r + MAM02630r --> MAM01085r + MAM02040r + MAM02554r	MAM01085r	ok	ok	ok	N/A
MAR01817	MAM01089r + MAM02039r + MAM02555r + MAM02630r --> MAM01086r + MAM02040r + MAM02554r	MAM01086r	ok	ok	ok	N/A
MAR01819	MAM01089r + MAM02039r + MAM02555r + MAM02630r --> MAM01088r + MAM02040r + MAM02554r	MAM01088r	ok	ok	ok	N/A
MAR01836	MAM01667c <=> MAM01667x	MAM01667x	ok	ok	ok	N/A
MAR01837	MAM01597x + MAM02039x + MAM02964x <=> MAM01667x + MAM02961x	MAM01667x;MAM02964x	ok	ok	ok	N/A
MAR01845	MAM01371x + MAM01986x + MAM02402x --> MAM01334x + MAM02000x + MAM02039x + MAM02759x	MAM02000x	ok	ok	ok	N/A
MAR01855	MAM02519e + MAM02963e --> MAM02519c + MAM02963c	ok	ok	ok	MAR01865	N/A
MAR01857	2 MAM01371x + 2 MAM02040x + MAM02963x --> 2 MAM01285x + 2 MAM02039x + 2 MAM02751x + MAM02963e	ok	ok	ok	MAR02290	N/A
MAR01861	2 MAM01371x + 2 MAM02040x + MAM02962x --> 2 MAM01285x + 2 MAM02039x + 2 MAM02751x + MAM02962e	ok	ok	ok	MAR02298	N/A
MAR01862	MAM01988e + MAM02519e --> MAM01988c + MAM02519c	ok	ok	ok	MAR01863	N/A
MAR01863	MAM01988e + 2 MAM02519e --> MAM01988c + 2 MAM02519c	ok	ok	ok	MAR01862	N/A
MAR01865	2 MAM02519e + MAM02963e --> 2 MAM02519c + MAM02963c	ok	ok	ok	MAR01855	N/A
MAR01870	MAM01371c + MAM02040c + MAM02963c --> MAM01285c + MAM02039c + MAM02751c + MAM02963e	ok	ok	ok	MAR09906	N/A
MAR01403	MAM01198c + MAM02039c <=> MAM01689c + MAM02631c	MAM01198c	ok	ok	ok	N/A
MAR01404	MAM01215c + MAM02039c <=> MAM01689c + MAM02631c	MAM01215c	ok	ok	ok	N/A
MAR01406	MAM00303c + MAM02039c <=> MAM01689c + MAM02631c	MAM00303c	ok	ok	ok	N/A
MAR01407	MAM00372c + MAM02039c <=> MAM01689c + MAM02631c	MAM00372c	ok	ok	ok	N/A
MAR01408	MAM00404c + MAM02039c <=> MAM01689c + MAM02631c	MAM00404c	ok	ok	ok	N/A
MAR01409	MAM00418c + MAM02039c <=> MAM01689c + MAM02631c	MAM00418c	ok	ok	ok	N/A
MAR01410	2 MAM01689c + 3 MAM02630c --> MAM00303c + MAM00984c + MAM02039c	MAM00303c;MAM00984c	ok	ok	ok	N/A
MAR01411	2 MAM01689c + 3 MAM02630c --> MAM00303c + MAM01192c + MAM02039c	MAM00303c;MAM01192c	ok	ok	ok	N/A
MAR01412	2 MAM01689c + 3 MAM02630c --> MAM00271c + MAM00372c + MAM02039c	MAM00271c;MAM00372c	ok	ok	ok	N/A
MAR01413	2 MAM01689c + 3 MAM02630c --> MAM00299c + MAM01198c + MAM02039c	MAM00299c;MAM01198c	ok	ok	ok	N/A
MAR01414	2 MAM01689c + 3 MAM02630c --> MAM00355c + MAM00418c + MAM02039c	MAM00355c;MAM00418c	ok	ok	ok	N/A
MAR01415	MAM00275c + MAM01368c + MAM02630c --> MAM00368c + MAM02489c	MAM00275c;MAM00368c	ok	ok	ok	N/A
MAR01416	2 MAM01689c + 3 MAM02630c --> MAM00372c + MAM00415c + MAM02039c	MAM00372c;MAM00415c	ok	ok	ok	N/A
MAR01417	2 MAM01689c + 3 MAM02630c --> MAM00404c + MAM00589c + MAM02039c	MAM00404c;MAM00589c	ok	ok	ok	N/A
MAR01418	MAM00984c + 2 MAM02039c <=> MAM00997c + MAM02040c	MAM00984c;MAM00997c	ok	ok	ok	N/A
MAR01419	MAM00984c + 2 MAM02039c <=> MAM00999c + MAM02040c	MAM00984c;MAM00999c	ok	ok	ok	N/A
MAR01420	MAM01192c + MAM01368c <=> MAM01194c + MAM01655c + MAM02040c	MAM01192c;MAM01194c	ok	ok	ok	N/A
MAR01421	MAM01192c + MAM01368c <=> MAM01193c + MAM01655c + MAM02040c	MAM01192c;MAM01193c	ok	ok	ok	N/A
MAR01422	MAM00271c + MAM01368c <=> MAM00273c + MAM01655c + MAM02040c	MAM00271c;MAM00273c	ok	ok	ok	N/A
MAR01423	MAM00271c + MAM01368c <=> MAM00272c + MAM01655c + MAM02040c	MAM00271c;MAM00272c	ok	ok	ok	N/A
MAR01424	MAM00299c + MAM01368c <=> MAM00301c + MAM01655c + MAM02040c	MAM00299c;MAM00301c	ok	ok	ok	N/A
MAR01425	MAM00299c + MAM01368c <=> MAM00300c + MAM01655c + MAM02040c	MAM00299c;MAM00300c	ok	ok	ok	N/A
MAR01426	MAM00355c + MAM01368c <=> MAM00359c + MAM01655c + MAM02040c	MAM00355c;MAM00359c	ok	ok	ok	N/A
MAR01427	MAM00355c + 2 MAM02039c <=> MAM00358c + MAM02040c	MAM00355c;MAM00358c	ok	ok	ok	N/A
MAR01428	MAM00368c + MAM01368c <=> MAM00370c + MAM01655c + MAM02040c	MAM00368c;MAM00370c	ok	ok	ok	N/A
MAR01429	MAM00368c + MAM01368c <=> MAM00369c + MAM01655c + MAM02040c	MAM00368c;MAM00369c	ok	ok	ok	N/A
MAR01430	MAM00415c + 2 MAM02039c <=> MAM00417c + MAM02040c	MAM00415c;MAM00417c	ok	ok	ok	N/A
MAR01431	MAM00415c + 2 MAM02039c <=> MAM00416c + MAM02040c	MAM00415c;MAM00416c	ok	ok	ok	N/A
MAR01432	MAM00589c + MAM01368c <=> MAM00593c + MAM01655c + MAM02040c	MAM00589c;MAM00593c	ok	ok	ok	N/A
MAR01433	MAM00589c + MAM01368c <=> MAM00594c + MAM01655c + MAM02040c	MAM00589c;MAM00594c	ok	ok	ok	N/A
MAR07677	MAM00536c + MAM02040c + MAM02630c --> MAM02039c + MAM02041c + MAM02506c	MAM02506c	ok	ok	ok	N/A
MAR07678	MAM00536c + MAM02040c + MAM02630c --> MAM02039c + MAM02041c + MAM02505c	MAM02505c	ok	ok	ok	N/A
MAR04499	MAM02039m + MAM02485m + MAM02741m --> MAM02040m + MAM02484m	MAM02484m	ok	ok	ok	N/A
MAR06575	MAM00521c + MAM01285c + MAM02039c <=> MAM00527c + MAM01371c	MAM00527c	ok	ok	ok	N/A
MAR06588	MAM00554g + MAM01371g --> MAM00555g + MAM01285g + MAM02039g	MAM00555g	ok	ok	ok	N/A
MAR06589	MAM00554r + MAM01371r --> MAM00555r + MAM01285r + MAM02039r	MAM00555r	ok	ok	ok	N/A
MAR07145	MAM02034c + MAM02040c --> MAM01618c + MAM02759c	MAM01618c	ok	ok	ok	N/A
MAR07146	MAM01618c + 7 MAM02039c + 8 MAM02555c + 2 MAM02682c --> 8 MAM02040c + MAM02488c + 8 MAM02554c + 2 MAM02681c	MAM01618c;MAM02488c	ok	ok	ok	N/A
MAR07147	MAM01371c + MAM02039c + MAM02488c --> MAM01281c + MAM02759c	MAM01281c;MAM02488c	ok	ok	ok	N/A
MAR06405	MAM02040c + MAM02399c <=> MAM02394c + MAM02426c	MAM02399c	ok	ok	ok	N/A
MAR08622	MAM00573c + MAM02040c --> MAM01596c + MAM02406c	MAM02406c	ok	ok	ok	N/A
MAR08623	MAM00573c + MAM02040c --> MAM01596c + MAM02424c	MAM02424c	ok	ok	ok	N/A
MAR08625	MAM00573c + MAM02040c --> MAM02039c + MAM02359c + MAM02661c	MAM02359c	ok	ok	ok	N/A
MAR04763	3 MAM01803c + 2 MAM02039c + MAM02050c + 3 MAM02630c --> MAM01399c + MAM01595c + 3 MAM01802c + MAM01822c + MAM01957c + 3 MAM02040c	MAM01822c;MAM01957c;MAM02050c	ok	ok	ok	N/A
MAR04768	6 MAM02039c + MAM03126c <=> MAM03128c	MAM03126c	ok	ok	ok	N/A
MAR09717	MAM01957c + MAM02049c --> MAM02050c	MAM01957c;MAM02050c	ok	ok	ok	N/A
MAR06635	MAM02684c + MAM02834c --> MAM00535c + MAM02838c	MAM00535c	ok	ok	ok	N/A
MAR06639	MAM00291c + MAM02684c --> MAM00535c + MAM02838c	MAM00535c	ok	ok	ok	N/A
MAR06640	MAM02834c --> MAM01340c + MAM02040c	MAM01340c	ok	ok	ok	N/A
MAR06663	MAM01224c <=> MAM01231c	MAM01224c	ok	ok	ok	N/A
MAR06666	MAM01231c + MAM03109c --> MAM01233c + MAM03106c	MAM01233c	ok	ok	ok	N/A
MAR06667	MAM01231r + MAM03109r --> MAM01233r + MAM03106r	MAM01233r	ok	ok	ok	N/A
MAR06670	MAM01029c + MAM02039c + MAM02555c <=> MAM01229c + MAM02554c	MAM01229c	ok	ok	ok	N/A
MAR06671	MAM00291c + MAM02678c <=> MAM00292c + MAM01597c	MAM00292c	ok	ok	ok	N/A
MAR06681	MAM00350c + MAM02039c + MAM02555c + MAM02630c --> MAM01026c + MAM02040c + MAM02554c	MAM01026c	ok	ok	ok	N/A
MAR06683	MAM00350c + MAM02039c + MAM02555c + MAM02630c --> MAM01057c + MAM02040c + MAM02554c	MAM01057c	ok	ok	ok	N/A
MAR06684	MAM00350r + MAM02039r + MAM02555r + MAM02630r --> MAM01057r + MAM02040r + MAM02554r	MAM01057r	ok	ok	ok	N/A
MAR06685	MAM01057c + MAM03109c --> MAM02826c + MAM03106c	MAM01057c;MAM02826c	ok	ok	ok	N/A
MAR06686	MAM01057r + MAM03109r --> MAM02826r + MAM03106r	MAM01057r;MAM02826r	ok	ok	ok	N/A
MAR06694	MAM02624c <=> MAM02177c	MAM02177c	ok	ok	ok	N/A
MAR06695	MAM02624c <=> MAM02176c	MAM02176c	ok	ok	ok	N/A
MAR06697	MAM02624c <=> MAM02179c	MAM02179c	ok	ok	ok	N/A
MAR06699	MAM02624c <=> MAM02178c	MAM02178c	ok	ok	ok	N/A
MAR06704	MAM00993c + MAM03109c --> MAM02039c + MAM02824c + MAM03106c	MAM02824c	ok	ok	ok	N/A
MAR06705	MAM00993r + MAM03109r --> MAM02039r + MAM02824r + MAM03106r	MAM02824r	ok	ok	ok	N/A
MAR08703	MAM02630c + 2 MAM02833c --> 2 MAM01026c	MAM01026c	ok	ok	ok	N/A
MAR08704	MAM00348c <=> MAM01026c	MAM00348c;MAM01026c	ok	ok	ok	N/A
MAR08706	2 MAM00350c + MAM02630c --> 2 MAM00348c	MAM00348c	ok	ok	ok	N/A
MAR08712	MAM01371c + MAM01597c + MAM02833c --> MAM01334c + MAM02759c + MAM02835c	MAM02835c	ok	ok	ok	N/A
MAR04549	MAM01162c + MAM02039c <=> MAM01161c + MAM02949c	MAM01162c	ok	ok	ok	N/A
MAR04551	2 MAM01839c + MAM02041c --> MAM01596c + MAM01833c + MAM02039c + 2 MAM02520c	MAM02520c	ok	ok	ok	N/A
MAR04554	MAM01160c + MAM02040c <=> MAM01831c + MAM02897c	MAM01160c	ok	ok	ok	N/A
MAR04555	MAM02877c + MAM02897c --> MAM02039c + MAM02604c + MAM02871c	MAM02604c	ok	ok	ok	N/A
MAR04556	MAM02604c + MAM02877c <=> MAM01408c + 2 MAM02039c + MAM02871c	MAM01408c;MAM02604c	ok	ok	ok	N/A
MAR04557	MAM02630c + MAM02897c --> MAM01834c	MAM01834c	ok	ok	ok	N/A
MAR04564	MAM01103c + MAM02877c --> MAM01112c + MAM02039c + MAM02871c	MAM01112c	ok	ok	ok	N/A
MAR08003	MAM00613m + MAM02039m + MAM02555m + MAM02630m --> MAM00518m + MAM02040m + MAM02554m	MAM00518m	ok	ok	ok	N/A
MAR08005	MAM00519m + MAM02039m + MAM02555m + MAM02630m --> MAM00518m + MAM02040m + MAM02554m	MAM00518m	ok	ok	ok	N/A
MAR08012	MAM02422c <=> MAM02765c	MAM02422c	ok	ok	ok	N/A
MAR08013	MAM02765c <=> MAM02953c	MAM02953c	ok	ok	ok	N/A
MAR06423	MAM01330c + MAM02489c <=> MAM01331c + MAM01368c	MAM01331c	ok	ok	ok	N/A
MAR06458	MAM01211c <=> MAM01937c	MAM01937c	ok	ok	ok	N/A
MAR06461	MAM02590c --> MAM01596c + MAM02714c	MAM02590c	ok	ok	ok	N/A
MAR06500	MAM01329c + 5 MAM02039m + MAM02553m --> MAM01328c + 4 MAM02039i + MAM02552m	MAM01328c;MAM01329c	ok	ok	ok	N/A
MAR06501	MAM01212c <=> MAM01329c	MAM01212c;MAM01329c	ok	ok	ok	N/A
MAR07051	MAM01405c + MAM02040c --> MAM01404c	MAM01404c	ok	ok	ok	N/A
MAR07091	MAM00228c + MAM02039c + MAM02555c + MAM02630c --> MAM00227c + MAM02040c + MAM02554c	MAM00227c	ok	ok	ok	N/A
MAR07092	MAM00227c + MAM02026c --> MAM00565c + MAM02144c	MAM00227c;MAM00565c	ok	ok	ok	N/A
MAR07093	MAM00565c + MAM02026c --> MAM00566c + MAM02144c	MAM00565c;MAM00566c	ok	ok	ok	N/A
MAR07094	MAM00565c + MAM02040c --> MAM00676c + MAM01442c + MAM02039c	MAM00565c;MAM00676c	ok	ok	ok	N/A
MAR07095	MAM00566c + MAM02040c --> MAM00676c + MAM02026c	MAM00566c;MAM00676c	ok	ok	ok	N/A
MAR07096	MAM00228c + MAM02039c + MAM02555c + MAM02630c --> MAM01444c + MAM02040c + MAM02554c	MAM01444c	ok	ok	ok	N/A
MAR07097	MAM01444c + MAM02026c --> MAM02144c + MAM02854c	MAM01444c;MAM02854c	ok	ok	ok	N/A
MAR07098	MAM01444c + MAM02040c --> MAM01442c + MAM01443c + 2 MAM02039c	MAM01443c;MAM01444c	ok	ok	ok	N/A
MAR06535	MAM02040c + MAM02156c <=> MAM01442c + MAM02039c + MAM02041c	MAM02156c	ok	ok	ok	N/A
MAR06536	MAM02039c + MAM02156c + MAM02588c <=> MAM02040c + MAM02591c	MAM02156c;MAM02591c	ok	ok	ok	N/A
MAR07741	MAM02039m + MAM02554m + 2 MAM02828m <=> MAM02555m + 2 MAM02665m	MAM02665m;MAM02828m	ok	ok	ok	N/A
MAR09464	MAM01678c + MAM02040c --> MAM01677c + MAM01965c	MAM01677c;MAM01678c	ok	ok	ok	N/A
MAR09466	MAM00520c + MAM01371c <=> MAM01285c + MAM01848c + MAM02039c	MAM00520c;MAM01848c	ok	ok	ok	N/A
MAR09467	MAM01285c + MAM01847c + MAM02039c <=> MAM01371c + MAM01846c	MAM01846c;MAM01847c	ok	ok	ok	N/A
MAR09468	MAM02040c + MAM02573c --> MAM02571c + MAM02572c	MAM02571c;MAM02572c;MAM02573c	ok	ok	ok	N/A
MAR09469	MAM01763c + MAM02040c --> MAM01762c + MAM01764c	MAM01762c;MAM01763c;MAM01764c	ok	ok	ok	N/A
MAR09470	MAM02039c + MAM02417c + MAM02553c <=> MAM02383c + MAM02552c	MAM02383c;MAM02417c	ok	ok	ok	N/A
MAR09471	MAM00570c + MAM02040c --> MAM00921c + MAM02039c	MAM00570c;MAM00921c	ok	ok	ok	N/A
MAR09472	MAM02040c + MAM02568c --> MAM02566c + MAM02567c	MAM02566c;MAM02567c;MAM02568c	ok	ok	ok	N/A
MAR09473	MAM02040c + MAM02570c --> MAM02360c + MAM02569c	MAM02569c;MAM02570c	ok	ok	ok	N/A
MAR09475	2 MAM02040c + MAM02916c --> MAM01307c + MAM01986c + MAM02915c	MAM02915c;MAM02916c	ok	ok	ok	N/A
MAR09476	MAM02040c + MAM03040c --> MAM01127c + MAM02126c	MAM02126c;MAM03040c	ok	ok	ok	N/A
MAR09477	MAM02040c + MAM02551c --> MAM02429c + MAM02550c	MAM02429c;MAM02550c;MAM02551c	ok	ok	ok	N/A
MAR09478	MAM01387c + MAM02040c --> MAM01386c + MAM02184c	MAM01386c;MAM01387c	ok	ok	ok	N/A
MAR09479	MAM02040c + MAM02563c --> MAM02184c + MAM02562c	MAM02562c;MAM02563c	ok	ok	ok	N/A
MAR09480	MAM01348c + MAM02040c --> MAM01347c + MAM02724c	MAM01347c;MAM01348c	ok	ok	ok	N/A
MAR09481	2 MAM02040c + MAM02318c --> MAM02315c + MAM02360c + MAM02724c	MAM02315c;MAM02318c	ok	ok	ok	N/A
