mets,name,issue,model_formula,model_charge,smiles_formula,smiles_charge,metSmiles
MAM03950c,"Sm (D18:0/24:0), Sphingomyelin",protonation,C47H98N2O6P,0,C47H98N2O6P+,1,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC
MAM03951c,"Sm (D18:0/25:0), Sphingomyelin",protonation,C48H100N2O6P,0,C48H100N2O6P+,1,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC
MAM03938c,"Sm (D18:1/15:0), Sphingomyelin",protonation,C38H78N2O6P,0,C38H78N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCC
MAM03939c,"Sm (D18:1/16:1), Sphingomyelin",protonation,C39H78N2O6P,0,C39H78N2O6P+,1,CCCCCC/C=C/CCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03940c,"Sm (D18:1/16:0), Sphingomyelin",protonation,C39H80N2O6P,0,C39H80N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCC
MAM03941c,"Sm (D18:1/17:0), Sphingomyelin",protonation,C40H82N2O6P,0,C40H82N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCC
MAM03943c,"Sm (D18:1/18:0), Sphingomyelin",protonation,C41H84N2O6P,0,C41H84N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCC
MAM03942c,"Sm (D18:1/18:1), Sphingomyelin",protonation,C41H82N2O6P,0,C41H82N2O6P+,1,CCCCCCCC/C=C/CCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03944c,"Sm (D18:1/20:1), Sphingomyelin",protonation,C43H86N2O6P,0,C43H86N2O6P+,1,CCCCCCCC/C=C/CCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03945c,"Sm (D18:1/20:0), Sphingomyelin",protonation,C43H88N2O6P,0,C43H88N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCC
MAM03834c,1-Palmitoleoylglycerophosphocholine (Delta 9),protonation,C24H49NO7P,0,C24H49NO7P+,1,CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03833c,1-Palmitoylglycerophosphocholine,protonation,C24H51NO7P,0,C24H51NO7P+,1,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03805c,2-Linoleoylglycerophosphocholine,formula_error,C26H51NO7P,0,C27H53NO7P+,1,CCCCCCC=CC/C=C\CCCCCCCC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C
MAM03806c,2-Oleoylglycerophosphocholine,protonation,C26H53NO7P,0,C26H53NO7P+,1,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C
MAM03807c,2-Palmitoylglycerophosphocholine,formula_error,C24H51NO7P,0,C23H48NO7P,0,CCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C
MAM03816c,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",protonation,C23H49NO7P,0,C23H49NO7P+,1,CCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03809c,1-Arachidonoyl-Glycero-3-Phosphocholine,protonation,C28H51NO7P,0,C28H51NO7P+,1,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)CO[P@](=O)(O)OCC[N+](C)(C)C
MAM03818c,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",protonation,C26H49NO7P,0,C26H49NO7P+,1,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03817c,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",protonation,C26H49NO7P,0,C26H49NO7P+,1,CCCCC/C=C/C/C=C/C/C=C/CCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03819c,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",protonation,C27H57NO7P,0,C27H57NO7P+,1,CCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03820c,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",protonation,C28H57NO7P,0,C28H57NO7P+,1,CCCCCCCC/C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03823c,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",protonation,C28H49NO7P,0,C28H49NO7P+,1,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03824c,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",protonation,C30H55NO7P,0,C30H55NO7P+,1,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03826c,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",protonation,C30H53NO7P,0,C30H53NO7P+,1,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03825c,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",protonation,C30H53NO7P,0,C30H53NO7P+,1,CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03827c,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",protonation,C30H51NO7P,0,C30H51NO7P+,1,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C\CCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03821c,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",protonation,C28H53NO7P,0,C28H53NO7P+,1,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
MAM03829c,Lysopc A C26:1 (Delta 5),protonation,C34H69NO7P,0,C34H69NO7P+,1,CCCCCCCCCCCCCCCCCCCC/C=C/CCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03830c,Lysopc A C28:1 (Delta 5),protonation,C36H73NO7P,0,C36H73NO7P+,1,CCCCCCCCCCCCCCCCCCCCCC/C=C/CCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03831c,Lysopc A C28:0,protonation,C36H75NO7P,0,C36H74NO7P,0,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
MAM03810c,1-Docosahexaenoylglycerophosphocholine,protonation,C34H59NO7P,0,C34H59NO7P+,1,CCCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03811c,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",protonation,C28H55NO7P,0,C28H55NO7P+,1,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03812c,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",protonation,C28H53NO7P,0,C28H53NO7P+,1,CC/C=C/C/C=C\C/C=C\CCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
MAM03814c,"1-Linoleoylglycerophosphocholine (Delta 9,12)",protonation,C26H51NO7P,0,C26H50NO7P,0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
MAM01172e,6-trans-LTB4,protonation,C20H31O4,0,C20H32O4,0,CCCCC/C=C\C[C@@H](O)/C=C/C=C/C=C/[C@@H](O)CCCC(=O)O
MAM00378e,15(S)-HETrE,protonation,C20H33O3,0,C20H34O3,0,CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O
MAM00384e,15-deoxy-PGD2,protonation,C20H29O4,0,C20H30O4,0,CCCCC/C=C/C=C1/C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O
MAM00376e,15(S)-HEPE,protonation,C20H29O3,0,C20H30O3,0,CC/C=C\C[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
MAM03936e,"Sm (D18:0/24:1), Sphingomyelin",protonation,C47H96N2O6P,0,C47H96N2O6P+,1,CCCCCCCC/C=C/CCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC
MAM03937e,"Sm (D18:1/14:0), Sphingomyelin",protonation,C37H76N2O6P,0,C37H76N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC
MAM03938e,"Sm (D18:1/15:0), Sphingomyelin",protonation,C38H78N2O6P,0,C38H78N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCC
MAM03940e,"Sm (D18:1/16:0), Sphingomyelin",protonation,C39H80N2O6P,0,C39H80N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCC
MAM03939e,"Sm (D18:1/16:1), Sphingomyelin",protonation,C39H78N2O6P,0,C39H78N2O6P+,1,CCCCCC/C=C/CCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03941e,"Sm (D18:1/17:0), Sphingomyelin",protonation,C40H82N2O6P,0,C40H82N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCC
MAM03943e,"Sm (D18:1/18:0), Sphingomyelin",protonation,C41H84N2O6P,0,C41H84N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCC
MAM03942e,"Sm (D18:1/18:1), Sphingomyelin",protonation,C41H82N2O6P,0,C41H82N2O6P+,1,CCCCCCCC/C=C/CCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03945e,"Sm (D18:1/20:0), Sphingomyelin",protonation,C43H88N2O6P,0,C43H88N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCC
MAM03944e,"Sm (D18:1/20:1), Sphingomyelin",protonation,C43H86N2O6P,0,C43H86N2O6P+,1,CCCCCCCC/C=C/CCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03946e,"Sm (D18:1/21:0), Sphingomyelin",protonation,C44H90N2O6P,0,C44H90N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCC
MAM03948e,"Sm (D18:1/22:0), Sphingomyelin",protonation,C45H92N2O6P,0,C45H92N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCC
MAM03947e,"Sm (D18:1/22:1), Sphingomyelin",protonation,C45H90N2O6P,0,C45H90N2O6P+,1,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC
MAM03949e,"Sm (D18:1/23:0), Sphingomyelin",protonation,C46H94N2O6P,0,C46H94N2O6P+,1,CCCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC
MAM03950e,"Sm (D18:0/24:0), Sphingomyelin",protonation,C47H98N2O6P,0,C47H98N2O6P+,1,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC
MAM03951e,"Sm (D18:0/25:0), Sphingomyelin",protonation,C48H100N2O6P,0,C48H100N2O6P+,1,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC
MAM03414e,Alanyl-Glycyl-Lysine,protonation,C11H23N4O4,2,C11H22N4O4,0,C[C@H](N)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O
MAM03598e,Glutaminyl-Histidyl-Lysine,protonation,C17H30N7O5,-1,C17H28N7O5-,-1,NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCC(N)=O)C(=O)[O-]
MAM03599e,Glutaminyl-Lysyl-Lysine,protonation,C17H36N6O5,-2,C17H33N6O5-,-1,NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCC(N)=O)C(=O)[O-]
MAM03669e,Histidyl-Lysyl-Lysine,formula_error,C14H25N6O4,1,C18H32N7O4-,-1,NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)[O-]
MAM03738e,Lysyl-Arginyl-Leucine,protonation,C18H38N7O4,2,C18H36N7O4-,-1,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCCN)C(=O)[O-]
MAM03741e,Lysyl-Glutamyl-Glutamate,formula_error,C16H27N4O8,-1,C27H45N7O12-2,-2,NCCCC[C@H](N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)OC(=O)CC[C@H](N)C(=O)OC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@@H](N)CCCCN
MAM03898e,Prolyl-Histidyl-Tyrosine,protonation,C20H26N5O5,0,C20H25N5O5,0,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1
MAM03901e,Prolyl-Phenylalanine,protonation,C14H18N2O3,1,C14H18N2O3,0,O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1
MAM04028e,Tryptophanyl-Prolyl-Glycine,protonation,C18H21N4O4,0,C18H22N4O4,0,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O
MAM03414c,Alanyl-Glycyl-Lysine,protonation,C11H23N4O4,2,C11H22N4O4,0,C[C@H](N)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O
MAM03598c,Glutaminyl-Histidyl-Lysine,protonation,C17H30N7O5,-1,C17H28N7O5-,-1,NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCC(N)=O)C(=O)[O-]
MAM03599c,Glutaminyl-Lysyl-Lysine,protonation,C17H36N6O5,-2,C17H33N6O5-,-1,NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCC(N)=O)C(=O)[O-]
MAM03669c,Histidyl-Lysyl-Lysine,formula_error,C14H25N6O4,1,C18H32N7O4-,-1,NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)[O-]
MAM03738c,Lysyl-Arginyl-Leucine,protonation,C18H38N7O4,2,C18H36N7O4-,-1,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCCN)C(=O)[O-]
MAM03741c,Lysyl-Glutamyl-Glutamate,formula_error,C16H27N4O8,-1,C27H45N7O12-2,-2,NCCCC[C@H](N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)OC(=O)CC[C@H](N)C(=O)OC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@@H](N)CCCCN
MAM03898c,Prolyl-Histidyl-Tyrosine,protonation,C20H26N5O5,0,C20H25N5O5,0,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1
MAM03901c,Prolyl-Phenylalanine,protonation,C14H18N2O3,1,C14H18N2O3,0,O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1
MAM04028c,Tryptophanyl-Prolyl-Glycine,protonation,C18H21N4O4,0,C18H22N4O4,0,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O
MAM03585e,D-Galactosamine,formula_error,C6H13NO5,0,C6H14NO8P,0,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@H](O)[C@@H]1O
MAM03585c,D-Galactosamine,formula_error,C6H13NO5,0,C6H14NO8P,0,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@H](O)[C@@H]1O
MAM03683m,trans-delta-2-heptadecanoyl-CoA,formula_error,C38H62N7O17P3S,-4,C36H58N7O17P3S-4,-4,CCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
MAM03682m,trans-delta-2-heptadecanoic acid,formula_error,C17H31O2,-1,C15H27O2-,-1,CCCCCCCCCCCC/C=C/C(=O)[O-]
MAM03682c,trans-delta-2-heptadecanoic acid,formula_error,C17H31O2,-1,C15H27O2-,-1,CCCCCCCCCCCC/C=C/C(=O)[O-]
MAM03682e,trans-delta-2-heptadecanoic acid,formula_error,C17H31O2,-1,C15H27O2-,-1,CCCCCCCCCCCC/C=C/C(=O)[O-]
MAM01045e,"5,10-methylene-THF",protonation,C20H21N7O6,-2,C20H23N7O6,0,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2
MAM03125e,uroporphyrin I,protonation,C40H30N4O16,-8,C40H38N4O16,0,O=C(O)CCC1=C(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)C(CC(=O)O)=C4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O
MAM02870e,S-adenosylmethioninamine,protonation,C14H24N6O3S,2,C14H23N6O3S+,1,C[S+](CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
MAM02441e,malonic-dialdehyde,protonation,C3H3O2,-1,C3H4O2,0,O=CCC=O
MAM03295c,6-Hydroxydopamine-Quinone,formula_error,C8H10NO3,0,C9H11NO2,0,CC1=CC(=O)C(CCN)=CC1=O
MAM01592e,CMP-N-acetylneuraminate,protonation,C20H29N4O16P,-2,C20H31N4O16P,0,CC(=O)N[C@@H]1[C@@H](O)C[C@@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
MAM03404e,acetaminophen-glutathione-conjugate,formula_error,C18H27N4O10S,0,C18H24N4O8S,0,CC(=O)Nc1ccc(O)c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1
MAM03404c,acetaminophen-glutathione-conjugate,formula_error,C18H27N4O10S,0,C18H24N4O8S,0,CC(=O)Nc1ccc(O)c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1
MAM03800e,oxypurinol-7-riboside,formula_error,C10H12N4O7,0,C10H11N4O6+,1,O[C@@H]1COC(O[N+]23OC2=Nc2ncncc23)[C@H](O)[C@@H]1O
MAM03800c,oxypurinol-7-riboside,formula_error,C10H12N4O7,0,C10H11N4O6+,1,O[C@@H]1COC(O[N+]23OC2=Nc2ncncc23)[C@H](O)[C@@H]1O
MAM03404r,acetaminophen-glutathione-conjugate,formula_error,C18H27N4O10S,0,C18H24N4O8S,0,CC(=O)Nc1ccc(O)c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1
MAM02682r,PAPS,protonation,C10H11N5O13P2S,-4,C10H15N5O13P2S,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O
MAM01442m,chloride,protonation,Cl,-1,Cl,0,[Cl]
MAM20003n,"20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate",protonation,C20H29O3,0,C20H29O3-,-1,O=CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
MAM20004n,"(5Z,8Z,11Z,14Z)-eicosatetraenedioate",protonation,C20H28O4,-1,C20H28O4-2,-2,O=C([O-])CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)[O-]
MAM20005c,"20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate",protonation,C20H29O3,0,C20H29O3-,-1,O=CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
MAM20006c,"(5Z,8Z,11Z,14Z)-eicosatetraenedioate",protonation,C20H28O4,-1,C20H28O4-2,-2,O=C([O-])CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)[O-]
MAM20014g,15-oxoprostaglandin E2,protonation,C20H29O5,0,C20H29O5-,-1,CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]
MAM20015g,"13,14-dihydro-15-oxo-prostaglandin E2",protonation,C20H31O5,0,C20H31O5-,-1,CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]
MAM20016n,15-oxoprostaglandin E2,protonation,C20H29O5,0,C20H29O5-,-1,CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]
MAM20017n,"13,14-dihydro-15-oxo-prostaglandin E2",protonation,C20H31O5,0,C20H31O5-,-1,CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]
MAM01019r,4-nitrocatechol,protonation,C6H4NO4,0,C6H4NO4-,-1,O=[N+]([O-])c1ccc([O-])c(O)c1
MAM02754r,PNP,protonation,C6H4NO3,0,C6H4NO3-,-1,O=[N+]([O-])c1ccc([O-])cc1
MAM01019i,4-nitrocatechol,protonation,C6H4NO4,0,C6H4NO4-,-1,O=[N+]([O-])c1ccc([O-])c(O)c1
MAM02754i,PNP,protonation,C6H4NO3,0,C6H4NO3-,-1,O=[N+]([O-])c1ccc([O-])cc1
MAM01657r,dehydrodolichol-diphosphate,formula_error,C40H65O7P2,-3,C25H44O7P2,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
