gene,symbol,hop,any_verdict,any_count,viability_verdict,viability_count,hart_verdict,DLD1_before_tasks,DLD1_after_tasks,DLD1_before_growth,DLD1_after_growth,GBM_before_tasks,GBM_after_tasks,GBM_before_growth,GBM_after_growth,HCT116_before_tasks,HCT116_after_tasks,HCT116_before_growth,HCT116_after_growth,HELA_before_tasks,HELA_after_tasks,HELA_before_growth,HELA_after_growth,RPE1_before_tasks,RPE1_after_tasks,RPE1_before_growth,RPE1_after_growth
ENSG00000167011,NAT16,direct,stable,,stable,,n/a,.,.,,,.,,,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000167080,B4GALNT2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167103,PIP5KL1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167107,ACSF2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167114,SLC27A4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167130,DOLPP1,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000167165,UGT1A6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167186,COQ7,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000167261,DPEP2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167280,ENGASE,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000167283,ATP5MG,direct,stable,,stable,,n/a,ER,ER,0.964945,0.990021,ER,ER|SU,0.802066,0.963916,ER,ER|SU,0.810063,0.992867,ER,ER,0.964980,0.992912,ER|SU,ER,0.972726,0.982773
ENSG00000167306,MYO5B,direct,stable,,stable,,n/a,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000
ENSG00000167311,ART5,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000167315,ACAA2,direct,stable,,stable,,n/a,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,0.999990,1.000000,BS|SU,BS|SU,1.000000,0.999992,BS|SU,BS|SU,0.999990,0.999992,BS|SU,BS|SU,0.999990,1.000000
ENSG00000167325,RRM1,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000167363,FN3K,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167397,VKORC1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167419,LPO,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167434,CA4,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167468,GPX4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167508,MVD,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000167531,LALBA,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167548,KMT2D,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167580,AQP2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167588,GPD1,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167600,CYP2S1,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,
ENSG00000167658,EEF2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167676,PLIN4,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167699,GLOD4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167701,GPT,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000167703,SLC43A2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167720,SRR,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167733,HSD11B1L,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167741,GGT6,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167748,KLK1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167751,KLK2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167769,ACER1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167780,SOAT2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167792,NDUFV1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167815,PRDX2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167862,MRPL58,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000167863,ATP5PD,direct,stable,,stable,,n/a,ER,ER,0.964945,0.990021,ER,ER|SU,0.802066,0.963916,ER,ER|SU,0.810063,0.992867,ER,ER,0.964980,0.992912,ER|SU,ER,0.972726,0.982773
ENSG00000167889,MGAT5B,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167900,TK1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167910,CYP7A1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167969,ECI1,direct,stable,,stable,,n/a,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|IC|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000
ENSG00000167972,ABCA3,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000167996,FTH1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168000,BSCL2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168002,POLR2G,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000168003,SLC3A2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168032,ENTPD3,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168065,SLC22A11,direct,stable,,stable,,n/a,,,1.000000,1.000000,,.,1.000000,,.,.,,,.,.,,,,.,1.000000,
ENSG00000168092,PAFAH1B2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168159,RNF187,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168237,GLYCTK,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168282,MGAT2,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000168291,PDHB,direct,stable,,stable,,n/a,ER,ER,1.000000,1.000000,ER,ER,1.000000,1.000000,ER,ER,1.000000,1.000000,ER,ER,1.000000,1.000000,ER,ER,1.000000,1.000000
ENSG00000168306,ACOX2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000
ENSG00000168350,DEGS2,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000168356,SCN11A,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168393,DTYMK,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000168411,RFWD3,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168447,SCNN1B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168487,BMP1,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000168495,POLR3D,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000168522,FNTA,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168575,SLC20A2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168653,NDUFS5,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168671,UGT3A2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168679,SLC16A4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168748,CA7,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168765,GSTM4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168781,PPIP5K1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168827,GFM1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168906,MAT2A,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000168907,PLA2G4F,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000168918,INPP5D,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000168938,PPIC,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000169020,ATP5ME,direct,stable,,stable,,n/a,ER,ER,0.964945,0.990021,ER,ER|SU,0.802066,0.963916,ER,ER|SU,0.810063,0.992867,ER,ER,0.964980,0.992912,ER|SU,ER,0.972726,0.982773
ENSG00000169021,UQCRFS1,direct,stable,,stable,,n/a,BS|ER|GR|SU,BS|ER|GR|SU,0.000000,0.000000,BS|ER|GR|IC|SU,BS|ER|GR|SU,0.000000,0.000000,BS|ER|GR|SU,BS|ER|GR|SU,0.000000,0.000000,BS|ER|GR|SU,BS|ER|GR|SU,0.000000,0.000000,BS|ER|GR|SU,BS|ER|GR|SU,0.000000,0.000000
ENSG00000169100,SLC25A6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169105,CHST14,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000169154,GOT1L1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000169169,CPT1C,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169180,XPO6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000
ENSG00000169239,CA5B,direct,stable,,isolated (likely noise),2/5,regression,ER,ER,1.000000,1.000000,BS|IC,BS|IC,1.000000,1.000000,BS|IC,ER,1.000000,1.000000,ER,ER,1.000000,1.000000,BS|IC,ER,1.000000,1.000000
ENSG00000169255,B3GALNT1,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000169299,PGM2,direct,stable,,stable,,n/a,,,0.664198,0.665746,,,0.664198,0.665766,,,0.664141,0.664116,,,0.664187,0.664133,,,0.664187,0.994040
ENSG00000169359,SLC33A1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169418,NPR1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000169432,SCN9A,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000
ENSG00000169599,NFU1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000169660,HEXD,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169692,AGPAT2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169710,FASN,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR|SU,0.000000,0.000000
ENSG00000169738,DCXR,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169764,UGP2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169814,BTD,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000169826,CSGALNACT2,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000169902,TPST1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000169919,GUSB,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000170035,UBE2E3,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170142,UBE2E1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170185,USP38,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170190,SLC16A5,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,
ENSG00000170191,NANP,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170222,ADPRM,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170231,FABP6,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000170242,USP47,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170266,GLB1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170271,FAXDC2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170323,FABP4,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000
ENSG00000170340,B3GNT2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170364,SETMAR,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170385,SLC30A1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170426,SDR9C7,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170430,MGMT,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170445,HARS1,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000170482,SLC23A1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170502,NUDT9,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170516,COX7B2,direct,stable,,stable,,n/a,BS|ER|GR|IC|SU,BS|ER|GR|IC|SU,0.000000,0.000000,BS|ER|GR|IC|SU,BS|ER|GR|IC|SU,0.000000,0.000000,BS|ER|GR|IC|SU,BS|ER|GR|IC|SU,0.000000,0.000000,BS|ER|GR|IC|SU,BS|ER|GR|IC|SU,0.000000,0.000000,BS|ER|GR|IC|SU,BS|ER|GR|IC|SU,0.000000,0.000000
ENSG00000170522,ELOVL6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170525,PFKFB3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170634,ACYP2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170734,POLH,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170786,SDR16C5,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000170832,USP32,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170835,CEL,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000170881,RNF139,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170890,PLA2G1B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170899,GSTA4,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170906,NDUFA3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000170950,PGK2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000170961,HAS2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171004,HS6ST2,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,,,1.000000,.,.,,
ENSG00000171097,KYAT1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171100,MTM1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171124,FUT3,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000171155,C1GALT1C1,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000171174,RBKS,direct,stable,,stable,,n/a,,.,1.000000,,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000171234,UGT2B7,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,
ENSG00000171298,GAA,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171302,CANT1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171310,CHST11,direct,stable,,stable,,n/a,.,.,,,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000171314,PGAM1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171320,ESCO2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171408,PDE7B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171428,NAT1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000171453,POLR1C,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000171497,PPID,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000171503,ETFDH,direct,stable,,isolated (likely noise),2/5,regression,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|GR|SU,0.999996,0.000000,BS|SU,BS|GR|SU,1.000000,0.000000,BS|SU,BS|SU,1.000000,1.000000
ENSG00000171560,FGA,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000171608,PIK3CD,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171612,SLC25A33,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171723,GPHN,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000171759,PAH,direct,stable,,stable,,n/a,,,1.000000,1.000000,,.,1.000000,,.,.,,,.,.,,,.,.,,
ENSG00000171766,GATM,direct,stable,,stable,,n/a,,,1.000000,1.000000,,.,1.000000,,,,1.000000,1.000000,.,.,,,,.,1.000000,
ENSG00000171793,CTPS1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171848,RRM2,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000171862,PTEN,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000171885,AQP4,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000171903,CYP4F11,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,,,1.000000,1.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
