gene,symbol,hop,any_verdict,any_count,viability_verdict,viability_count,hart_verdict,DLD1_before_tasks,DLD1_after_tasks,DLD1_before_growth,DLD1_after_growth,GBM_before_tasks,GBM_after_tasks,GBM_before_growth,GBM_after_growth,HCT116_before_tasks,HCT116_after_tasks,HCT116_before_growth,HCT116_after_growth,HELA_before_tasks,HELA_after_tasks,HELA_before_growth,HELA_after_growth,RPE1_before_tasks,RPE1_after_tasks,RPE1_before_growth,RPE1_after_growth
ENSG00000113396,SLC27A6,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000113407,TARS1,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000113448,PDE4D,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000113456,RAD1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000113492,AGXT2,direct,stable,,stable,,n/a,,.,1.000000,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000113504,SLC12A7,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000113532,ST8SIA4,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,,.,.,,
ENSG00000113552,GNPDA1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000113569,NUP155,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000113593,PPWD1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000113643,RARS1,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000113732,ATP6V0E1,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000113790,EHHADH,direct,stable,,stable,,n/a,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000,BS|SU,BS|IC|SU,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000
ENSG00000113924,HGD,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000114021,NIT2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000114054,PCCB,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000114062,UBE3A,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114113,RBP2,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114115,RBP1,direct,stable,,stable,,n/a,,.,1.000000,,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000114120,SLC25A36,direct,isolated (likely noise),2/5,isolated (likely noise),2/5,regression,,GR,0.998289,0.000000,,,0.996214,0.998347,,,0.996072,0.996033,,GR,0.998295,0.000000,GR,GR,0.000000,0.000000
ENSG00000114124,GRK7,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114166,KAT2B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114200,BCHE,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000
ENSG00000114268,PFKFB4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000114316,USP4,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114374,USP9Y,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114378,HYAL1,direct,stable,,stable,,n/a,.,.,,,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,.,,
ENSG00000114423,CBLB,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114480,GBE1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000114491,UMPS,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000114573,ATP6V1A,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000114770,ABCC5,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000114771,AADAC,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000114805,PLCH1,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000114857,NKTR,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114902,SPCS1,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000114923,SLC4A3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000
ENSG00000114956,DGUOK,direct,stable,,stable,,n/a,,,0.999916,1.000000,,,0.999916,1.000000,,,0.999915,0.999914,,,0.999916,0.999914,,,0.999916,1.000000
ENSG00000114982,KANSL3,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000114999,TTL,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000115020,PIKFYVE,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115159,GPD2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115252,PDE1A,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000115275,MOGS,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000115286,NDUFS7,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115339,GALNT3,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,.,,,1.000000,.,.,,
ENSG00000115350,POLE4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115361,ACADL,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000115392,FANCL,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000115419,GLS,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115421,PAPOLG,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115425,PECR,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115464,USP34,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000115488,NEU2,direct,stable,,stable,,n/a,.,.,,,.,.,,,,.,1.000000,,,.,1.000000,,.,.,,
ENSG00000115525,ST3GAL5,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115526,CHST10,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115556,PLCD4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115616,SLC9A2,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,
ENSG00000115652,UXS1,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000115657,ABCB6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115665,SLC5A7,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000115677,HDLBP,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115705,TPO,direct,stable,,stable,,n/a,.,.,,,.,,,1.000000,.,.,,,,.,1.000000,,.,.,,
ENSG00000115758,ODC1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115760,BIRC6,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000115828,QPCT,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000115840,SLC25A12,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115850,LCT,direct,stable,,stable,,n/a,,,1.000000,1.000000,,.,1.000000,,.,.,,,,,1.000000,1.000000,,.,1.000000,
ENSG00000115866,DARS1,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000115884,SDC1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115902,SLC1A4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000115919,KYNU,direct,isolated (likely noise),1/5,isolated (likely noise),1/5,improvement,GR,,0.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116005,PCYOX1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000116039,ATP6V1B1,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,,.,.,,
ENSG00000116096,SPR,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000116120,FARSB,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000116133,DHCR24,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000116157,GPX7,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,,.,.,,
ENSG00000116171,SCP2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000
ENSG00000116199,FAM20B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000116237,ICMT,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000116337,AMPD2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116353,MECR,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,0.999990,1.000000,,,1.000000,1.000000,,,0.999990,1.000000,,,0.999990,1.000000
ENSG00000116459,ATP5PB,direct,stable,,stable,,n/a,ER,ER,0.964945,0.990021,ER,ER|SU,0.802066,0.963916,ER,ER|SU,0.810063,0.992867,ER,ER,0.964980,0.992912,ER|SU,ER,0.972726,0.982773
ENSG00000116514,RNF19B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000116539,ASH1L,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116649,SRM,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116704,SLC35D1,direct,isolated (likely noise),2/5,isolated (likely noise),2/5,improvement,GR,,0.000000,1.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,,0.000000,1.000000
ENSG00000116711,PLA2G4A,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116745,RPE65,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000116748,AMPD1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000116761,CTH,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116771,AGMAT,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,.,.,,,,,1.000000,1.000000,.,,,1.000000
ENSG00000116791,CRYZ,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116906,GNPAT,direct,isolated (likely noise),3/5,isolated (likely noise),3/5,mixed,BS|GR,,0.000000,1.000000,BS|GR,,0.000000,1.000000,,BS|GR,1.000000,0.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000116981,NT5C1A,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000116984,MTR,direct,isolated (likely noise),2/5,stable,,n/a,BS,,1.000000,1.000000,,,1.000000,1.000000,BS,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117009,KMO,direct,stable,,stable,,n/a,GR,.,0.000000,,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,
ENSG00000117054,ACADM,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,BS|SU,BS|SU,1.000000,1.000000
ENSG00000117069,ST6GALNAC5,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000
ENSG00000117115,PADI2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000117118,SDHB,direct,stable,,stable,,n/a,BS|ER|SU,BS|ER|SU,0.988045,0.997791,BS|ER|SU,BS|ER|SU,0.988011,0.998830,BS|ER|SU,ER,0.995879,0.996579,BS|ER|SU,BS|ER|SU,0.988051,0.996599,BS|ER|SU,BS|ER|SU,0.988155,0.995575
ENSG00000117143,UAP1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117215,PLA2G2D,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000117305,HMGCL,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,0.999990,,,1.000000,0.999990,,,1.000000,1.000000
ENSG00000117308,GALE,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117394,SLC2A1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117410,ATP6V0B,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000117411,B4GALT2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117448,AKR1A1,direct,isolated (likely noise),3/5,isolated (likely noise),3/5,mixed,BS|GR,,0.000000,1.000000,BS|GR,,0.000000,1.000000,,BS|GR,1.000000,0.000000,,,1.000000,1.000000,,,1.000000,0.999844
ENSG00000117450,PRDX1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117461,PIK3R3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117479,SLC19A2,direct,stable,,stable,,n/a,,,1.000000,1.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000117480,FAAH,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000,.,.,,
ENSG00000117528,ABCD3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117543,DPH5,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000117592,PRDX6,direct,isolated (likely noise),2/5,stable,,n/a,,,1.000000,1.000000,BS,BS,1.000000,1.000000,BS,,0.999996,1.000000,BS,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117594,HSD11B1,direct,stable,,stable,,n/a,,.,1.000000,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000117600,PLPPR4,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117643,MAN1C1,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000117682,DHDDS,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000117834,SLC5A9,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000117984,CTSD,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000118017,A4GNT,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000118058,KMT2A,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000118094,TREH,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000118160,SLC8A2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000118276,B4GALT6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000
ENSG00000118298,CA14,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000118363,SPCS2,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000118369,USP35,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000118402,ELOVL4,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000118514,ALDH8A1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000118518,RNF146,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000118520,ARG1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000118596,SLC16A7,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000118705,RPN2,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000118777,ABCG2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,.,1.000000,,,,1.000000,1.000000,,.,1.000000,,,,1.000000,1.000000
ENSG00000119013,NDUFB3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000119048,UBE2B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000119125,GDA,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,
ENSG00000119227,PIGZ,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000
ENSG00000119392,GLE1,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000119401,TRIM32,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000119421,NDUFA8,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000119514,GALNT12,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,.,.,,,.,.,,
ENSG00000119523,ALG2,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000119537,KDSR,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,0.999517
ENSG00000119640,ACYP1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000119673,ACOT2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000119689,DLST,direct,stable,,stable,,n/a,ER,ER,1.000000,1.000000,ER,ER,0.988007,0.998826,ER,ER,0.995875,0.996576,ER,ER,1.000000,0.996597,BS|ER|IC|SU,ER|SU,0.988151,0.995571
ENSG00000119711,ALDH6A1,direct,isolated (likely noise),1/5,isolated (likely noise),1/5,regression,BS,,1.000000,1.000000,BS,BS,1.000000,1.000000,,,1.000000,1.000000,BS,GR,1.000000,0.000000,BS,BS,1.000000,1.000000
ENSG00000119723,COQ6,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000119772,DNMT3A,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000119782,FKBP1B,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000119899,SLC17A5,direct,stable,,stable,,n/a,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,.,,,1.000000
ENSG00000119915,ELOVL3,direct,stable,,stable,,n/a,.,.,,,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000,.,.,,
ENSG00000119927,GPAM,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000119938,PPP1R3C,direct,stable,,stable,,n/a,.,.,,,,,1.000000,1.000000,.,.,,,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000120053,GOT1,direct,isolated (likely noise),1/5,stable,,n/a,BS,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000120137,PANK3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000120253,NUP43,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
