mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID	metRetired
"MAM02762s"	"MAM02762"	"prgnlones"	"C18044"	"HMDB00774"	"CHEBI:35420"	"20845972"	"LMST05020009"	""	""	"prgnlones"	"MNXM2275;MNXM91704"	""	"m02762s"
"MAM00407s"	"MAM00407"	""	""	""	""	"152971"	""	"CE1352"	""	"CE1352"	"MNXM468425"	""	"m00407s"
"MAM02473s"	"MAM02473"	"mma"	"C00218"	"HMDB00164"	"CHEBI:16830"	"6329"	""	""	""	"mma"	"MNXM61773"	""	"m02473s"
"MAM02601s"	"MAM02601"	"mhista"	"C05127"	"HMDB00898"	"CHEBI:29009"	"3614"	""	""	""	"mhista"	"MNXM2840"	""	"m02601s"
"MAM00988s"	"MAM00988"	""	""	"HMDB04362"	"CHEBI:58968"	"5283344"	"LMFA06000051"	"CE2006"	""	"CE2006"	"MNXM6110"	""	"m00988s"
"MAM02518s"	"MAM02518"	""	"C01029"	""	""	"123689"	""	""	""	"n8aspmd"	"MNXM1679"	""	"m02518s"
"MAM02603s"	"MAM02603"	""	""	"HMDB03892"	""	"124148"	""	"CE4890"	""	"CE4890"	"MNXM31861"	""	"m02603s"
"MAM02875s"	"MAM02875"	""	"C09642"	"HMDB05199"	"CHEBI:123715"	"54456"	""	""	""	"C09642"	"MNXM9366"	""	"m02875s"
"MAM02803s"	"MAM02803"	"ppp9"	"C02191"	""	"CHEBI:15430"	""	""	""	"HC00905"	"ppp9"	"MNXM346"	""	"m02803s"
"MAM01045s"	"MAM01045"	"mlthf"	"C00143"	""	"CHEBI:1989"	"439175"	""	""	"HC00140"	"mlthf"	"MNXM183"	""	"m01045s"
"MAM03088s"	"MAM03088"	"trypta"	"C00398"	"HMDB00303"	"CHEBI:16765"	"1150"	""	""	""	"trypta"	"MNXM806"	""	"m03088s"
"MAM02891s"	"MAM02891"	"selmeth"	"C05335"	"HMDB03966"	"CHEBI:27585"	"15103"	""	""	""	"selmeth"	"MNXM1676"	""	"m02891s"
"MAM00028s"	"MAM00028"	""	""	""	"CHEBI:81563"	"16061126"	""	"CE7090"	""	"CE7090"	"MNXM33782"	""	"m00028s"
"MAM01039s"	"MAM01039"	""	""	""	""	"1766"	"LMFA03070010"	"CE7085"	""	"CE7085"	"MNXM163687"	""	"m01039s"
"MAM01050s"	"MAM01050"	""	""	""	""	"5283158"	"LMFA03060010"	"CE7096"	""	"CE7096"	"MNXM164329"	""	"m01050s"
"MAM00385s"	"MAM00385"	""	""	""	""	"404025"	""	"CE4877"	""	"CE4877"	"MNXM164061"	""	"m00385s"
"MAM00293s"	"MAM00293"	""	""	""	""	"440862"	"LMFA03030004"	"CE1447"	""	"CE1447"	"MNXM9667"	""	"m00293s"
"MAM02823s"	"MAM02823"	""	"C02953"	"HMDB00038"	"CHEBI:64277"	"252"	""	"CE2705"	""	"CE2705"	"MNXM90267"	""	"m02823s"
"MAM00248s"	"MAM00248"	"13dampp"	"C00986"	"HMDB00002"	"CHEBI:15725"	"428"	""	""	""	"13dampp"	"MNXM146468;MNXM350"	""	"m00248s"
"MAM02117s"	"MAM02117"	"hdd2crn"	""	""	""	"53477817"	""	""	""	"hdd2crn"	"MNXM87615;MNXM9167"	""	"m02117s"
"MAM02503s"	"MAM02503"	""	"C00612"	"HMDB01276"	"CHEBI:17927"	"496"	""	""	""	"N1aspmd"	"MNXM501"	""	"m02503s"
"MAM01110s"	"MAM01110"	""	""	"HMDB01855"	""	"9061"	""	"CE1918"	""	"CE1918"	"MNXM8173"	""	"m01110s"
"MAM00727s"	"MAM00727"	"34dhoxmand"	"C05580"	""	""	"85782"	""	""	"HC01517"	"34dhoxmand"	"MNXM3473;MNXM90911"	""	"m00727s"
"MAM01113s"	"MAM01113"	""	""	"HMDB01896"	"CHEBI:114833"	"12835"	""	"CE6205"	""	"CE6205"	"MNXM14897"	""	"m01113s"
"MAM01417s"	"MAM01417"	"1a25dhvitd3"	"C01673"	"HMDB01903"	"CHEBI:17823"	"5280453"	"LMST03020258"	""	""	"1a25dhvitd3"	"MNXM1042;MNXM9599"	""	"m01417s"
"MAM02181s"	"MAM02181"	""	""	"HMDB00730"	""	"10855600"	""	"CE4969"	""	"CE4969"	"MNXM57844"	""	"m02181s"
"MAM02534s"	"MAM02534"	""	""	""	""	"12035"	""	"CE1310"	""	"CE1310"	"MNXM98606"	""	"m02534s"
"MAM02942s"	"MAM02942"	"sucsal"	"C00232"	"HMDB01259"	"CHEBI:16265"	"1112"	""	""	"HC00210"	"sucsal"	"MNXM172"	""	"m02942s"
"MAM00373s"	"MAM00373"	""	""	""	""	"53480357"	"LMFA03070037"	"CE7081"	""	"CE7081"	"MNXM33481"	""	"m00373s"
"MAM01767s"	"MAM01767"	"egme"	"C12448"	""	"CHEBI:31529"	""	""	""	""	"egme"	"MNXM164755"	""	"m01767s"
"MAM00324s"	"MAM00324"	"12harachd"	""	"HMDB06111"	""	"5312983"	""	""	""	"12harachd"	"MNXM13977"	""	"m00324s"
"MAM00428s"	"MAM00428"	"18harachd"	""	"HMDB06245"	""	"11141754"	""	""	""	"18harachd"	"MNXM14054"	""	"m00428s"
"MAM02933s"	"MAM02933"	"sql"	"C00751"	""	"CHEBI:15440"	"11975273"	"LMPR0106010002"	""	"HC00526"	"sql"	"MNXM292"	""	"m02933s"
"MAM01101s"	"MAM01101"	"5g2oxpt"	"C03771"	"HMDB04225"	"CHEBI:58489"	"558"	""	""	""	"5g2oxpt"	"MNXM1037"	""	"m01101s"
"MAM01660s"	"MAM01660"	"dhea"	"C01227"	"HMDB00077"	"CHEBI:220467"	"9860744"	"LMST02020021"	""	""	"dhea"	"MNXM375"	""	"m01660s"
"MAM01790s"	"MAM01790"	"estrone"	"C00468"	"HMDB00145"	"CHEBI:17263"	"5870"	"LMST02010004"	""	""	"estrone"	"MNXM327"	""	"m01790s"
"MAM00650s"	"MAM00650"	""	"C05298"	"HMDB00343"	"CHEBI:1156"	"440623"	"LMST02010032"	""	""	"C05298"	"MNXM3813"	""	"m00650s"
"MAM01504s"	"MAM01504"	""	"C11251"	""	"CHEBI:3663"	"246520"	"LMST01020005"	""	"HC02020"	"HC02020"	"MNXM163779"	""	"m01504s"
"MAM00610s"	"MAM00610"	"xol24oh"	"C13550"	"HMDB01419"	"CHEBI:34310"	"121948"	"LMST01010019"	""	""	"xol24oh"	"MNXM1055;MNXM9920"	""	"m00610s"
"MAM00623s"	"MAM00623"	"xol27oh"	"C06340"	"HMDB02103"	"CHEBI:387060"	"123976"	"LMST01010057"	""	""	"xol27oh"	"MNXM162720;MNXM610"	""	"m00623s"
"MAM00619s"	"MAM00619"	"xol25oh"	""	""	""	"65094"	"LMST01010018"	""	""	"xol25oh"	"MNXM852"	""	"m00619s"
"MAM01675s"	"MAM01675"	"dsmsterol"	"C01802"	"HMDB02719"	"CHEBI:17737"	"439577"	"LMST01010016"	""	"HC00847"	"dsmsterol"	"MNXM162959;MNXM695"	""	"m01675s"
"MAM01512s"	"MAM01512"	"chsterols"	"C18043"	"HMDB00653"	"CHEBI:41321"	"65076"	"LMST05020016"	""	""	"chsterols"	"MNXM163781;MNXM91512"	""	"m01512s"
"MAM00807s"	"MAM00807"	"3ityr__L"	"C02515"	""	"CHEBI:27847"	"439744"	""	""	""	"3ityr_L"	"MNXM666"	""	"m00807s"
"MAM00739s"	"MAM00739"	"35diotyr"	"C01060"	""	"CHEBI:15768"	"9305"	""	""	""	"35diotyr"	"MNXM163675"	""	"m00739s"
"MAM00350s"	"MAM00350"	"13_cis_retn"	"D00348"	"HMDB06219"	"CHEBI:6067"	"5282379"	"LMPR01090021"	""	""	"13_cis_retn"	"MNXM521;MNXM58377"	""	"m00350s"
"MAM01231s"	"MAM01231"	""	""	""	""	"449171"	""	"CE1617"	""	"CE1617"	"MNXM10472"	""	"m01231s"
"MAM04074s"	"MAM04074"	""	""	""	""	""	""	""	""	"vldl_hs"	""	""	"vldl_hs_s"
"MAM01351s"	"MAM01351"	""	""	""	""	""	"PROTEIN"	""	"HC00005"	"HC00005"	""	""	"m01351s"
"MAM01353s"	"MAM01353"	""	""	""	""	""	"PROTEIN"	""	"HC00006"	"HC00006"	""	""	"m01353s"
"MAM01354s"	"MAM01354"	""	""	""	""	""	"PROTEIN"	""	"HC00007"	"HC00007"	""	""	"m01354s"
"MAM01355s"	"MAM01355"	""	""	""	""	""	"PROTEIN"	""	"HC00008"	"HC00008"	""	""	"m01355s"
"MAM01359s"	"MAM01359"	""	""	""	""	""	"PROTEIN"	""	"HC00009"	"HC00009"	""	""	"m01359s"
"MAM03692s"	"MAM03692"	"idl_hs"	""	""	""	""	""	""	""	"idl_hs"	""	""	"idl_hs_s"
"MAM03710s"	"MAM03710"	"ldl_hs"	""	""	""	""	""	""	""	"ldl_hs"	""	""	"ldl_hs_s"
"MAM03647s"	"MAM03647"	"hdl_hs"	""	""	""	""	""	""	""	"hdl_hs"	""	""	"hdl_hs_s"
"MAM03511s"	"MAM03511"	""	""	""	""	""	""	""	""	"chylo_hs"	""	""	"chylo_hs_s"
"MAM00576s"	"MAM00576"	""	"C00628"	"HMDB00152"	"CHEBI:17189"	"3469"	""	""	"HC00460"	"HC00460"	"MNXM850"	""	"m00576s"
"MAM01839s"	"MAM01839"	"fna5moxam"	"C05642"	"HMDB04259"	""	"171161"	""	""	""	"fna5moxam"	"MNXM163810;MNXM6353"	""	"m01839s"
"MAM02714s"	"MAM02714"	""	"C16845"	"HMDB02179"	"CHEBI:25941"	"104806"	""	"CE5643"	""	"CE5643"	"MNXM6378"	""	"m02714s"
"MAM02134s"	"MAM02134"	""	""	""	""	"134505"	""	"CE1401"	""	"CE1401"	"MNXM59433"	""	"m02134s"
"MAM01927s"	"MAM01927"	"glucys"	"C00669"	"HMDB01049"	"CHEBI:17515"	"123938"	""	""	"HC00487"	"glucys"	"MNXM412"	""	"m01927s"
"MAM02460s"	"MAM02460"	"melatn"	"C01598"	"HMDB01389"	"CHEBI:16796"	"896"	""	""	""	"melatn"	"MNXM1114;MNXM162972"	""	"m02460s"
"MAM01161s"	"MAM01161"	"6hoxmelatn"	"C05643"	"HMDB04081"	"CHEBI:308079"	"1864"	""	""	""	"6hoxmelatn"	"MNXM164382"	""	"m01161s"
"MAM02752s"	"MAM02752"	""	"C10164"	"HMDB02243"	"CHEBI:28747"	"1018"	""	""	""	"C10164"	"MNXM12691;MNXM168895"	""	"m02752s"
"MAM03125s"	"MAM03125"	""	"C05767"	"HMDB00936"	"CHEBI:27484"	""	""	""	""	"C05767"	"MNXM9220"	""	"m03125s"
"MAM02756s"	"MAM02756"	"ppbng"	"C00931"	"HMDB00245"	"CHEBI:17381"	"1021"	""	""	"HC00588"	"ppbng"	"MNXM554"	""	"m02756s"
"MAM02771s"	"MAM02771"	"12ppd__R"	"C00583"	"HMDB01881"	"CHEBI:16997"	"1030"	""	""	""	"12ppd_R"	"MNXM1118;MNXM1255;MNXM90191"	""	"m02771s"
"MAM02870s"	"MAM02870"	"ametam"	"C01137"	"HMDB00988"	"CHEBI:15625"	"439415"	""	""	"HC00683"	"ametam"	"MNXM321"	""	"m02870s"
"MAM02425s"	"MAM02425"	"xylu__L"	"C00312"	"HMDB00751"	"CHEBI:17399"	"22253"	""	""	"HC00267"	"xylu_L"	"MNXM597"	""	"m02425s"
"MAM01759s"	"MAM01759"	"xylu__D"	"C00310"	"HMDB01644"	"CHEBI:17140"	"5289590"	""	""	""	"xylu_D"	"MNXM597"	""	"m01759s"
"MAM02441s"	"MAM02441"	""	"C19440"	"HMDB06112"	"CHEBI:566274"	"10964"	""	"CE0737"	""	"CE0737"	"MNXM61004"	""	"m02441s"
"MAM02166s"	"MAM02166"	"im4ac"	"C02835"	"HMDB02024"	"CHEBI:16974"	"96215"	""	""	""	"im4ac"	"MNXM1330"	""	"m02166s"
"MAM01332s"	"MAM01332"	"aact"	"C01888"	""	""	"215"	""	""	""	"aact"	"MNXM1106"	""	"m01332s"
"MAM02927s"	"MAM02927"	"sphgn"	"C00836"	"HMDB00269"	"CHEBI:16566"	"91486"	"LMSP01020001"	""	"HC00556"	"sphgn"	"MNXM302"	""	"m02927s"
"MAM00635s"	"MAM00635"	""	"C13856"	"HMDB04666"	"CHEBI:52392"	"5282280"	"LMGL01010023"	""	""	"C13856"	"MNXM1167"	""	"m00635s"
"MAM02766s"	"MAM02766"	"prist"	""	"HMDB00795"	"CHEBI:51340"	"123929"	"LMPR0104010022"	"CE0932"	""	"prist"	"MNXM3342;MNXM7698"	""	"m02766s"
"MAM00314s"	"MAM00314"	""	"C14829"	"HMDB04705"	""	"10236635"	""	"CE2049"	""	"CE2049"	"MNXM163104"	""	"m00314s"
"MAM01220s"	"MAM01220"	""	"C14828"	"HMDB04704"	""	"9966640"	""	"CE2047"	""	"CE2047"	"MNXM93048"	""	"m01220s"
"MAM01841s"	"MAM01841"	"fdp"	"C00354"	""	"CHEBI:16905"	"172313"	""	""	"HC00300"	"fdp"	"MNXM417"	""	"m01841s"
"MAM01601s"	"MAM01601"	"coke"	"C01416"	""	"CHEBI:27958"	"446220"	""	""	""	"coke"	"MNXM167466"	""	"m01601s"
"MAM01073s"	"MAM01073"	"5a2opntn"	"C01110"	"HMDB06272"	"CHEBI:49268"	"439402"	""	""	""	"5a2opntn"	"MNXM1714"	""	"m01073s"
"MAM03565s"	"MAM03565"	"dopa4sf"	""	""	""	""	""	""	""	"dopa4sf"	""	""	"dopa4sf_s"
"MAM03564s"	"MAM03564"	"dopa4glcur"	""	""	""	""	""	""	""	"dopa4glcur"	""	""	"dopa4glcur_s"
"MAM03563s"	"MAM03563"	"dopa3glcur"	""	""	""	""	""	""	""	"dopa3glcur"	""	""	"dopa3glcur_s"
"MAM01139s"	"MAM01139"	""	""	""	""	""	""	"CE5026"	""	"CE5026"	"MNXM164352"	""	"m01139s"
"MAM03282s"	"MAM03282"	"5cysgly34dhphe"	""	""	""	""	""	""	""	"5cysgly34dhphe"	""	""	"5cysgly34dhphe_s"
"MAM01134s"	"MAM01134"	""	"C17935"	""	""	"10663203"	""	"CE1261"	""	"CE1261"	"MNXM11234"	""	"m01134s"
"MAM03270s"	"MAM03270"	"4glu56dihdind"	""	""	""	""	""	""	""	"4glu56dihdind"	""	""	"4glu56dihdind_s"
"MAM03281s"	"MAM03281"	"5cysdopa"	""	""	""	""	""	""	""	"5cysdopa"	""	""	"5cysdopa_s"
"MAM01138s"	"MAM01138"	""	""	""	""	""	""	"CE5025"	""	"CE5025"	"MNXM164351"	""	"m01138s"
"MAM01154s"	"MAM01154"	""	""	"HMDB06044"	"CHEBI:110006"	"36937"	""	"CE2172"	""	"CE2172"	"MNXM166603"	""	"m01154s"
"MAM00231s"	"MAM00231"	""	""	""	""	""	""	"CE5629"	""	"CE5629"	"MNXM32113"	""	"m00231s"
"MAM03586s"	"MAM03586"	"galgluside_hs"	""	""	""	""	""	""	""	"galgluside_hs"	"MNXM90540"	""	"galgluside_hs_s"
"MAM01947s"	"MAM01947"	"gd3_hs"	"C06133"	""	"CHEBI:28424"	""	""	""	""	"gd3_hs"	"MNXM6274"	""	"m01947s"
"MAM02015s"	"MAM02015"	"gm3_hs"	"C04730"	""	"CHEBI:15681"	""	"LMSP0601AJ00"	""	""	"gm3_hs"	"MNXM8636"	""	"m02015s"
"MAM01904s"	"MAM01904"	"ga1_hs"	"C06136"	""	"G00124"	""	""	""	""	"ga1_hs"	"MNXM92326"	""	"m01904s"
"MAM02009s"	"MAM02009"	"gm1a_hs"	""	""	""	""	""	""	""	"gm1a_hs"	"MNXM92361"	""	"m02009s"
"MAM02014s"	"MAM02014"	"gm2a_hs"	""	""	""	""	""	""	""	"gm2a_hs"	"MNXM92362"	""	"m02014s"
"MAM03635s"	"MAM03635"	"gm1_hs"	"C04911"	"HMDB00117"	"CHEBI:18216"	""	""	""	""	"gm1_hs"	"MNXM11641"	""	"gm1_hs_s"
"MAM02010s"	"MAM02010"	"gm1b_hs"	"G00125"	""	""	""	""	""	""	"gm1b_hs"	"MNXM8685"	""	"m02010s"
"MAM01941s"	"MAM01941"	"gd1a_hs"	"C04927"	""	"CHEBI:18163"	""	""	""	""	"gd1a_hs"	"MNXM8637"	""	"m01941s"
"MAM01943s"	"MAM01943"	"gd1b_hs"	"C06141"	""	"CHEBI:28175"	""	""	""	""	"gd1b_hs"	"MNXM11645"	""	"m01943s"
"MAM02030s"	"MAM02030"	"gt1b_hs"	"C06140"	""	"CHEBI:28058"	""	""	""	""	"gt1b_hs"	"MNXM8695"	""	"m02030s"
"MAM01946s"	"MAM01946"	"gd2_hs"	"C06134"	""	"CHEBI:28648"	""	""	""	""	"gd2_hs"	"MNXM11646"	""	"m01946s"
"MAM01592s"	"MAM01592"	"cmpacna"	"C00128"	""	"CHEBI:16556"	""	""	""	"HC00126"	"cmpacna"	"MNXM141"	""	"m01592s"
"MAM03197s"	"MAM03197"	"34dhpe"	""	""	""	""	""	""	""	"34dhpe"	""	""	"34dhpe_s"
"MAM00517s"	"MAM00517"	"12dhchol"	""	""	""	""	""	""	""	"12dhchol"	""	""	"12dhchol_s"
"MAM03206s"	"MAM03206"	"3dhcdchol"	""	""	""	""	""	""	""	"3dhcdchol"	""	""	"3dhcdchol_s"
"MAM03207s"	"MAM03207"	"3dhchol"	""	""	""	""	""	""	""	"3dhchol"	""	""	"3dhchol_s"
"MAM03208s"	"MAM03208"	"3dhdchol"	""	""	""	""	""	""	""	"3dhdchol"	""	""	"3dhdchol_s"
"MAM03209s"	"MAM03209"	"3dhlchol"	""	""	""	""	""	""	""	"3dhlchol"	""	""	"3dhlchol_s"
"MAM03310s"	"MAM03310"	"7dhcdchol"	""	""	""	""	""	""	""	"7dhcdchol"	""	""	"7dhcdchol_s"
"MAM03311s"	"MAM03311"	"7dhchol"	""	""	""	""	""	""	""	"7dhchol"	""	""	"7dhchol_s"
"MAM03503s"	"MAM03503"	"ca24g"	""	""	""	""	""	""	""	"ca24g"	""	""	"ca24g_s"
"MAM03504s"	"MAM03504"	"ca3s"	""	""	""	""	""	""	""	"ca3s"	""	""	"ca3s_s"
"MAM03508s"	"MAM03508"	"cdca24g"	""	""	""	""	""	""	""	"cdca24g"	""	""	"cdca24g_s"
"MAM03509s"	"MAM03509"	"cdca3g"	""	""	""	""	""	""	""	"cdca3g"	""	""	"cdca3g_s"
"MAM03512s"	"MAM03512"	"coprost"	""	""	""	""	""	""	""	"coprost"	""	""	"coprost_s"
"MAM03536s"	"MAM03536"	"dca24g"	""	""	""	""	""	""	""	"dca24g"	""	""	"dca24g_s"
"MAM03537s"	"MAM03537"	"dca3g"	""	"HMDB02596"	""	""	""	""	""	"dca3g"	""	""	"dca3g_s"
"MAM03538s"	"MAM03538"	"dca3s"	""	""	""	""	""	""	""	"dca3s"	""	""	"dca3s_s"
"MAM03587s"	"MAM03587"	"gca3s"	""	""	""	""	""	""	""	"gca3s"	""	""	"gca3s_s"
"MAM03588s"	"MAM03588"	"gcdca3s"	""	""	""	""	""	""	""	"gcdca3s"	""	""	"gcdca3s_s"
"MAM03589s"	"MAM03589"	"gdca3s"	""	""	""	""	""	""	""	"gdca3s"	""	""	"gdca3s_s"
"MAM03637s"	"MAM03637"	"gudca3s"	""	""	""	""	""	""	""	"gudca3s"	""	""	"gudca3s_s"
"MAM03642s"	"MAM03642"	"hca24g"	""	""	""	""	""	""	""	"hca24g"	""	""	"hca24g_s"
"MAM03643s"	"MAM03643"	"hca6g"	""	""	""	""	""	""	""	"hca6g"	""	""	"hca6g_s"
"MAM03644s"	"MAM03644"	"hdca24g"	""	""	""	""	""	""	""	"hdca24g"	""	""	"hdca24g_s"
"MAM03645s"	"MAM03645"	"hdca6g"	""	""	""	""	""	""	""	"hdca6g"	""	""	"hdca6g_s"
"MAM03685s"	"MAM03685"	"hyochol"	"C17649"	"HMDB00760"	"CHEBI:81244"	"96023992"	""	""	""	"hyochol"	""	""	"hyochol_s"
"MAM03691s"	"MAM03691"	"icdchol"	""	""	""	""	""	""	""	"icdchol"	""	""	"icdchol_s"
"MAM03704s"	"MAM03704"	"isochol"	""	""	""	""	""	""	""	"isochol"	""	""	"isochol_s"
"MAM03707s"	"MAM03707"	"lca24g"	""	""	""	""	""	""	""	"lca24g"	""	""	"lca24g_s"
"MAM03708s"	"MAM03708"	"lca3g"	""	""	""	""	""	""	""	"lca3g"	""	""	"lca3g_s"
"MAM03709s"	"MAM03709"	"lca3s"	""	""	""	""	""	""	""	"lca3s"	""	""	"lca3s_s"
"MAM03962s"	"MAM03962"	"tca3s"	""	""	""	""	""	""	""	"tca3s"	""	""	"tca3s_s"
"MAM03963s"	"MAM03963"	"tcdca3s"	""	""	""	""	""	""	""	"tcdca3s"	""	""	"tcdca3s_s"
"MAM03965s"	"MAM03965"	"tdca3s"	""	""	""	""	""	""	""	"tdca3s"	""	""	"tdca3s_s"
"MAM03996s"	"MAM03996"	"thyochol"	"C15516"	"HMDB11637"	"CHEBI:52022"	"17396508"	""	""	""	"thyochol"	""	""	"thyochol_s"
"MAM04042s"	"MAM04042"	"tudca3s"	""	""	""	""	""	""	""	"tudca3s"	""	""	"tudca3s_s"
"MAM04057s"	"MAM04057"	"uchol"	""	""	""	""	""	""	""	"uchol"	""	""	"uchol_s"
"MAM04058s"	"MAM04058"	"udca3s"	""	""	""	""	""	""	""	"udca3s"	""	""	"udca3s_s"
"MAM01817s"	"MAM01817"	"12htacr"	""	""	""	""	""	""	""	"12htacr"	""	""	"12htacr_s"
"MAM01818s"	"MAM01818"	"1331tacr"	""	""	""	""	""	""	""	"1331tacr"	""	""	"1331tacr_s"
"MAM01875s"	"MAM01875"	"13dmt"	""	""	""	""	""	""	""	"13dmt"	""	""	"13dmt_s"
"MAM01888s"	"MAM01888"	"14hmdz"	""	""	""	""	""	""	""	"14hmdz"	""	""	"14hmdz_s"
"MAM01889s"	"MAM01889"	"1513tacr"	""	""	""	""	""	""	""	"1513tacr"	""	""	"1513tacr_s"
"MAM01890s"	"MAM01890"	"1531tacr"	""	""	""	""	""	""	""	"1531tacr"	""	""	"1531tacr_s"
"MAM01891s"	"MAM01891"	"15dmt"	""	""	""	""	""	""	""	"15dmt"	""	""	"15dmt_s"
"MAM01901s"	"MAM01901"	""	""	""	""	""	""	""	""	"1hibupglu_S"	""	""	"1hibupglu_S_s"
"MAM01894s"	"MAM01894"	""	""	""	""	""	""	""	""	"1hibup_S"	""	""	"1hibup_S_s"
"MAM01902s"	"MAM01902"	"1hmdgluc"	""	""	""	""	""	""	""	"1hmdgluc"	""	""	"1hmdgluc_s"
"MAM01903s"	"MAM01903"	"1ohmdz"	""	""	""	""	""	""	""	"1ohmdz"	""	""	"1ohmdz_s"
"MAM03178s"	"MAM03178"	"2hatvacidgluc"	""	""	""	""	""	""	""	"2hatvacidgluc"	""	""	"2hatvacidgluc_s"
"MAM03177s"	"MAM03177"	"2hatvacid"	""	""	""	""	""	""	""	"2hatvacid"	""	""	"2hatvacid_s"
"MAM03180s"	"MAM03180"	"2hatvlacgluc"	""	""	""	""	""	""	""	"2hatvlacgluc"	""	""	"2hatvlacgluc_s"
"MAM03179s"	"MAM03179"	"2hatvlac"	""	""	""	""	""	""	""	"2hatvlac"	""	""	"2hatvlac_s"
"MAM03185s"	"MAM03185"	""	""	""	""	""	""	""	""	"2hibupglu_S"	""	""	"2hibupglu_S_s"
"MAM03183s"	"MAM03183"	""	""	""	""	""	""	""	""	"2hibup_R"	""	""	"2hibup_R_s"
"MAM03184s"	"MAM03184"	""	""	""	""	""	""	""	""	"2hibup_S"	""	""	"2hibup_S_s"
"MAM03196s"	"MAM03196"	"31dmt"	""	""	""	""	""	""	""	"31dmt"	""	""	"31dmt_s"
"MAM03198s"	"MAM03198"	"35dhpvs"	""	""	""	""	""	""	""	"35dhpvs"	""	""	"35dhpvs_s"
"MAM03199s"	"MAM03199"	"35dsmv"	""	""	""	""	""	""	""	"35dsmv"	""	""	"35dsmv_s"
"MAM03225s"	"MAM03225"	""	""	""	""	""	""	""	""	"3hibupglu_S"	""	""	"3hibupglu_S_s"
"MAM03223s"	"MAM03223"	""	""	""	""	""	""	""	""	"3hibup_R"	""	""	"3hibup_R_s"
"MAM03224s"	"MAM03224"	""	""	""	""	""	""	""	""	"3hibup_S"	""	""	"3hibup_S_s"
"MAM03229s"	"MAM03229"	"3hlvstacid"	""	""	""	""	""	""	""	"3hlvstacid"	""	""	"3hlvstacid_s"
"MAM03236p"	"MAM03236"	"3hpvscoa"	""	""	""	""	""	""	""	"3hpvscoa"	""	""	"3hpvscoa_p"
"MAM03238p"	"MAM03238"	"3hpvstetcoa"	""	""	""	""	""	""	""	"3hpvstetcoa"	""	""	"3hpvstetcoa_p"
"MAM03237s"	"MAM03237"	"3hpvstet"	""	""	""	""	""	""	""	"3hpvstet"	""	""	"3hpvstet_s"
"MAM03235s"	"MAM03235"	"3hpvs"	""	""	""	""	""	""	""	"3hpvs"	""	""	"3hpvs_s"
"MAM03240s"	"MAM03240"	"3hsmvacid"	""	""	""	""	""	""	""	"3hsmvacid"	""	""	"3hsmvacid_s"
"MAM03241s"	"MAM03241"	"3ispvs"	""	""	""	""	""	""	""	"3ispvs"	""	""	"3ispvs_s"
"MAM03256s"	"MAM03256"	"3ohacmp"	""	""	""	""	""	""	""	"3ohacmp"	""	""	"3ohacmp_s"
"MAM03269s"	"MAM03269"	"4bhglz"	""	""	""	""	""	""	""	"4bhglz"	""	""	"4bhglz_s"
"MAM03271s"	"MAM03271"	"4hatvacid"	""	""	""	""	""	""	""	"4hatvacid"	""	""	"4hatvacid_s"
"MAM03272s"	"MAM03272"	"4hatvlac"	""	""	""	""	""	""	""	"4hatvlac"	""	""	"4hatvlac_s"
"MAM03275s"	"MAM03275"	"4hmdgluc"	""	""	""	""	""	""	""	"4hmdgluc"	""	""	"4hmdgluc_s"
"MAM03278s"	"MAM03278"	"4ohmdz"	""	""	""	""	""	""	""	"4ohmdz"	""	""	"4ohmdz_s"
"MAM03279s"	"MAM03279"	"56dhpvs"	""	""	""	""	""	""	""	"56dhpvs"	""	""	"56dhpvs_s"
"MAM03280s"	"MAM03280"	"56eppvs"	""	""	""	""	""	""	""	"56eppvs"	""	""	"56eppvs_s"
"MAM03286s"	"MAM03286"	"5ohfvsglu"	""	""	""	""	""	""	""	"5ohfvsglu"	""	""	"5ohfvsglu_s"
"MAM03285s"	"MAM03285"	"5ohfvs"	""	""	""	""	""	""	""	"5ohfvs"	""	""	"5ohfvs_s"
"MAM03289s"	"MAM03289"	"6ahglz"	""	""	""	""	""	""	""	"6ahglz"	""	""	"6ahglz_s"
"MAM03290s"	"MAM03290"	"6bhglz"	""	""	""	""	""	""	""	"6bhglz"	""	""	"6bhglz_s"
"MAM03291s"	"MAM03291"	"6bhglzglc"	""	""	""	""	""	""	""	"6bhglzglc"	""	""	"6bhglzglc_s"
"MAM03293s"	"MAM03293"	"6csmvacid"	""	""	""	""	""	""	""	"6csmvacid"	""	""	"6csmvacid_s"
"MAM03294s"	"MAM03294"	"6epvs"	""	""	""	""	""	""	""	"6epvs"	""	""	"6epvs_s"
"MAM03296s"	"MAM03296"	"6hlvst"	""	""	""	""	""	""	""	"6hlvst"	""	""	"6hlvst_s"
"MAM03299s"	"MAM03299"	"6hmsmvacid"	""	""	""	""	""	""	""	"6hmsmvacid"	""	""	"6hmsmvacid_s"
"MAM03301s"	"MAM03301"	"6hsmvacid"	""	""	""	""	""	""	""	"6hsmvacid"	""	""	"6hsmvacid_s"
"MAM03302s"	"MAM03302"	"6melvacid"	""	""	""	""	""	""	""	"6melvacid"	""	""	"6melvacid_s"
