rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnRheaID	rxnRheaMasterID	rxnRetired
"MAR02254"	""	""	""	""	""	"HMR_2254"	""	"HMR_2254"	"RCR11826"	""	0	""	""	"HMR_2254"
"MAR02255"	""	""	""	""	""	"HMR_2255"	""	"HMR_2255"	"RCR11827"	""	0	""	""	"HMR_2255"
"MAR02256"	""	""	""	""	""	"HMR_2256"	""	"HMR_2256"	"RCR11828"	""	0	""	""	"HMR_2256"
"MAR02257"	""	""	""	""	""	"HMR_2257"	""	"HMR_2257"	"RCR11829"	""	0	""	""	"HMR_2257"
"MAR02305"	""	""	"RE3224C"	""	""	"RE3224C"	"MNXR103830"	"HMR_2305"	"RCR11830"	""	0	""	""	"HMR_2305"
"MAR02307"	""	""	"RE3227C"	""	""	"RE3227C"	"MNXR103833"	"HMR_2307"	"RCR11831"	""	0	""	""	"HMR_2307"
"MAR02309"	""	""	"RE3228C"	""	""	"RE3228C"	"MNXR103834"	"HMR_2309"	"RCR11832"	""	0	""	""	"HMR_2309"
"MAR02311"	""	""	"RE3229C"	""	""	"RE3229C"	"MNXR103835"	"HMR_2311"	"RCR11833"	""	0	""	""	"HMR_2311"
"MAR02315"	""	""	"RE3225C"	""	""	"RE3225C"	"MNXR103831"	"HMR_2315"	"RCR11834"	""	0	""	""	"HMR_2315"
"MAR02317"	""	""	"RE3230C"	""	""	"RE3230C"	"MNXR103836"	"HMR_2317"	"RCR11835"	""	0	""	""	"HMR_2317"
"MAR02319"	""	""	"RE3231C"	""	""	"RE3231C"	"MNXR103837"	"HMR_2319"	"RCR11836"	""	0	""	""	"HMR_2319"
"MAR02321"	""	""	"RE3232C"	""	""	"RE3232C"	"MNXR103838"	"HMR_2321"	"RCR11837"	""	0	""	""	"HMR_2321"
"MAR02324"	""	""	"RE3226C"	""	""	"RE3226C"	"MNXR103832"	"HMR_2324"	"RCR11838"	""	0	""	""	"HMR_2324"
"MAR02326"	""	""	"RE3234C"	""	""	"RE3234C"	"MNXR103840"	"HMR_2326"	"RCR11839"	""	0	""	""	"HMR_2326"
"MAR02328"	""	""	"RE3235C"	""	""	"RE3235C"	"MNXR103841"	"HMR_2328"	"RCR11840"	""	0	""	""	"HMR_2328"
"MAR02330"	""	""	"RE3236C"	""	""	"RE3236C"	"MNXR103842"	"HMR_2330"	"RCR11841"	""	0	""	""	"HMR_2330"
"MAR02332"	""	""	""	""	""	"HMR_2332"	""	"HMR_2332"	"RCR11842"	""	0	""	""	"HMR_2332"
"MAR02334"	""	""	""	""	""	"HMR_2334"	""	"HMR_2334"	"RCR11843"	""	0	""	""	"HMR_2334"
"MAR02336"	""	""	""	""	""	"HMR_2336"	""	"HMR_2336"	"RCR11844"	""	0	""	""	"HMR_2336"
"MAR02338"	""	""	""	""	""	"HMR_2338"	""	"HMR_2338"	"RCR11845"	""	0	""	""	"HMR_2338"
"MAR02342"	""	""	""	""	""	"HMR_2342"	""	"HMR_2342"	"RCR11846"	""	0	""	""	"HMR_2342"
"MAR02343"	""	""	""	""	""	"HMR_2343"	""	"HMR_2343"	"RCR11847"	""	0	""	""	"HMR_2343"
"MAR02344"	""	""	""	""	""	"HMR_2344"	""	"HMR_2344"	"RCR11848"	""	0	""	""	"HMR_2344"
"MAR02345"	""	""	""	""	""	"HMR_2345"	""	"HMR_2345"	"RCR11849"	""	0	""	""	"HMR_2345"
"MAR02347"	""	""	""	""	""	"HMR_2347"	""	"HMR_2347"	"RCR11850"	""	0	""	""	"HMR_2347"
"MAR02348"	""	""	""	""	""	"HMR_2348"	""	"HMR_2348"	"RCR11851"	""	0	""	""	"HMR_2348"
"MAR02349"	""	""	""	""	""	"HMR_2349"	""	"HMR_2349"	"RCR11852"	""	0	""	""	"HMR_2349"
"MAR02350"	""	""	""	""	""	"HMR_2350"	""	"HMR_2350"	"RCR11853"	""	0	""	""	"HMR_2350"
"MAR02353"	""	""	""	""	""	"HMR_2353"	""	"HMR_2353"	"RCR11854"	""	0	""	""	"HMR_2353"
"MAR02354"	""	""	""	""	""	"HMR_2354"	""	"HMR_2354"	"RCR11855"	""	0	""	""	"HMR_2354"
"MAR02355"	""	""	""	""	""	"HMR_2355"	""	"HMR_2355"	"RCR11856"	""	0	""	""	"HMR_2355"
"MAR02356"	""	""	""	""	""	"HMR_2356"	""	"HMR_2356"	"RCR11857"	""	0	""	""	"HMR_2356"
"MAR02361"	""	""	""	""	""	"HMR_2361"	""	"HMR_2361"	"RCR11858"	""	0	""	""	"HMR_2361"
"MAR02362"	""	""	""	""	""	"HMR_2362"	""	"HMR_2362"	"RCR11859"	""	0	""	""	"HMR_2362"
"MAR02363"	""	""	""	""	""	"HMR_2363"	""	"HMR_2363"	"RCR11860"	""	0	""	""	"HMR_2363"
"MAR02364"	""	""	""	""	""	"HMR_2364"	""	"HMR_2364"	"RCR11861"	""	0	""	""	"HMR_2364"
"MAR02190"	"R07758"	""	""	""	"R-HSA-548814"	"HMR_2190"	"MNXR124433"	"HMR_2190"	"RCR11862"	""	0	""	""	"HMR_2190"
"MAR02191"	"R07759"	""	"RE0581C"	""	"R-HSA-548818"	"RE0581C"	"MNXR103465"	"HMR_2191"	"RCR11863"	""	0	"RHEA:35301"	"RHEA:35299"	"HMR_2191"
"MAR02193"	"R07760"	""	""	""	""	"HMR_2193"	""	"HMR_2193"	"RCR11864"	""	0	"RHEA:35348"	"RHEA:35347"	"HMR_2193"
"MAR02194"	"R07761"	""	""	""	"R-HSA-548831"	"RE0583C"	"MNXR97895"	"HMR_2194"	"RCR11865"	""	0	""	""	"HMR_2194"
"MAR02201"	""	""	"RE0565C"	""	""	"RE0565C"	"MNXR103450"	"HMR_2201"	"RCR11866"	""	0	""	""	"HMR_2201"
"MAR02202"	""	""	"RE0566C"	""	""	"RE0566C"	"MNXR103451"	"HMR_2202"	"RCR11867"	""	0	""	""	"HMR_2202"
"MAR02203"	""	""	"RE0567C"	""	""	"RE0567C"	"MNXR103452"	"HMR_2203"	"RCR11868"	""	0	""	""	"HMR_2203"
"MAR02204"	""	""	"RE0568C"	""	""	"RE0568C"	"MNXR103453"	"HMR_2204"	"RCR11869"	""	0	"RHEA:39180"	"RHEA:39179"	"HMR_2204"
"MAR02205"	""	""	"RE0569C"	""	""	"RE0569C"	"MNXR103454"	"HMR_2205"	"RCR11870"	""	0	"RHEA:35328"	"RHEA:35327"	"HMR_2205"
"MAR02208"	""	""	"RE0570C"	""	""	"RE0570C"	"MNXR103455"	"HMR_2208"	"RCR11871"	""	0	"RHEA:35345"	"RHEA:35343"	"HMR_2208"
"MAR02209"	""	""	"RE0571C"	""	""	"RE0571C"	"MNXR103456"	"HMR_2209"	"RCR11872"	""	0	""	""	"HMR_2209"
"MAR02210"	""	""	"RE0572N"	""	""	"HMR_2210"	"MNXR103457"	"HMR_2210"	"RCR11873"	""	0	"RHEA:39192"	"RHEA:39191"	"HMR_2210"
"MAR02211"	""	""	"RE0573N"	""	""	"HMR_2211"	"MNXR103458"	"HMR_2211"	"RCR11874"	""	0	"RHEA:36508"	"RHEA:36507"	"HMR_2211"
"MAR02212"	""	""	"RE0574C"	""	""	"RE0574C"	"MNXR103459"	"HMR_2212"	"RCR11875"	""	0	""	""	"HMR_2212"
"MAR02213"	""	""	"RE0575C"	""	""	"RE0575C"	"MNXR103460"	"HMR_2213"	"RCR11876"	""	0	""	""	"HMR_2213"
"MAR02214"	""	""	"RE0576C"	""	""	"RE0576C"	"MNXR103461"	"HMR_2214"	"RCR11877"	""	0	"RHEA:39204"	"RHEA:39203"	"HMR_2214"
"MAR02215"	""	""	""	""	""	"HMR_2215"	""	"HMR_2215"	"RCR11878"	""	0	"RHEA:36516"	"RHEA:36515"	"HMR_2215"
"MAR02217"	""	""	""	""	""	"HMR_2217"	""	"HMR_2217"	"RCR11879"	""	0	""	""	"HMR_2217"
"MAR02218"	""	""	""	""	""	"HMR_2218"	""	"HMR_2218"	"RCR11880"	""	0	""	""	"HMR_2218"
"MAR02219"	""	""	""	""	""	"HMR_2219"	""	"HMR_2219"	"RCR11881"	""	0	"RHEA:39216"	"RHEA:39215"	"HMR_2219"
"MAR02259"	""	""	""	""	""	"HMR_2259"	""	"HMR_2259"	"RCR11882"	""	0	""	""	"HMR_2259"
"MAR02260"	""	""	""	""	""	"HMR_2260"	""	"HMR_2260"	"RCR11883"	""	0	""	""	"HMR_2260"
"MAR02261"	""	""	""	""	""	"HMR_2261"	""	"HMR_2261"	"RCR11884"	""	0	""	""	"HMR_2261"
"MAR02262"	""	""	""	""	""	"HMR_2262"	""	"HMR_2262"	"RCR11885"	""	0	""	""	"HMR_2262"
"MAR02263"	""	""	""	""	""	"HMR_2263"	""	"HMR_2263"	"RCR11886"	""	0	""	""	"HMR_2263"
"MAR02264"	""	""	""	""	""	"HMR_2264"	""	"HMR_2264"	"RCR11887"	""	0	""	""	"HMR_2264"
"MAR02265"	""	""	""	""	""	"HMR_2265"	""	"HMR_2265"	"RCR11888"	""	0	""	""	"HMR_2265"
"MAR02266"	""	""	""	""	""	"HMR_2266"	""	"HMR_2266"	"RCR11889"	""	0	""	""	"HMR_2266"
"MAR02267"	""	""	""	""	""	"HMR_2267"	""	"HMR_2267"	"RCR11890"	""	0	""	""	"HMR_2267"
"MAR02268"	""	""	""	""	""	"HMR_2268"	""	"HMR_2268"	"RCR11891"	""	0	""	""	"HMR_2268"
"MAR02269"	""	""	""	""	""	"HMR_2269"	""	"HMR_2269"	"RCR11892"	""	0	""	""	"HMR_2269"
"MAR02270"	""	""	""	""	""	"HMR_2270"	""	"HMR_2270"	"RCR11893"	""	0	""	""	"HMR_2270"
"MAR02281"	""	"HMR_2281"	""	""	""	"HMR_2281"	""	"HMR_2281"	"RCR11894"	""	0	""	""	"HMR_2281"
"MAR02282"	""	""	""	""	""	"HMR_2282"	""	"HMR_2282"	"RCR11895"	""	0	""	""	"HMR_2282"
"MAR02284"	""	""	""	""	""	"HMR_2284"	""	"HMR_2284"	"RCR11896"	""	0	""	""	"HMR_2284"
"MAR02286"	""	"DESAT16"	""	""	""	"HMR_2286"	""	"HMR_2286"	"RCR11897"	""	0	""	""	"HMR_2286"
"MAR02287"	""	"HMR_2287"	""	""	""	"HMR_2287"	""	"HMR_2287"	"RCR11898"	""	0	""	""	"HMR_2287"
"MAR02292"	""	"HMR_2292"	""	""	""	"HMR_2292"	""	"HMR_2292"	"RCR11899"	""	0	""	""	"HMR_2292"
"MAR02293"	""	"HMR_2293"	""	""	""	"HMR_2293"	""	"HMR_2293"	"RCR11900"	""	0	""	""	"HMR_2293"
"MAR02294"	""	"DESAT18"	""	""	""	"HMR_2294"	""	"HMR_2294"	"RCR11901"	""	0	""	""	"HMR_2294"
"MAR02295"	""	""	""	""	""	"HMR_2295"	""	"HMR_2295"	"RCR11902"	""	0	""	""	"HMR_2295"
"MAR02296"	""	""	""	""	""	"HMR_2296"	""	"HMR_2296"	"RCR11903"	""	0	""	""	"HMR_2296"
"MAR02359"	""	""	""	""	""	"HMR_2359"	""	"HMR_2359"	"RCR11904"	""	0	""	""	"HMR_2359"
"MAR02365"	""	""	""	""	""	"HMR_2365"	""	"HMR_2365"	"RCR11905"	""	0	""	""	"HMR_2365"
"MAR02288"	""	""	""	""	""	"HMR_2288"	""	"HMR_2288"	"RCR11906"	""	0	""	""	"HMR_2288"
"MAR02289"	""	"HMR_2289"	""	""	""	"HMR_2289"	""	"HMR_2289"	"RCR11907"	""	0	""	""	"HMR_2289"
"MAR00709"	"R01274"	"PTE2x"	"R01274X"	"r0307"	""	"PTE2x"	"MNXR99131"	"HMR_0709"	"RCR10356"	""	0	""	""	"HMR_0709"
"MAR02150"	"R01624"	"ACOATA"	"R01624C"	"r0367"	""	"ACOATA"	"MNXR95376"	"HMR_2150"	"RCR11908"	""	0	""	""	"HMR_2150"
"MAR02151"	"R01626"	"MCOATA"	"R01626C"	"r0369"	""	"MCOATA"	"MNXR101421"	"HMR_2151"	"RCR10357"	""	0	""	""	"HMR_2151"
"MAR02172"	"R04014"	""	""	""	""	"FA120ACPH"	"MNXR108591"	"HMR_2172"	"RCR11909"	""	0	""	""	"HMR_2172"
"MAR02177"	"R08159"	""	""	""	""	"FA140ACPH"	"MNXR111736"	"HMR_2177"	"RCR11910"	""	0	""	""	"HMR_2177"
"MAR02182"	"R01706"	"FA160ACPHi"	"R01706C"	"r0387"	""	"FA160ACPH"	"MNXR107135;MNXR99097"	"HMR_2182"	"RCR11911"	""	0	""	""	"HMR_2182"
"MAR02248"	""	""	""	""	""	"HMR_2248"	""	"HMR_2248"	"RCR11912"	""	0	""	""	"HMR_2248"
"MAR02253"	""	""	""	""	""	"HMR_2253"	""	"HMR_2253"	"RCR11913"	""	0	""	""	"HMR_2253"
"MAR02258"	""	""	""	""	""	"HMR_2258"	""	"HMR_2258"	"RCR11914"	""	0	""	""	"HMR_2258"
"MAR02437"	"R07057"	""	"R07057C"	""	""	"HMR_2437"	"MNXR110767"	"HMR_2437"	"RCR11915"	""	0	""	""	"HMR_2437"
"MAR02438"	""	""	"RE3332C"	""	""	"HMR_2438"	""	"HMR_2438"	"RCR14485"	""	0	""	""	"HMR_2438"
"MAR02439"	"R05718"	""	"RE3409C"	""	""	"RE3409C"	"MNXR103889"	"HMR_2439"	"RCR11916"	""	0	""	""	"HMR_2439"
"MAR02440"	"R03626"	""	"R03626C"	""	""	"HMR_2440"	"MNXR101097"	"HMR_2440"	"RCR11917"	""	0	""	""	"HMR_2440"
"MAR02441"	""	""	"RE3418E"	""	""	"HMR_2441"	""	"HMR_2441"	"RCR11918"	""	0	""	""	"HMR_2441"
"MAR02442"	""	""	"RE3411C"	""	""	"RE3411C"	"MNXR103890"	"HMR_2442"	"RCR11919"	""	0	""	""	"HMR_2442"
"MAR02443"	""	""	"RE3406C"	""	""	"HMR_2443"	""	"HMR_2443"	"RCR10618"	""	0	""	""	"HMR_2443"
"MAR02444"	""	""	"RE3414C"	""	""	"RE3414C"	""	"HMR_2444"	"RCR14486"	""	0	""	""	"HMR_2444"
"MAR02445"	""	""	"RE3415C"	""	""	"RE3415C"	""	"HMR_2445"	"RCR11920"	""	0	""	""	"HMR_2445"
"MAR02446"	""	""	"RE3407C"	""	""	"RE3407C"	""	"HMR_2446"	"RCR11921"	""	0	""	""	"HMR_2446"
"MAR02447"	""	""	"RE3419C"	""	""	"HMR_2447"	""	"HMR_2447"	"RCR11922"	""	0	""	""	"HMR_2447"
"MAR02448"	""	""	"RE3408C"	""	""	"RE3408C"	""	"HMR_2448"	"RCR11923"	""	0	""	""	"HMR_2448"
"MAR02449"	""	""	"RE3410C"	""	""	""	""	"HMR_2449"	"RCR11924"	""	0	""	""	"HMR_2449"
"MAR02450"	""	""	"RE3412C"	""	""	"RE3412C"	""	"HMR_2450"	"RCR11925"	""	0	""	""	"HMR_2450"
"MAR02451"	""	""	"RE3420C"	""	""	"RE3420C"	"MNXR103893"	"HMR_2451"	"RCR11926"	""	0	""	""	"HMR_2451"
"MAR02452"	""	""	"RE3417C"	""	""	"RE3417C"	"MNXR103892"	"HMR_2452"	"RCR11927"	""	0	""	""	"HMR_2452"
"MAR02453"	""	""	"RE2346C"	""	""	"RE2346C"	"MNXR103656"	"HMR_2453"	"RCR11928"	""	0	""	""	"HMR_2453"
"MAR02454"	""	""	"RE3413C"	""	""	"RE3413C"	"MNXR103891"	"HMR_2454"	"RCR11929"	""	0	""	""	"HMR_2454"
"MAR02455"	"R07055"	""	"R07055C"	""	""	"C14825c"	"MNXR110765"	"HMR_2455"	"RCR11930"	""	0	""	""	"HMR_2455"
"MAR02456"	"R07055"	""	"R07055C"	""	""	"HMR_2456"	"MNXR110765"	"HMR_2456"	"RCR11931"	""	0	""	""	"HMR_2456"
"MAR02457"	"R07056"	""	"R07056C"	""	""	"HMR_2457"	"MNXR110766"	"HMR_2457"	"RCR11932"	""	0	""	""	"HMR_2457"
"MAR02458"	"R07056"	""	"R07056C"	""	""	"HMR_2458"	"MNXR110766"	"HMR_2458"	"RCR11933"	""	0	""	""	"HMR_2458"
"MAR02459"	"R07122"	""	"RE3259C"	""	""	"RE3259C"	"MNXR103854"	"HMR_2459"	"RCR11934"	""	0	""	""	"HMR_2459"
"MAR02460"	"R07122"	""	"RE3259R"	""	""	"RE3259R"	"MNXR103854"	"HMR_2460"	"RCR11935"	""	0	""	""	"HMR_2460"
"MAR02461"	""	""	"RE3261C"	""	""	"RE3261C"	""	"HMR_2461"	"RCR14487"	""	0	""	""	"HMR_2461"
"MAR02462"	""	""	"RE3261R"	""	""	"RE3261R"	"MNXR103856"	"HMR_2462"	"RCR14488"	""	0	""	""	"HMR_2462"
"MAR02463"	""	""	"RE3265C"	""	""	"RE3265C"	""	"HMR_2463"	"RCR11936"	""	0	""	""	"HMR_2463"
"MAR02464"	""	""	"RE3265R"	""	""	"RE3265R"	"MNXR103859"	"HMR_2464"	"RCR11937"	""	0	""	""	"HMR_2464"
"MAR02465"	""	""	"RE3258C"	""	""	"RE3258C"	"MNXR103853"	"HMR_2465"	"RCR11938"	""	0	""	""	"HMR_2465"
"MAR02466"	""	""	"RE3258R"	""	""	"RE3258R"	"MNXR103853"	"HMR_2466"	"RCR11939"	""	0	""	""	"HMR_2466"
"MAR02467"	""	""	"RE3260C"	""	""	"RE3260C"	""	"HMR_2467"	"RCR11940"	""	0	""	""	"HMR_2467"
"MAR02468"	""	""	"RE3260R"	""	""	"RE3260R"	"MNXR103855"	"HMR_2468"	"RCR11941"	""	0	""	""	"HMR_2468"
"MAR02469"	""	""	"RE3264C"	""	""	"RE3264C"	""	"HMR_2469"	"RCR11942"	""	0	""	""	"HMR_2469"
"MAR02470"	""	""	"RE3264R"	""	""	"RE3264R"	"MNXR103858"	"HMR_2470"	"RCR11943"	""	0	""	""	"HMR_2470"
"MAR06397"	""	""	"RE2882C"	""	""	"HMR_6397"	""	"HMR_6397"	"RCR10619"	""	0	""	""	"HMR_6397"
"MAR06398"	"R07770"	""	"R07770C"	""	""	"RE1944C"	"MNXR101081"	"HMR_6398"	"RCR14489"	""	0	""	""	"HMR_6398"
"MAR06399"	"R07771"	""	"R07771C"	""	""	"HMR_6399"	"MNXR111358"	"HMR_6399"	"RCR14490"	""	0	""	""	"HMR_6399"
"MAR06400"	"R07768"	""	"R07768C"	""	""	"HMR_6400"	"MNXR111356"	"HMR_6400"	"RCR11944"	""	0	""	""	"HMR_6400"
"MAR06401"	"R07769"	""	"R07769C"	""	""	"HMR_6401"	"MNXR111357"	"HMR_6401"	"RCR11945"	""	0	""	""	"HMR_6401"
"MAR06402"	"R07766"	""	"R07766C"	""	""	"HMR_6402"	"MNXR111354"	"HMR_6402"	"RCR11946"	""	0	""	""	"HMR_6402"
"MAR06403"	"R07767"	""	"R07767C"	""	""	"HMR_6403"	"MNXR111355"	"HMR_6403"	"RCR11947"	""	0	""	""	"HMR_6403"
"MAR06404"	"R08550"	""	"R08550C"	""	""	"HMR_6404"	"MNXR112089"	"HMR_6404"	"RCR14491"	""	0	""	""	"HMR_6404"
"MAR02472"	""	"HMR_2472"	"RE3109C"	""	""	"HMR_2472"	""	"HMR_2472"	"RCR11948"	""	0	""	""	"HMR_2472"
"MAR02475"	""	"RE3110C"	"RE3110C"	""	""	"RE3110C"	"MNXR103792"	"HMR_2475"	"RCR11949"	""	0	""	""	"HMR_2475"
"MAR02478"	""	""	"RE3112C"	""	""	"RE3112C"	"MNXR103794"	"HMR_2478"	"RCR11950"	""	0	""	""	"HMR_2478"
"MAR02480"	""	""	"RE3113C"	""	""	"RE3113C"	"MNXR103795"	"HMR_2480"	"RCR11951"	""	0	""	""	"HMR_2480"
"MAR02482"	""	""	"RE3106C"	""	""	"RE3106C"	"MNXR103790"	"HMR_2482"	"RCR11952"	""	0	""	""	"HMR_2482"
"MAR02484"	""	"HMR_2484"	""	""	""	"HMR_2484"	""	"HMR_2484"	"RCR11953"	""	0	""	""	"HMR_2484"
"MAR02486"	""	"RE3120C"	"RE3120C"	""	""	"RE3120C"	"MNXR103797"	"HMR_2486"	"RCR11954"	""	0	""	""	"HMR_2486"
"MAR02489"	""	""	"RE3121C"	""	""	"RE3121C"	"MNXR103798"	"HMR_2489"	"RCR11955"	""	0	""	""	"HMR_2489"
"MAR02491"	""	""	"RE3122C"	""	""	"RE3122C"	"MNXR103799"	"HMR_2491"	"RCR11956"	""	0	""	""	"HMR_2491"
"MAR02493"	""	""	"RE3119C"	""	""	"RE3119C"	"MNXR103796"	"HMR_2493"	"RCR11957"	""	0	""	""	"HMR_2493"
"MAR02495"	""	"HMR_2495"	""	""	""	"HMR_2495"	""	"HMR_2495"	"RCR11958"	""	0	""	""	"HMR_2495"
"MAR02497"	""	""	"RE3124C"	""	""	"RE3124C"	"MNXR103801"	"HMR_2497"	"RCR11959"	""	0	""	""	"HMR_2497"
"MAR02499"	""	""	"RE3125C"	""	""	"RE3125C"	"MNXR103802"	"HMR_2499"	"RCR11960"	""	0	""	""	"HMR_2499"
"MAR02501"	""	""	"RE3126C"	""	""	"RE3126C"	"MNXR103803"	"HMR_2501"	"RCR11961"	""	0	""	""	"HMR_2501"
"MAR02503"	""	""	"RE3123C"	""	""	"RE3123C"	"MNXR103800"	"HMR_2503"	"RCR11962"	""	0	""	""	"HMR_2503"
"MAR02505"	""	""	"RE3135C"	""	""	"DESAT24_1"	""	"HMR_2505"	"RCR10166"	""	0	""	""	"HMR_2505"
"MAR02510"	""	""	"RE3145X"	""	""	"RE3145X"	""	"HMR_2510"	"RCR11963"	""	0	""	""	"HMR_2510"
"MAR02511"	""	""	"RE3140X"	""	""	"RE3140X"	""	"HMR_2511"	"RCR11964"	""	0	""	""	"HMR_2511"
"MAR02512"	""	""	"RE3141X"	""	""	"RE3141X"	""	"HMR_2512"	"RCR11965"	""	0	""	""	"HMR_2512"
"MAR02513"	"R07937"	""	"RE3139X"	""	""	"RE3139X"	""	"HMR_2513"	"RCR11966"	""	0	""	""	"HMR_2513"
"MAR02514"	""	""	""	""	""	"C226COAtx"	""	"HMR_2514"	"RCR20380"	""	0	""	""	"HMR_2514"
"MAR02515"	""	""	"RE3170C"	""	""	"RE3170C"	"MNXR103821"	"HMR_2515"	"RCR11967"	""	0	""	""	"HMR_2515"
"MAR02516"	""	""	"RE3171C"	""	""	"RE3171C"	"MNXR103822"	"HMR_2516"	"RCR11968"	""	0	""	""	"HMR_2516"
"MAR02518"	""	""	"RE3172C"	""	""	"RE3172C"	"MNXR103823"	"HMR_2518"	"RCR11969"	""	0	""	""	"HMR_2518"
"MAR02520"	""	""	"RE3169C"	""	""	"RE3169C"	"MNXR103820"	"HMR_2520"	"RCR11970"	""	0	""	""	"HMR_2520"
"MAR02522"	""	""	"RE3174C"	""	""	"RE3174C"	"MNXR103825"	"HMR_2522"	"RCR11971"	""	0	""	""	"HMR_2522"
"MAR02524"	""	""	"RE3175C"	""	""	"RE3175C"	"MNXR103826"	"HMR_2524"	"RCR11972"	""	0	""	""	"HMR_2524"
"MAR02526"	""	""	"RE3176C"	""	""	"RE3176C"	"MNXR103827"	"HMR_2526"	"RCR11973"	""	0	""	""	"HMR_2526"
"MAR02528"	""	""	"RE3173C"	""	""	"RE3173C"	"MNXR103824"	"HMR_2528"	"RCR11974"	""	0	""	""	"HMR_2528"
"MAR02530"	""	""	"RE3161C"	""	""	"HMR_2530"	"MNXR103812"	"HMR_2530"	"RCR11975"	""	0	""	""	"HMR_2530"
"MAR02533"	""	""	"RE3162C"	""	""	"HMR_2533"	"MNXR103813"	"HMR_2533"	"RCR11976"	""	0	""	""	"HMR_2533"
"MAR02535"	""	""	"RE3163C"	""	""	"HMR_2535"	"MNXR103814"	"HMR_2535"	"RCR11977"	""	0	""	""	"HMR_2535"
"MAR02537"	""	""	"RE3164C"	""	""	"HMR_2537"	"MNXR103815"	"HMR_2537"	"RCR11978"	""	0	""	""	"HMR_2537"
"MAR02540"	""	""	"RE3170C"	""	""	"HMR_2540"	"MNXR103821"	"HMR_2540"	"RCR11979"	""	0	""	""	"HMR_2540"
"MAR02541"	""	""	"RE3171C"	""	""	"HMR_2541"	"MNXR103822"	"HMR_2541"	"RCR11980"	""	0	""	""	"HMR_2541"
"MAR02542"	""	""	"RE3172C"	""	""	"HMR_2542"	"MNXR103823"	"HMR_2542"	"RCR11981"	""	0	""	""	"HMR_2542"
"MAR02543"	""	""	"RE3169C"	""	""	"HMR_2543"	"MNXR103820"	"HMR_2543"	"RCR11982"	""	0	""	""	"HMR_2543"
"MAR02544"	""	""	"RE3485C"	""	""	"RE3485C"	"MNXR103921"	"HMR_2544"	"RCR11983"	""	0	""	""	"HMR_2544"
"MAR02545"	""	""	"RE3493C"	""	""	"RE3493C"	"MNXR103927"	"HMR_2545"	"RCR11984"	""	0	""	""	"HMR_2545"
"MAR02546"	""	""	"RE3502C"	""	""	"RE3502C"	"MNXR103935"	"HMR_2546"	"RCR11985"	""	0	""	""	"HMR_2546"
"MAR02548"	""	""	"RE3502X"	""	""	"RE3502X"	"MNXR103935"	"HMR_2548"	"RCR11986"	""	0	""	""	"HMR_2548"
"MAR02549"	""	""	"RE3486C"	""	""	"RE3486C"	"MNXR103922"	"HMR_2549"	"RCR10620"	""	0	""	""	"HMR_2549"
"MAR02550"	""	""	"RE3492C"	""	""	"RE3492C"	"MNXR103926"	"HMR_2550"	"RCR11987"	""	0	""	""	"HMR_2550"
"MAR02551"	""	""	"RE3491C"	""	""	"RE3491C"	"MNXR103925"	"HMR_2551"	"RCR11988"	""	0	""	""	"HMR_2551"
"MAR02552"	""	""	"RE3495C"	""	""	"RE3495C"	"MNXR103929"	"HMR_2552"	"RCR11989"	""	0	""	""	"HMR_2552"
"MAR02553"	""	""	"RE3506C"	""	""	"RE3506C"	"MNXR103937"	"HMR_2553"	"RCR11990"	""	0	""	""	"HMR_2553"
"MAR02555"	""	""	"RE3506R"	""	""	"RE3506R"	"MNXR103937"	"HMR_2555"	"RCR11991"	""	0	""	""	"HMR_2555"
"MAR02556"	""	""	"RE3494C"	""	""	"RE3494C"	"MNXR103928"	"HMR_2556"	"RCR11992"	""	0	""	""	"HMR_2556"
"MAR02557"	""	""	"RE3488C"	""	""	"RE3488C"	"MNXR103923"	"HMR_2557"	"RCR11993"	""	0	""	""	"HMR_2557"
"MAR02558"	""	""	""	""	""	"HMR_2558"	""	"HMR_2558"	"RCR11994"	""	0	""	""	"HMR_2558"
"MAR02559"	""	""	"RE3490C"	""	""	""	"MNXR103924"	"HMR_2559"	"RCR11995"	""	0	""	""	"HMR_2559"
"MAR02560"	""	""	""	""	""	"HMR_2560"	""	"HMR_2560"	"RCR11996"	""	0	""	""	"HMR_2560"
"MAR02561"	""	""	"RE3498N"	""	""	"HMR_2561"	"MNXR103931"	"HMR_2561"	"RCR11997"	""	0	""	""	"HMR_2561"
"MAR02562"	""	""	"RE3500C"	""	""	"RE3500C"	"MNXR103933"	"HMR_2562"	"RCR11998"	""	0	""	""	"HMR_2562"
"MAR02563"	""	""	"RE3501C"	""	""	"RE3501C"	"MNXR103934"	"HMR_2563"	"RCR11999"	""	0	""	""	"HMR_2563"
"MAR02565"	""	""	"RE3485N"	""	""	"RE3485N"	"MNXR103921"	"HMR_2565"	"RCR12000"	""	0	""	""	"HMR_2565"
"MAR02566"	""	""	"RE3488N"	""	""	"RE3488N"	"MNXR103923"	"HMR_2566"	"RCR12001"	""	0	""	""	"HMR_2566"
"MAR02567"	""	""	""	""	""	"HMR_2567"	""	"HMR_2567"	"RCR12002"	""	0	""	""	"HMR_2567"
