rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnRheaID	rxnRheaMasterID	rxnRetired
"MAR05081"	""	"FAOXC122x"	""	""	""	"FAOXC122x"	""	""	""	""	0	""	""	"FAOXC122x"
"MAR05083"	""	"FAOXC123C102m"	""	""	""	"FAOXC123C102m"	""	""	""	""	0	""	""	"FAOXC123C102m"
"MAR05086"	""	"FAOXC123C102x"	""	""	""	"FAOXC123C102x"	""	""	""	""	0	""	""	"FAOXC123C102x"
"MAR05090"	""	"FAOXC123m"	""	""	""	"FAOXC123m"	""	""	""	""	0	""	""	"FAOXC123m"
"MAR05093"	""	"FAOXC123x"	""	""	""	"FAOXC123x"	""	""	""	""	0	""	""	"FAOXC123x"
"MAR05095"	""	"FAOXC120100m"	""	""	""	"FAOXC12C10m"	"MNXR99273"	""	""	""	0	""	""	"FAOXC12C10m"
"MAR05097"	""	"FAOXC120100x"	""	""	""	"FAOXC12C10x"	"MNXR99274"	""	""	""	0	""	""	"FAOXC12C10x"
"MAR05098"	""	"FAOXC12C12OHm"	""	""	""	"FAOXC12C12OHm"	""	""	""	""	0	""	""	"FAOXC12C12OHm"
"MAR05100"	""	"FAOXC12DCC10DCx"	""	""	""	"FAOXC12DCC10DCx"	""	""	""	""	0	""	""	"FAOXC12DCC10DCx"
"MAR05103"	""	"FAOXC12DCTc"	""	""	""	"FAOXC12DCTc"	""	""	""	""	0	""	""	"FAOXC12DCTc"
"MAR05104"	""	"FAOXC12DCc"	""	""	""	"FAOXC12DCc"	""	""	""	""	0	""	""	"FAOXC12DCc"
"MAR05106"	""	"FAOXC12DCx"	""	""	""	"FAOXC12DCx"	""	""	""	""	0	""	""	"FAOXC12DCx"
"MAR05108"	""	"FAOXC13BRC11BRx"	""	""	""	"FAOXC13BRC11BRx"	""	""	""	""	0	""	""	"FAOXC13BRC11BRx"
"MAR05110"	""	"FAOXC13C11m"	""	""	""	"FAOXC13C11m"	""	""	""	""	0	""	""	"FAOXC13C11m"
"MAR05111"	""	"FAOXC141C121m"	""	""	""	"FAOXC141C121m"	""	""	""	""	0	""	""	"FAOXC141C121m"
"MAR05119"	""	"FAOXC141C121x"	""	""	""	"FAOXC141C121x"	""	""	""	""	0	""	""	"FAOXC141C121x"
"MAR05120"	""	"FAOXC141C141OHm"	""	""	""	"FAOXC141C141OHm"	""	""	""	""	0	""	""	"FAOXC141C141OHm"
"MAR05123"	""	"FAOXC142C122m"	""	""	""	"FAOXC142C122m"	""	""	""	""	0	""	""	"FAOXC142C122m"
"MAR05175"	""	"FAOXC142C122x"	""	""	""	"FAOXC142C122x"	""	""	""	""	0	""	""	"FAOXC142C122x"
"MAR05176"	""	"FAOXC142C142OHm"	""	""	""	"FAOXC142C142OHm"	""	""	""	""	0	""	""	"FAOXC142C142OHm"
"MAR05177"	""	"FAOXC143C123m"	""	""	""	"FAOXC143C123m"	""	""	""	""	0	""	""	"FAOXC143C123m"
"MAR05178"	""	"FAOXC143C123x"	""	""	""	"FAOXC143C123x"	""	""	""	""	0	""	""	"FAOXC143C123x"
"MAR05179"	""	"FAOXC140120m"	""	""	""	"FAOXC14C12m"	"MNXR99282"	""	""	""	0	""	""	"FAOXC14C12m"
"MAR05180"	""	"FAOXC140120x"	""	""	""	"FAOXC14C12x"	"MNXR99283"	""	""	""	0	""	""	"FAOXC14C12x"
"MAR05181"	""	"FAOXC14C14OHm"	""	""	""	"FAOXC14C14OHm"	""	""	""	""	0	""	""	"FAOXC14C14OHm"
"MAR05182"	""	"FAOXC14DCC12DCx"	""	""	""	"FAOXC14DCC12DCx"	""	""	""	""	0	""	""	"FAOXC14DCC12DCx"
"MAR05183"	""	"FAOXC15ATPx"	""	""	""	"FAOXC15ATPx"	"MNXR99180"	""	""	""	0	""	""	"FAOXC15ATPx"
"MAR05184"	""	"FAOXC15BRC13BRx"	""	""	""	"FAOXC15BRC13BRx"	""	""	""	""	0	""	""	"FAOXC15BRC13BRx"
"MAR05185"	""	"FAOXC15C13m"	""	""	""	"FAOXC15C13m"	""	""	""	""	0	""	""	"FAOXC15C13m"
"MAR05186"	""	"FAOXC15NADPx"	""	""	""	"FAOXC15NADPx"	"MNXR99292"	""	""	""	0	""	""	"FAOXC15NADPx"
"MAR05187"	""	"FAOXC15NADx"	""	""	""	"FAOXC15NADx"	"MNXR99293"	""	""	""	0	""	""	"FAOXC15NADx"
"MAR05188"	""	"FAOXC161C141m"	""	""	""	"FAOXC161C141m"	""	""	""	""	0	""	""	"FAOXC161C141m"
"MAR05189"	""	"FAOXC161C141x"	""	""	""	"FAOXC161C141x"	""	""	""	""	0	""	""	"FAOXC161C141x"
"MAR05190"	""	"FAOXC161C161OHm"	""	""	""	"FAOXC161C161OHm"	""	""	""	""	0	""	""	"FAOXC161C161OHm"
"MAR05191"	""	"FAOXC162C142m"	""	""	""	"FAOXC162C142m"	""	""	""	""	0	""	""	"FAOXC162C142m"
"MAR05192"	""	"FAOXC162C162OHm"	""	""	""	"FAOXC162C162OHm"	""	""	""	""	0	""	""	"FAOXC162C162OHm"
"MAR05193"	""	"FAOXC163C142x"	""	""	""	"FAOXC163C142x"	""	""	""	""	0	""	""	"FAOXC163C142x"
"MAR05194"	""	"FAOXC163C143m"	""	""	""	"FAOXC163C143m"	""	""	""	""	0	""	""	"FAOXC163C143m"
"MAR05195"	""	"FAOXC163C164Gm"	""	""	""	"FAOXC163C164Gm"	""	""	""	""	0	""	""	"FAOXC163C164Gm"
"MAR05196"	""	"FAOXC163C164x"	""	""	""	"FAOXC163C164x"	""	""	""	""	0	""	""	"FAOXC163C164x"
"MAR05208"	""	"FAOXC163GC142m"	""	""	""	"FAOXC163GC142m"	""	""	""	""	0	""	""	"FAOXC163GC142m"
"MAR05229"	""	"FAOXC163Gm"	""	""	""	"FAOXC163Gm"	""	""	""	""	0	""	""	"FAOXC163Gm"
"MAR05235"	""	"FAOXC163x"	""	""	""	"FAOXC163x"	""	""	""	""	0	""	""	"FAOXC163x"
"MAR05242"	""	"FAOXC164C143m"	""	""	""	"FAOXC164C143m"	""	""	""	""	0	""	""	"FAOXC164C143m"
"MAR05256"	""	"FAOXC164C143x"	""	""	""	"FAOXC164C143x"	""	""	""	""	0	""	""	"FAOXC164C143x"
"MAR05293"	""	"FAOXC164C163x"	""	""	""	"FAOXC164C163x"	""	""	""	""	0	""	""	"FAOXC164C163x"
"MAR05298"	""	"FAOXC164C165m"	""	""	""	"FAOXC164C165m"	""	""	""	""	0	""	""	"FAOXC164C165m"
"MAR05300"	""	"FAOXC164C165x"	""	""	""	"FAOXC164C165x"	""	""	""	""	0	""	""	"FAOXC164C165x"
"MAR05302"	""	"FAOXC164GC163m"	""	""	""	"FAOXC164GC163m"	""	""	""	""	0	""	""	"FAOXC164GC163m"
"MAR05306"	""	"FAOXC164m"	""	""	""	"FAOXC164m"	""	""	""	""	0	""	""	"FAOXC164m"
"MAR05309"	""	"FAOXC164x"	""	""	""	"FAOXC164x"	""	""	""	""	0	""	""	"FAOXC164x"
"MAR05312"	""	"FAOXC165C164m"	""	""	""	"FAOXC165C164m"	""	""	""	""	0	""	""	"FAOXC165C164m"
"MAR05321"	""	"FAOXC165C164x"	""	""	""	"FAOXC165C164x"	""	""	""	""	0	""	""	"FAOXC165C164x"
"MAR05323"	""	"FAOXC16Brx"	""	""	""	"FAOXC16BRx"	"MNXR99186"	""	""	""	0	""	""	"FAOXC16BRx"
"MAR05325"	""	"FAOXC160140m"	""	""	""	"FAOXC16C14m"	"MNXR99295"	""	""	""	0	""	""	"FAOXC16C14m"
"MAR05327"	""	"FAOXC160140x"	""	""	""	"FAOXC16C14x"	"MNXR99296"	""	""	""	0	""	""	"FAOXC16C14x"
"MAR05329"	""	"FAOXC16C16OHm"	""	""	""	"FAOXC16C16OHm"	""	""	""	""	0	""	""	"FAOXC16C16OHm"
"MAR05331"	""	"FAOXC16DCC14DCx"	""	""	""	"FAOXC16DCC14DCx"	""	""	""	""	0	""	""	"FAOXC16DCC14DCx"
"MAR05334"	""	"FAOXC16DCr"	""	""	""	"FAOXC16DCr"	""	""	""	""	0	""	""	"FAOXC16DCr"
"MAR05341"	""	"FAOXC16OHC16r"	""	""	""	"FAOXC16OHC16r"	""	""	""	""	0	""	""	"FAOXC16OHC16r"
"MAR05343"	""	"FAOXC170150m"	""	""	""	"FAOXC17C15m"	"MNXR99311"	""	""	""	0	""	""	"FAOXC17C15m"
"MAR05345"	""	"FAOXC181C161m"	""	""	""	"FAOXC181C161m"	""	""	""	""	0	""	""	"FAOXC181C161m"
"MAR05350"	""	"FAOXC181C161x"	""	""	""	"FAOXC181C161x"	""	""	""	""	0	""	""	"FAOXC181C161x"
"MAR05355"	""	"FAOXC181C181OHm"	""	""	""	"FAOXC181C181OHm"	""	""	""	""	0	""	""	"FAOXC181C181OHm"
"MAR05356"	""	"FAOXC182C162m"	""	""	""	"FAOXC182C162m"	""	""	""	""	0	""	""	"FAOXC182C162m"
"MAR05357"	""	"FAOXC182C182OHm"	""	""	""	"FAOXC182C182OHm"	""	""	""	""	0	""	""	"FAOXC182C182OHm"
"MAR05358"	""	"FAOXC183C163Gm"	""	""	""	"FAOXC183C163Gm"	""	""	""	""	0	""	""	"FAOXC183C163Gm"
"MAR05359"	""	"FAOXC183C163m"	""	""	""	"FAOXC183C163m"	""	""	""	""	0	""	""	"FAOXC183C163m"
"MAR05360"	""	"FAOXC184C163m"	""	""	""	"FAOXC184C163m"	""	""	""	""	0	""	""	"FAOXC184C163m"
"MAR05364"	""	"FAOXC184C163x"	""	""	""	"FAOXC184C163x"	""	""	""	""	0	""	""	"FAOXC184C163x"
"MAR05365"	""	"FAOXC184C164m"	""	""	""	"FAOXC184C164m"	""	""	""	""	0	""	""	"FAOXC184C164m"
"MAR05366"	""	"FAOXC184C164x"	""	""	""	"FAOXC184C164x"	""	""	""	""	0	""	""	"FAOXC184C164x"
"MAR05367"	""	"FAOXC184m"	""	""	""	"FAOXC184m"	""	""	""	""	0	""	""	"FAOXC184m"
"MAR05368"	""	"FAOXC184x"	""	""	""	"FAOXC184x"	""	""	""	""	0	""	""	"FAOXC184x"
"MAR05369"	""	"FAOXC185C164m"	""	""	""	"FAOXC185C164m"	""	""	""	""	0	""	""	"FAOXC185C164m"
"MAR05370"	""	"FAOXC185m"	""	""	""	"FAOXC185m"	""	""	""	""	0	""	""	"FAOXC185m"
"MAR05371"	""	"FAOXC18C18OHm"	""	""	""	"FAOXC18C18OHm"	""	""	""	""	0	""	""	"FAOXC18C18OHm"
"MAR05372"	""	"FAOXC201C181x"	""	""	""	"FAOXC201C181x"	""	""	""	""	0	""	""	"FAOXC201C181x"
"MAR05373"	""	"FAOXC204C184m"	""	""	""	"FAOXC204C184m"	""	""	""	""	0	""	""	"FAOXC204C184m"
"MAR05374"	""	"FAOXC204C205x"	""	""	""	"FAOXC204C205x"	""	""	""	""	0	""	""	"FAOXC204C205x"
"MAR05375"	""	"FAOXC205C184x"	""	""	""	"FAOXC205C184x"	""	""	""	""	0	""	""	"FAOXC205C184x"
"MAR05376"	""	"FAOXC205C185m"	""	""	""	"FAOXC205C185m"	""	""	""	""	0	""	""	"FAOXC205C185m"
"MAR05377"	""	"FAOXC221C201x"	""	""	""	"FAOXC221C201x"	""	""	""	""	0	""	""	"FAOXC221C201x"
"MAR05378"	""	"FAOXC225C204m"	""	""	""	"FAOXC225C204m"	""	""	""	""	0	""	""	"FAOXC225C204m"
"MAR05379"	""	"FAOXC225C204x"	""	""	""	"FAOXC225C204x"	""	""	""	""	0	""	""	"FAOXC225C204x"
"MAR05380"	""	"FAOXC225C226m"	""	""	""	"FAOXC225C226m"	""	""	""	""	0	""	""	"FAOXC225C226m"
"MAR05382"	""	"FAOXC225C226x"	""	""	""	"FAOXC225C226x"	""	""	""	""	0	""	""	"FAOXC225C226x"
"MAR05383"	""	"FAOXC225m"	""	""	""	"FAOXC225m"	""	""	""	""	0	""	""	"FAOXC225m"
"MAR05402"	""	"FAOXC225x"	""	""	""	"FAOXC225x"	""	""	""	""	0	""	""	"FAOXC225x"
"MAR05403"	""	"FAOXC226C205m"	""	""	""	"FAOXC226C205m"	""	""	""	""	0	""	""	"FAOXC226C205m"
"MAR05404"	""	"FAOXC226C225m"	""	""	""	"FAOXC226C225m"	""	""	""	""	0	""	""	"FAOXC226C225m"
"MAR05405"	""	"FAOXC226C225x"	""	""	""	"FAOXC226C225x"	""	""	""	""	0	""	""	"FAOXC226C225x"
"MAR05408"	""	"FAOXC226C227m"	""	""	""	"FAOXC226C227m"	""	""	""	""	0	""	""	"FAOXC226C227m"
"MAR05410"	""	"FAOXC226m"	""	""	""	"FAOXC226m"	""	""	""	""	0	""	""	"FAOXC226m"
"MAR05412"	""	"FAOXC227C226m"	""	""	""	"FAOXC227C226m"	""	""	""	""	0	""	""	"FAOXC227C226m"
"MAR05421"	""	"FAOXC22C20x"	""	""	""	"FAOXC22C20x"	""	""	""	""	0	""	""	"FAOXC22C20x"
"MAR05425"	""	"FAOXC22C22DCHYr"	""	""	""	"FAOXC22C22DCHYr"	""	""	""	""	0	""	""	"FAOXC22C22DCHYr"
"MAR05427"	""	"FAOXC22OHC22r"	""	""	""	"FAOXC22OHC22r"	""	""	""	""	0	""	""	"FAOXC22OHC22r"
"MAR05428"	""	"FAOXC241C221x"	""	""	""	"FAOXC241C221x"	""	""	""	""	0	""	""	"FAOXC241C221x"
"MAR05431"	""	"FAOXC24C22x"	""	""	""	"FAOXC24C22x"	""	""	""	""	0	""	""	"FAOXC24C22x"
"MAR05434"	""	"FAOXC3DC"	""	""	""	"FAOXC3DC"	""	""	""	""	0	""	""	"FAOXC3DC"
"MAR05449"	""	"FAOXC4020m"	""	""	""	"FAOXC4C2m"	"MNXR99368"	""	""	""	0	""	""	"FAOXC4C2m"
"MAR05456"	""	"FAOXC4C4DCc"	""	""	""	"FAOXC4C4DCc"	""	""	""	""	0	""	""	"FAOXC4C4DCc"
"MAR05988"	""	"FAOXC5C3x"	""	""	""	"FAOXC5C3x"	""	""	""	""	0	""	""	"FAOXC5C3x"
"MAR05991"	""	"FAOXC5C5DCc"	""	""	""	"FAOXC5C5DCc"	""	""	""	""	0	""	""	"FAOXC5C5DCc"
"MAR05999"	""	"FAOXC5C5OHm"	""	""	""	"FAOXC5C5OHm"	""	""	""	""	0	""	""	"FAOXC5C5OHm"
"MAR06278"	""	"FAOXC5OHc"	""	""	""	"FAOXC5OHc"	""	""	""	""	0	""	""	"FAOXC5OHc"
"MAR06279"	""	"FAOXC61C4m"	""	""	""	"FAOXC61C4m"	""	""	""	""	0	""	""	"FAOXC61C4m"
"MAR06280"	""	"FAOXC61C4x"	""	""	""	"FAOXC61C4x"	""	""	""	""	0	""	""	"FAOXC61C4x"
"MAR06281"	""	"FAOXC61m"	""	""	""	"FAOXC61m"	""	""	""	""	0	""	""	"FAOXC61m"
"MAR06282"	""	"FAOXC61x"	""	""	""	"FAOXC61x"	""	""	""	""	0	""	""	"FAOXC61x"
"MAR06283"	""	"FAOXC6C4m"	""	""	""	"FAOXC6C4m"	""	""	""	""	0	""	""	"FAOXC6C4m"
"MAR06284"	""	"FAOXC6C4x"	""	""	""	"FAOXC6C4x"	""	""	""	""	0	""	""	"FAOXC6C4x"
"MAR06285"	""	"FAOXC6DCC4DCx"	""	""	""	"FAOXC6DCC4DCx"	""	""	""	""	0	""	""	"FAOXC6DCC4DCx"
"MAR06319"	""	"FAOXC7C5m"	""	""	""	"FAOXC7C5m"	""	""	""	""	0	""	""	"FAOXC7C5m"
"MAR06320"	""	"FAOXC81C61m"	""	""	""	"FAOXC81C61m"	""	""	""	""	0	""	""	"FAOXC81C61m"
"MAR06322"	""	"FAOXC81C61x"	""	""	""	"FAOXC81C61x"	""	""	""	""	0	""	""	"FAOXC81C61x"
"MAR06329"	""	"FAOXC8C6m"	""	""	""	"FAOXC8C6m"	""	""	""	""	0	""	""	"FAOXC8C6m"
"MAR06344"	""	"FAOXC8C6x"	""	""	""	"FAOXC8C6x"	""	""	""	""	0	""	""	"FAOXC8C6x"
"MAR06345"	""	"FAOXC8DCC6DCx"	""	""	""	"FAOXC8DCC6DCx"	""	""	""	""	0	""	""	"FAOXC8DCC6DCx"
"MAR06346"	""	""	""	""	""	"FAOXC9BRC7BRm"	""	""	""	""	0	""	""	"FAOXC9BRC7BRm"
"MAR06347"	""	"FAOXC9C7m"	""	""	""	"FAOXC9C7m"	""	""	""	""	0	""	""	"FAOXC9C7m"
"MAR06348"	""	"FAOXMC10OHMC10r"	""	""	""	"FAOXMC10OHMC10r"	"MNXR99380"	""	""	""	0	""	""	"FAOXMC10OHMC10r"
"MAR06349"	""	"FAOXOHC16C16DCc"	""	""	""	"FAOXOHC16C16DCc"	""	""	""	""	0	""	""	"FAOXOHC16C16DCc"
"MAR06350"	""	"FAOXOHC22C22DCc"	""	""	""	"FAOXOHC22C22DCc"	""	""	""	""	0	""	""	"FAOXOHC22C22DCc"
"MAR06376"	""	"FAOXOHMC10DC10c"	""	""	""	"FAOXOHMC10DC10c"	"MNXR99381"	""	""	""	0	""	""	"FAOXOHMC10DC10c"
"MAR06378"	""	"FAOXTC101TC102m"	""	""	""	"FAOXTC101TC102m"	""	""	""	""	0	""	""	"FAOXTC101TC102m"
"MAR06390"	""	"FAOXTC102C101m"	""	""	""	"FAOXTC102C101m"	""	""	""	""	0	""	""	"FAOXTC102C101m"
"MAR06407"	""	"FAOXTC122TC101m"	""	""	""	"FAOXTC122TC101m"	""	""	""	""	0	""	""	"FAOXTC122TC101m"
"MAR06418"	""	"FAOXTC122m"	""	""	""	"FAOXTC122m"	""	""	""	""	0	""	""	"FAOXTC122m"
"MAR06437"	""	"FAOXTC142TC122m"	""	""	""	"FAOXTC142TC122m"	""	""	""	""	0	""	""	"FAOXTC142TC122m"
"MAR06449"	""	"FAOXTC162TC142m"	""	""	""	"FAOXTC162TC142m"	""	""	""	""	0	""	""	"FAOXTC162TC142m"
"MAR06452"	""	"FAOXTC182TC162m"	""	""	""	"FAOXTC182TC162m"	""	""	""	""	0	""	""	"FAOXTC182TC162m"
"MAR06483"	""	"FOAXC122C101x"	""	""	""	"FOAXC122C101x"	""	""	""	""	0	""	""	"FOAXC122C101x"
"MAR06485"	""	"GLUTCOAACBP"	""	""	""	"GLUTCOAACBP"	""	""	""	""	0	""	""	"GLUTCOAACBP"
"MAR06487"	""	"HDCACBP"	""	""	""	"HDCACBP"	"MNXR100582"	""	""	""	0	""	""	"HDCACBP"
"MAR06489"	""	"HDDACBP"	""	""	""	"HDDACBP"	"MNXR100585"	""	""	""	0	""	""	"HDDACBP"
"MAR06491"	""	"HDECAACBP"	""	""	""	"HDECAACBP"	"MNXR100586"	""	""	""	0	""	""	"HDECAACBP"
"MAR06493"	""	"HDECEACBP"	""	""	""	"HDECEACBP"	""	""	""	""	0	""	""	"HDECEACBP"
"MAR06494"	""	"HEDCECRNe"	""	""	""	"HEDCECRNe"	""	""	""	""	0	""	""	"HEDCECRNe"
"MAR06497"	""	"HEXDCRNe"	""	""	""	"HEXDCRNe"	"MNXR100618"	""	""	""	0	""	""	"HEXDCRNe"
"MAR06498"	""	"HEXDIACtr"	""	""	""	"HEXDIACtr"	""	""	""	""	0	""	""	"HEXDIACtr"
"MAR06499"	""	"HEXDICOAACBP"	""	""	""	"HEXDICOAACBP"	""	""	""	""	0	""	""	"HEXDICOAACBP"
"MAR06502"	""	"HEXDICOAACBPx"	""	""	""	"HEXDICOAACBPx"	""	""	""	""	0	""	""	"HEXDICOAACBPx"
"MAR06503"	""	"HIVCACBP"	""	""	""	"HIVCACBP"	""	""	""	""	0	""	""	"HIVCACBP"
"MAR06504"	""	"HIVCRNe"	""	""	""	"HIVCRNe"	""	""	""	""	0	""	""	"HIVCRNe"
"MAR06528"	""	"HOCDACBP"	""	""	""	"HOCDACBP"	""	""	""	""	0	""	""	"HOCDACBP"
"MAR06538"	""	"HOCTDACBP"	""	""	""	"HOCTDACBP"	""	""	""	""	0	""	""	"HOCTDACBP"
"MAR06541"	""	"HOCTDEC2CRNe"	""	""	""	"HOCTDEC2CRNe"	""	""	""	""	0	""	""	"HOCTDEC2CRNe"
"MAR06582"	""	"HOCTDECCRNe"	""	""	""	"HOCTDECCRNe"	""	""	""	""	0	""	""	"HOCTDECCRNe"
"MAR06586"	""	"HTDCACBP"	""	""	""	"HTDCACBP"	"MNXR100743"	""	""	""	0	""	""	"HTDCACBP"
"MAR06590"	""	"HTDCRNe"	""	""	""	"HTDCRNe"	"MNXR100744"	""	""	""	0	""	""	"HTDCRNe"
"MAR06593"	""	"IVCOAACBP"	""	""	""	"IVCOAACBP"	"MNXR100894"	""	""	""	0	""	""	"IVCOAACBP"
"MAR06594"	""	"IVCRNe"	""	""	""	"IVCRNe"	"MNXR100895"	""	""	""	0	""	""	"IVCRNe"
"MAR06596"	""	"LGNCCOAtcx"	""	""	""	"LGNCCOAtcx"	"MNXR101061"	""	""	""	0	""	""	"LGNCCOAtcx"
"MAR06597"	""	"NRVNCCOAtxc"	""	""	""	"NRVNCCOAtxc"	"MNXR102021"	""	""	""	0	""	""	"NRVNCCOAtxc"
"MAR06598"	""	"OCD11COACPT1"	""	""	""	"OCD11COACPT1"	"MNXR102139"	""	""	""	0	""	""	"OCD11COACPT1"
"MAR06599"	""	"OCD11CRNCACT"	""	""	""	"OCD11CRNCACT"	"MNXR102140"	""	""	""	0	""	""	"OCD11CRNCACT"
"MAR06600"	""	"OCD11CRNCPT2"	""	""	""	"OCD11CRNCPT2"	"MNXR102139"	""	""	""	0	""	""	"OCD11CRNCPT2"
"MAR06604"	""	"OCT11EFATP"	""	""	""	"OCT11EFATP"	"MNXR102151"	""	""	""	0	""	""	"OCT11EFATP"
"MAR06688"	""	"OCTDEC2ACBP"	""	""	""	"OCTDEC2ACBP"	""	""	""	""	0	""	""	"OCTDEC2ACBP"
"MAR06689"	""	"OCTDECCACT"	""	""	""	"OCTDECCACT"	""	""	""	""	0	""	""	"OCTDECCACT"
"MAR06696"	""	"OCTDECCPT1"	""	""	""	"OCTDECCPT1"	""	""	""	""	0	""	""	"OCTDECCPT1"
"MAR06698"	""	"OCTDECCPT2"	""	""	""	"OCTDECCPT2"	""	""	""	""	0	""	""	"OCTDECCPT2"
"MAR06706"	""	"OCTDECE1CRNe"	""	""	""	"OCTDECE1CRNe"	""	""	""	""	0	""	""	"OCTDECE1CRNe"
"MAR06724"	""	"OMHDEACIDTD"	""	""	""	"OMHDEACIDTD"	"MNXR102185"	""	""	""	0	""	""	"OMHDEACIDTD"
"MAR06769"	""	"OMHDOCOSACTD"	""	""	""	"OMHDOCOSACTD"	""	""	""	""	0	""	""	"OMHDOCOSACTD"
"MAR06773"	""	"OMHPALTD"	""	""	""	"OMHPALTD"	""	""	""	""	0	""	""	"OMHPALTD"
"MAR06775"	""	"PRISTCOAtcx"	""	""	""	"PRISTCOAtcx"	"MNXR103183"	""	""	""	0	""	""	"PRISTCOAtcx"
"MAR06777"	""	"SBCOAACOTx"	""	""	""	"SBCOAACOTx"	"MNXR104277"	""	""	""	0	""	""	"SBCOAACOTx"
"MAR06779"	""	"SCP21cx"	""	""	""	"SCP21cx"	"MNXR104292"	""	""	""	0	""	""	"SCP21cx"
"MAR06804"	""	"SEBACACT"	""	""	""	"SEBACACT"	"MNXR104305"	""	""	""	0	""	""	"SEBACACT"
"MAR06805"	""	"SEBACIDTD"	""	""	""	"SEBACIDtx"	"MNXR104306"	""	""	""	0	""	""	"SEBACIDtx"
"MAR06809"	""	"SEBCOACROT"	""	""	""	"SEBCOACROT"	"MNXR96375"	""	""	""	0	""	""	"SEBCOACROT"
"MAR06810"	""	"SEBCOAPET"	""	""	""	"SEBCOAPET"	"MNXR104307"	""	""	""	0	""	""	"SEBCOAPET"
"MAR06812"	""	"STCOATxc"	""	""	""	"STCOATxc"	"MNXR104597"	""	""	""	0	""	""	"STCOATxc"
"MAR06816"	""	"STRDNCCOAtxc"	""	""	""	"STRDNCCOAtxc"	"MNXR104601"	""	""	""	0	""	""	"STRDNCCOAtxc"
"MAR06821"	""	"SUBEACTD"	""	""	""	"SUBEACtx"	"MNXR104609"	""	""	""	0	""	""	"SUBEACtx"
"MAR06825"	""	"SUBERCACT"	""	""	""	"SUBERCACT"	"MNXR96431"	""	""	""	0	""	""	"SUBERCACT"
"MAR06832"	""	"SUBERCROT"	""	""	""	"SUBERCROT"	"MNXR96430"	""	""	""	0	""	""	"SUBERCROT"
"MAR06833"	""	"SUBERICACT"	""	""	""	"SUBERICACT"	"MNXR104610"	""	""	""	0	""	""	"SUBERICACT"
"MAR06846"	""	"SUCCACT"	""	""	""	"SUCCACT"	""	""	""	""	0	""	""	"SUCCACT"
"MAR06847"	""	"SUCCCROT"	""	""	""	"SUCCCROT"	"MNXR104616"	""	""	""	0	""	""	"SUCCCROT"
"MAR06852"	""	"SUCCOAPET"	""	""	""	"SUCCOAPET"	"MNXR104617"	""	""	""	0	"RHEA:11517"	"RHEA:11516"	"SUCCOAPET"
"MAR06853"	""	"TDCRNe"	""	""	""	"TDCRNe"	"MNXR104751"	""	""	""	0	""	""	"TDCRNe"
"MAR06856"	""	"TETDEC2CRNe"	""	""	""	"TETDEC2CRNe"	""	""	""	""	0	""	""	"TETDEC2CRNe"
"MAR06857"	""	"TETDECE1CRNe"	""	""	""	"TETDECE1CRNe"	""	""	""	""	0	""	""	"TETDECE1CRNe"
"MAR06858"	""	"TIGCRNe"	""	""	""	"TIGCRNe"	"MNXR104864"	""	""	""	0	""	""	"TIGCRNe"
"MAR06859"	""	"34DHPHELAT1tc"	""	""	""	"34DHPHELAT1tc"	"MNXR94837"	""	""	""	0	""	""	"34DHPHELAT1tc"
"MAR06860"	""	"4OHPROIMINOtc"	""	""	""	"4OHPROIMINOtc"	"MNXR95046"	""	""	""	0	""	""	"4OHPROIMINOtc"
"MAR06861"	""	"ALAALACNc"	""	""	""	"ALAALACNc"	"MNXR95674"	""	""	""	0	""	""	"ALAALACNc"
"MAR06862"	""	"ALAALAPEPT1tc"	""	""	""	"ALAALAPEPT1tc"	"MNXR95676"	""	""	""	0	""	""	"ALAALAPEPT1tc"
"MAR06863"	""	"ALAyLATthc"	""	""	""	"ALAyLATthc"	"MNXR95707"	""	""	""	0	""	""	"ALAyLATthc"
"MAR06864"	""	"ASCBSVCTtc"	""	""	""	"ASCBSVCTtc"	"MNXR96046"	""	""	""	0	""	""	"ASCBSVCTtc"
"MAR06865"	""	"ASNATB0tc"	""	""	""	"ASNATB0tc"	"MNXR96053"	""	""	""	0	""	""	"ASNATB0tc"
"MAR06866"	""	"BALAt2r"	""	""	""	"BALAPAT1tc"	"MNXR96212"	""	""	""	0	"RHEA:29461"	"RHEA:29459"	"BALAPAT1tc"
"MAR06867"	""	"BGLUGCHe"	""	""	""	"BGLUGCHe"	"MNXR96244"	""	""	""	0	""	""	"BGLUGCHe"
"MAR06868"	""	"BGLUTCHLe"	""	""	""	"BGLUTCHLe"	"MNXR96245"	""	""	""	0	""	""	"BGLUTCHLe"
"MAR06869"	""	"BGLUTDECHOe"	""	""	""	"BGLUTDECHOe"	"MNXR96246"	""	""	""	0	""	""	"BGLUTDECHOe"
"MAR06870"	""	"BTNTe"	""	""	""	"BTNTe"	"MNXR96333"	""	""	""	0	"RHEA:28459"	"RHEA:28458"	"BTNTe"
"MAR06871"	""	"CARPEPT1tc"	""	""	""	"CARPEPT1tc"	"MNXR96451"	""	""	""	0	"RHEA:64405"	"RHEA:64404"	"CARPEPT1tc"
